directed_interactions,C_mean_abs_interaction,D_eps_0_005,D_eps_0_01,D_eps_0_025,D_eps_0_05
380,0.013726462146219231,0.4052631578947368,0.33157894736842103,0.16578947368421051,0.08157894736842106
