strategy,step,id,nombre,initial_rank,current_rank,delta_rank_improvement,initial_score,current_score,delta_score_vs_G0,selected_this_step,originally_in_fixed_topN
eva_adaptive_open,2,I26,SAN PABLO,3,1,2,0.6268373699221884,0.5863061971581027,-0.04053117276408569,true,true
eva_adaptive_open,2,I30,WALKER - HUALLE - AGUIRRE,4,2,2,0.5815413361963746,0.582167543325313,0.0006262071289383497,false,true
eva_adaptive_open,2,C066,CUATRO PONIENTE,5,3,2,0.572487990377622,0.572487990377622,0,false,true
eva_adaptive_open,2,I11,JOSE JOAQUIN PEREZ,6,4,2,0.5721603338810728,0.5587180957996021,-0.013442238081470714,false,true
eva_adaptive_open,2,I14,LO OVALLE,2,5,-3,0.6371787956227899,0.5302680841538587,-0.10691071146893116,false,true
eva_adaptive_open,2,I16,MATTA-VESPUCIO NORTE,8,6,2,0.5227107068074346,0.5227107068074346,0,false,true
eva_adaptive_open,2,I08,GENERAL OSCAR BONILLA,16,7,9,0.44379823929485906,0.5152019385572235,0.07140369926236445,false,true
eva_adaptive_open,2,I20,PAC - LO ESPEJO - EL BOSQUE,9,8,1,0.49632538126901565,0.503748125196464,0.007422743927448294,false,true
eva_adaptive_open,2,I04,DEL FERROCARRIL,32,9,23,0.3940478916997146,0.5026073146224199,0.10855942292270532,false,false
eva_adaptive_open,2,EP-ALAMEDA-T3,ALAMEDA TRAMO 3,7,10,-3,0.558260973877864,0.4902395477729498,-0.06802142610491418,false,true
eva_adaptive_open,2,I01,BARÓN DE JURAS REALES,11,11,0,0.48687720322810635,0.48687720322810635,0,false,true
eva_adaptive_open,2,C068,SAN CARLOS,12,12,0,0.48156244324655567,0.48156244324655567,0,false,true
eva_adaptive_open,2,EP-I34,VICUÑA MACKENNA,13,13,0,0.4789418889773093,0.4789418889773093,0,false,true
eva_adaptive_open,2,I22,PEDRO FONTOVA,14,14,0,0.4728109936708254,0.4728109936708254,0,false,true
eva_adaptive_open,2,EP-I10,GRAN AVENIDA,19,15,4,0.435180901694348,0.45002418527643756,0.014843283582089584,false,true
eva_adaptive_open,2,C006,DOMINGO TOCORNAL,17,16,1,0.44257795158972896,0.44257795158972896,0,false,true
eva_adaptive_open,2,I05,DIAGONAL JOSE MARIA CARO,18,17,1,0.43893681633352033,0.43893681633352033,0,false,true
eva_adaptive_open,2,I21,PEDRO DE VALDIVIA,20,18,2,0.43141163724900483,0.43198235096302845,0.0005707137140236185,false,true
eva_adaptive_open,2,I10,GRAN AVENIDA,28,19,9,0.40682183317748805,0.42885168392375667,0.02202985074626862,false,true
eva_adaptive_open,2,I07,EL GUANACO,21,20,1,0.42548756362861406,0.42548756362861406,0,false,true
eva_adaptive_open,2,I29,SANTA ROSA,23,21,2,0.42297111297710543,0.4235325573693767,0.0005614443922712931,false,true
eva_adaptive_open,2,I15,MARTINEZ DE ROZAS,10,22,-12,0.49042582216035796,0.42342407874800625,-0.06700174341235171,false,true
eva_adaptive_open,2,C060,ROJAS MAGALLANES,24,23,1,0.4219139986989199,0.42247939656875466,0.0005653978698347828,false,true
eva_adaptive_open,2,C023,AVENIDA DORSAL,48,24,24,0.34913804016037303,0.4198963414700359,0.07075830130966287,false,false
eva_adaptive_open,2,I19,PAC-LO ESPEJO-SN BDO,27,25,2,0.41460848628355157,0.41843348297957955,0.0038249966960279824,false,true
eva_adaptive_open,2,EP-I33,LA CHIMBA,30,26,4,0.4043195865206677,0.4043195865206677,0,false,true
eva_adaptive_open,2,I06,DIAGONAL ORIENTE,31,27,4,0.40267663972498335,0.40267663972498335,0,false,false
eva_adaptive_open,2,I24,RADAL,26,28,-2,0.41533970570255174,0.4019586400827961,-0.013381065619755661,false,true
eva_adaptive_open,2,C070,MENDOZA (EX-CORONEL ROBLES),34,29,5,0.387202115587132,0.3937720786581624,0.00656996307103036,false,false
eva_adaptive_open,2,C081,SAN GREGORIO - DIEGO MEZA,33,30,3,0.38932341506856066,0.3897582429213287,0.00043482785276804936,false,false
eva_adaptive_open,2,C029,MARIA ELENA,35,31,4,0.3866330072050211,0.3866330072050211,0,false,false
eva_adaptive_open,2,C061,EL PINAR,36,32,4,0.38117344530336017,0.38160827315612816,0.00043482785276799385,false,false
eva_adaptive_open,2,C050,MAR DE DRAKE,37,33,4,0.3754671127887729,0.3754671127887729,0,false,false
eva_adaptive_open,2,I09,GENERAL VELASQUEZ,15,34,-19,0.45347011016300426,0.37190485218797154,-0.08156525797503272,false,true
eva_adaptive_open,2,C003,CONCHA Y TORO,38,35,3,0.3709576416282776,0.3709576416282776,0,false,false
eva_adaptive_open,2,C086,LA ESTRELLA,40,36,4,0.36814789692769634,0.36814789692769634,0,false,false
eva_adaptive_open,2,C053,CONDELL,47,37,10,0.3532028448920026,0.3681132926531967,0.014910447761194101,false,false
eva_adaptive_open,2,I25,SAN FRANCISCO,43,38,5,0.3566735624368237,0.36278550273533117,0.006111940298507479,false,false
eva_adaptive_open,2,I27,SANTA CECILIA - NONATO COO,42,39,3,0.36006768212709356,0.36006768212709356,0,false,false
eva_adaptive_open,2,C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,25,40,-15,0.41723732777812184,0.35926879818012003,-0.057968529598001806,false,true
eva_adaptive_open,2,I02,CARLOS VALDOVINOS,22,41,-19,0.4243998641097862,0.35451515707262266,-0.06988470703716354,false,true
eva_adaptive_open,2,I17,MATUCANA,46,42,4,0.3532790270795219,0.3536472146483408,0.0003681875688189007,false,false
eva_adaptive_open,2,C058,ANTONIO EBNER-BARROS ARANA,29,43,-14,0.40679457494201116,0.350997687135054,-0.05579688780695713,false,true
eva_adaptive_open,2,C044,LOS CERRILLOS,44,44,0,0.355273233150638,0.34964631946381725,-0.005626913686820778,false,false
eva_adaptive_open,2,C014,JOSE DOMINGO CAÑAS,49,45,4,0.3434151720257287,0.3434151720257287,0,false,false
eva_adaptive_open,2,C083,ORIENTAL-LAS PARCELAS,50,46,4,0.33400841178333013,0.33400841178333013,0,false,false
eva_adaptive_open,2,C001,SAN EUGENIO,52,47,5,0.3301050844306759,0.3301050844306759,0,false,false
eva_adaptive_open,2,C049,FEDERICO ERRÁZURIZ (EX SERRANO),53,48,5,0.32905890532348764,0.32905890532348764,0,false,false
eva_adaptive_open,2,I13,LO ESPEJO-RIQUELME,54,49,5,0.32833080195639963,0.32833080195639963,0,false,false
eva_adaptive_open,2,C007,EDUARDO CASTILLO VELASCO,56,50,6,0.3209682481807713,0.3209682481807713,0,false,false
eva_adaptive_open,2,C067,CARDENAL RAUL SILVA HENRIQUEZ,57,51,6,0.31744308727562154,0.31744308727562154,0,false,false
eva_adaptive_open,2,C074,URETA COX,58,52,6,0.31449957814869145,0.31449957814869145,0,false,false
