directed_transition_effects,positive,negative,zero,mean_signed,mean_abs,q_abs_ge_0_005,q_abs_ge_0_01,q_abs_ge_0_025,q_abs_ge_0_05
3255,421,179,2655,0.0009265670235438719,0.004710532407872689,0.1554531490015361,0.10168970814132104,0.05130568356374808,0.030414746543778803
