strategy,steps,final_cost_mclp,cumulative_realized_eva_score,discounted_eva_score,mean_network_components,integrated_component_reduction,final_network_components,cumulative_population_marginal,cumulative_demand_enabled,cumulative_induced_cyclists
eva_adaptive_open,30,19431,15.402970810076074,8.482279074327241,125.6,492,115,506807,800723,3309
