strategy,transition_step,source_id,source_nombre,target_id,target_nombre,score_before,score_after,delta_score,rank_before,rank_after,delta_rank_improvement,relation
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C038,TALCAHUANO - SANTA INES - LOS EDILES,0.24550764665869662,0.23435556150502312,-0.011152085153673497,101,108,-7,substitution_signal
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C026,LOS MAITENES,0.24476449972018605,0.24476449972018605,0,102,101,1,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C031,NECOCHEA,0.24437487011116932,0.23322278495749582,-0.011152085153673497,103,109,-6,substitution_signal
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C071,BARROS ARANA,0.2432718387690382,0.2432718387690382,0,104,102,2,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C082,CAUPOLICAN,0.24201028797730914,0.24201028797730914,0,105,103,2,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C080,PARAGUAY,0.2404621201898296,0.2404621201898296,0,106,104,2,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C036,RIO REFUGIO - SALAR SURIRE,0.23882288406802515,0.23882288406802515,0,107,105,2,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C077,RICARDO VIAL,0.23530100578344948,0.23530100578344948,0,108,106,2,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C012,GABRIELA ORIENTE,0.23493763531224565,0.23493763531224565,0,109,107,2,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,0.23151138733257812,0.23151138733257812,0,110,110,0,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,0.22770327755636682,0.22770327755636682,0,111,111,0,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C008,EL CERRO,0.22664145134727998,0.22664145134727998,0,112,112,0,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C039,TUPUNGATO,0.22275270275256875,0.22275270275256875,0,113,113,0,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C072,COVADONGA,0.2222660174854263,0.2222660174854263,0,114,114,0,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C010,ESQ BLANCA - ALBERTO LLONA,0.219488334536514,0.219488334536514,0,115,115,0,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C084,EL PINO - UNO SUR,0.21625589427110412,0.21625589427110412,0,116,116,0,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C021,LAUTARO,0.20904169103894277,0.26431781044192787,0.0552761194029851,117,87,30,complementarity_signal
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C055,ARTURO PRAT,0.1970214926913857,0.1970214926913857,0,118,117,1,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C085,LOS LIBERTADORES,0.19011991189992178,0.19011991189992178,0,119,118,1,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C018,LA PRIMAVERA,0.18728903995307272,0.18728903995307272,0,120,119,1,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C045,PORTO ALEGRE,0.1789631843926075,0.1789631843926075,0,121,120,1,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C025,LOS DURAZNOS,0.17773769788730326,0.17773769788730326,0,122,121,1,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C073,LOS MORROS,0.16537203853610075,0.16537203853610075,0,123,122,1,neutral
eva_adaptive_fixed_set,1,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,C016,JUANITA,0.15869954711149178,0.15869954711149178,0,124,123,1,neutral
eva_adaptive_fixed_set,2,I26,SAN PABLO,I30,WALKER - HUALLE - AGUIRRE,0.582167543325313,0.5765705283999397,-0.005597014925373234,2,2,0,substitution_signal
eva_adaptive_fixed_set,2,I26,SAN PABLO,C066,CUATRO PONIENTE,0.572487990377622,0.572487990377622,0,3,3,0,neutral
eva_adaptive_fixed_set,2,I26,SAN PABLO,I11,JOSE JOAQUIN PEREZ,0.5587180957996021,0.6007075437890453,0.04198944798944326,4,1,3,complementarity_signal
eva_adaptive_fixed_set,2,I26,SAN PABLO,I14,LO OVALLE,0.5302680841538587,0.535283009526993,0.005014925373134305,5,6,-1,complementarity_signal
eva_adaptive_fixed_set,2,I26,SAN PABLO,I16,MATTA-VESPUCIO NORTE,0.5227107068074346,0.5227107068074346,0,6,7,-1,neutral
eva_adaptive_fixed_set,2,I26,SAN PABLO,I08,GENERAL OSCAR BONILLA,0.5152019385572235,0.5437077648793681,0.0285058263221446,7,5,2,complementarity_signal
eva_adaptive_fixed_set,2,I26,SAN PABLO,I20,PAC - LO ESPEJO - EL BOSQUE,0.503748125196464,0.5080242445994491,0.004276119402985112,8,8,0,complementarity_signal
eva_adaptive_fixed_set,2,I26,SAN PABLO,I04,DEL FERROCARRIL,0.5026073146224199,0.49701029969704674,-0.005597014925373178,9,9,0,substitution_signal
eva_adaptive_fixed_set,2,I26,SAN PABLO,EP-ALAMEDA-T3,ALAMEDA TRAMO 3,0.4902395477729498,0.47967183355519394,-0.010567714217755875,10,12,-2,substitution_signal
eva_adaptive_fixed_set,2,I26,SAN PABLO,I01,BARÓN DE JURAS REALES,0.48687720322810635,0.48687720322810635,0,11,10,1,neutral
eva_adaptive_fixed_set,2,I26,SAN PABLO,C068,SAN CARLOS,0.48156244324655567,0.48156244324655567,0,12,11,1,neutral
eva_adaptive_fixed_set,2,I26,SAN PABLO,EP-I34,VICUÑA MACKENNA,0.4789418889773093,0.4789418889773093,0,13,13,0,neutral
eva_adaptive_fixed_set,2,I26,SAN PABLO,I22,PEDRO FONTOVA,0.4728109936708254,0.4728109936708254,0,14,14,0,neutral
