scenario,scenario_label,method,step,id,nombre,own_score,lookahead_value,next_best_id,next_best_score,evaluated_first_choices,score_eval_rmc,score_eval_balanceado,score_eval_logit,poblacion_marginal,demanda_habilitada,ciclistas_inducidos,componentes_red,costo_mclp,cum_cost_mclp,cum_own_score,cum_own_score_discounted,cum_eval_rmc,cum_eval_balanceado,cum_eval_logit,cum_population,cum_demand,cum_cyclists
balanceado,Balanceado,depth2,14,I12,LAS REJAS - SUIZA - DEPARTAMENTAL,0.5439517692650743,1.0074495964369308,I27,0.4878924496545857,3,0.570496829824571,0.5439517692650743,0.594289557280944,26927,14775,225,125,1192,11230,8.137761507109104,6.023885675552936,8.200442466361741,8.137761507109104,7.803290451974503,366338,658828,1693
balanceado,Balanceado,depth2,15,I27,SANTA CECILIA - NONATO COO,0.4878924496545857,0.9228831148647981,I25,0.457884910747592,3,0.5089639398517234,0.4878924496545857,0.4637398136549818,24624,14290,124,125,644,11874,8.62565395676369,6.261818615748861,8.709406406213464,8.62565395676369,8.267030265629485,390962,673118,1817
balanceado,Balanceado,depth2,16,I25,SAN FRANCISCO,0.457884910747592,0.907029647533147,I01,0.47278393345847886,3,0.5059071075948353,0.457884910747592,0.5162937907596973,26575,13574,210,125,1001,12875,9.083538867511283,6.473952679320702,9.215313513808299,9.083538867511283,8.783324056389182,417537,686692,2027
balanceado,Balanceado,depth2,17,I01,BARÓN DE JURAS REALES,0.47278393345847886,0.8959232622590652,EP-I10,0.44540981979009087,3,0.5116121978464763,0.47278393345847886,0.4489005002894388,16219,9010,123,125,781,13656,9.556322800969761,6.68203749694586,9.726925711654776,9.556322800969761,9.23222455667862,433756,695702,2150
balanceado,Balanceado,depth2,18,EP-I10,GRAN AVENIDA,0.44540981979009087,0.8603750661302734,EP-I34,0.4368055224633501,3,0.466475905533948,0.44540981979009087,0.4355160601383639,5004,5946,127,124,913,14569,10.001732620759853,6.868272400106406,10.193401617188723,10.001732620759853,9.667740616816983,438760,701648,2277
balanceado,Balanceado,depth2,19,EP-I34,VICUÑA MACKENNA,0.4368055224633501,0.8388596753436979,I29,0.4232148977687872,3,0.4789418889773093,0.4368055224633501,0.5583073246720296,0,0,271,123,539,15108,10.438538143223203,7.041777808010472,10.672343506166031,10.438538143223203,10.226047941489012,438760,701648,2548
balanceado,Balanceado,depth2,20,EP-I33,LA CHIMBA,0.3711347793680784,0.8140171153156177,C086,0.4661919325763571,3,0.4333992278113977,0.3711347793680784,0.4447675114935197,4379,5001,198,122,971,16079,10.809672922591282,7.181826854031162,11.10574273397743,10.809672922591282,10.670815452982533,443139,706649,2746
balanceado,Balanceado,depth2,21,C086,LA ESTRELLA,0.4661919325763571,0.8926050598156794,I29,0.4488559234098129,3,0.49707937215384324,0.4661919325763571,0.3831335007758099,5624,26421,33,121,185,16264,11.27586485516764,7.348950099000218,11.602822106131272,11.27586485516764,11.053948953758342,448763,733070,2779
balanceado,Balanceado,depth2,22,I29,SANTA ROSA,0.4488559234098129,0.851389290947519,I20,0.423719334250217,3,0.4800061082717991,0.4488559234098129,0.4370497668190196,5202,2827,132,120,710,16974,11.724720778577453,7.501813202245717,12.082828214403072,11.724720778577453,11.49099872057736,453965,735897,2911
balanceado,Balanceado,depth2,23,I20,PAC - LO ESPEJO - EL BOSQUE,0.423719334250217,0.7973378788966716,C089,0.3932826785752154,3,0.48209176175239005,0.423719334250217,0.42479418179806655,22368,11753,138,120,1031,18005,12.14844011282767,7.63890062052959,12.564919976155462,12.14844011282767,11.915792902375427,476333,747650,3049
balanceado,Balanceado,depth2,24,C089,J J PEREZ,0.3932826785752154,0.7773784191376772,C046,0.40431130585522296,3,0.42483431759856105,0.3932826785752154,0.3028206719795993,0,5573,19,119,198,18203,12.541722791402885,7.759778752746976,12.989754293754023,12.541722791402885,12.218613574355027,476333,753223,3068
balanceado,Balanceado,depth2,25,C046,EUCALIPTOS,0.40431130585522296,0.8044986976168391,C052,0.4212498860648591,3,0.4510300184987758,0.40431130585522296,0.3172940760072499,16,4212,30,118,206,18409,12.946034097258108,7.877833216472777,13.440784312252799,12.946034097258108,12.535907650362278,476349,757435,3098
balanceado,Balanceado,depth2,26,C052,BAQUEDANO - POSTALES ORIENTE,0.4212498860648591,0.8410111192371023,C035,0.4418539296549928,3,0.45398736918438526,0.4212498860648591,0.33684121031563824,12471,7274,36,118,259,18668,13.367283983322967,7.99468354254593,13.894771681437184,13.367283983322967,12.872748860677916,488820,764709,3134
balanceado,Balanceado,depth2,27,C035,PRODIVENCIA,0.4418539296549928,0.8387292807407154,C063,0.4177635274586553,3,0.43939021336233125,0.4418539296549928,0.3202523018496424,0,7334,2,117,33,18701,13.80913791297796,8.111120931828673,14.334161894799516,13.80913791297796,13.193001162527558,488820,772043,3136
balanceado,Balanceado,depth2,28,C010,ESQ BLANCA - ALBERTO LLONA,0.3814633152537973,0.7783386663395198,C063,0.4177635274586553,3,0.35218186133855267,0.3814633152537973,0.27479173843863114,0,3562,5,116,49,18750,14.190601228231756,8.206618018256023,14.686343756138069,14.190601228231756,13.46779290096619,488820,775605,3141
balanceado,Balanceado,depth2,29,C063,LONGITUDINAL,0.4177635274586553,0.7735190879024723,C067,0.374479537309281,3,0.42326463507159795,0.4177635274586553,0.3370968654728083,13349,14704,38,116,192,18942,14.608364755690411,8.305973416764795,15.109608391209667,14.608364755690411,13.804889766438999,502169,790309,3179
balanceado,Balanceado,depth2,30,C060,ROJAS MAGALLANES,0.366095271578271,0.7668693404377016,I28,0.4218674409046638,3,0.3996060222843795,0.366095271578271,0.3215163863920257,6013,3413,66,116,395,19337,14.974460027268682,8.388687350003652,15.509214413494046,14.974460027268682,14.126406152831024,508182,793722,3245
balanceado,Balanceado,depth2,31,I28,SANTA RAQUEL,0.4218674409046638,0.7776023518662333,I06,0.3744578010121784,3,0.4569530807486607,0.4218674409046638,0.36524334047142115,14676,7884,66,116,300,19637,15.396327468173347,8.479236456067198,15.966167494242708,15.396327468173347,14.491649493302445,522858,801606,3311
balanceado,Balanceado,depth2,32,I06,DIAGONAL ORIENTE,0.3744578010121784,0.7161887416526606,I05,0.3597167796215602,3,0.4431789236424345,0.3744578010121784,0.4881945562157002,4804,2894,254,116,1138,20775,15.770785269185525,8.55559095764734,16.409346417885143,15.770785269185525,14.979844049518146,527662,804500,3565
balanceado,Balanceado,depth2,33,I05,DIAGONAL JOSE MARIA CARO,0.3597167796215602,0.6980572327739887,C029,0.35614784542360894,3,0.39309133143635283,0.3597167796215602,0.35495458090900583,4221,2516,109,116,644,21419,16.130502048807084,8.625272229012463,16.802437749321495,16.130502048807084,15.334798630427152,531883,807016,3674
balanceado,Balanceado,depth2,34,C029,MARIA ELENA,0.35614784542360894,0.7671550306269532,I08,0.4326391423193098,3,0.35607948736774636,0.35614784542360894,0.30449386215901736,7474,4249,55,116,270,21689,16.486649894230695,8.690812660444982,17.158517236689242,16.486649894230695,15.639292492586168,539357,811265,3729
balanceado,Balanceado,depth2,35,I08,GENERAL OSCAR BONILLA,0.4326391423193098,0.7705239617552577,C006,0.35566823098520833,3,0.45441891195382783,0.4326391423193098,0.390855716320963,4898,7918,87,116,595,22284,16.919289036550005,8.766448631815388,17.61293614864307,16.919289036550005,16.030148208907132,544255,819183,3816
balanceado,Balanceado,depth2,36,I24,RADAL,0.35083785287793495,0.7164917224901478,I03,0.38489881011811883,3,0.41578866843437595,0.35083785287793495,0.35253942113753856,0,3735,111,115,509,22793,17.27012688942794,8.824716969652302,18.028724817077446,17.27012688942794,16.38268763004467,544255,822918,3927
balanceado,Balanceado,depth2,37,I03,CARRASCAL,0.38489881011811883,0.7227836295540667,C006,0.35566823098520833,3,0.438713701690571,0.38489881011811883,0.3361702106240762,0,9569,62,114,442,23235,17.65502569954606,8.885446001685661,18.467438518768017,17.65502569954606,16.718857840668747,544255,832487,3989
balanceado,Balanceado,depth2,38,C006,DOMINGO TOCORNAL,0.35566823098520833,0.6866179089056754,I09,0.34836808202154423,3,0.38429556966416456,0.35566823098520833,0.3217906170835068,0,2578,70,113,439,23674,18.010693930531268,8.938757203185126,18.85173408843218,18.010693930531268,17.040648457752255,544255,835065,4059
balanceado,Balanceado,depth2,39,I09,GENERAL VELASQUEZ,0.34836808202154423,0.6790157320365583,C053,0.3480501579105411,3,0.4488570623455372,0.34836808202154423,0.3059581389356518,735,3912,73,113,643,24317,18.359062012552812,8.988363334486,19.30059115077772,18.359062012552812,17.346606596687906,544990,838977,4132
balanceado,Balanceado,depth2,40,C053,CONDELL,0.3480501579105411,0.6707046611504526,I15,0.3396363191999069,3,0.35841330285039397,0.3480501579105411,0.31496879403414124,5706,3325,76,113,280,24597,18.707112170463354,9.035446151734323,19.659004453628114,18.707112170463354,17.661575390722046,550696,842302,4208
balanceado,Balanceado,depth2,41,I15,MARTINEZ DE ROZAS,0.3396363191999069,0.6561537883821882,C067,0.33317628334976973,3,0.41604035011542734,0.3396363191999069,0.4657244709555359,0,0,254,113,640,25237,19.046748489663262,9.079093547562538,20.07504480374354,19.046748489663262,18.12729986167758,550696,842302,4462
balanceado,Balanceado,depth2,42,C067,CARDENAL RAUL SILVA HENRIQUEZ,0.33317628334976973,0.633256252912897,C056,0.3158736521717129,3,0.3912153307614164,0.33317628334976973,0.30298287629219156,0,4090,64,111,332,25569,19.37992477301303,9.11976989011768,20.466260134504957,19.37992477301303,18.430282737969772,550696,846392,4526
balanceado,Balanceado,depth2,43,C056,TEMUCO - TORO MAZOTTE,0.3158736521717129,0.6153736927912787,I23,0.3152632006521745,3,0.3791644103081851,0.3158736521717129,0.3055839090377198,8042,4827,85,111,186,25755,19.695798425184744,9.156405617946701,20.84542454481314,19.695798425184744,18.73586664700749,558738,851219,4611
balanceado,Balanceado,depth2,44,I23,PETERSEN - VICUÑA MACKENNA,0.3152632006521745,0.6088590116339648,C003,0.3090482220860951,3,0.392473780071136,0.3152632006521745,0.28315219390093405,5025,2899,66,111,361,26116,20.01106162583692,9.191142297937201,21.237898324884277,20.01106162583692,19.019018840908426,563763,854118,4677
balanceado,Balanceado,depth2,45,C003,CONCHA Y TORO,0.3090482220860951,0.6008372372578354,I17,0.3071463317597267,3,0.3043952955417027,0.3090482220860951,0.22994948267027468,0,1049,6,110,245,26361,20.320109847923014,9.223491597543143,21.54229362042598,20.320109847923014,19.2489683235787,563763,855167,4683
balanceado,Balanceado,depth2,46,I17,MATUCANA,0.3071463317597267,0.5949457513696719,I02,0.30294675748415273,3,0.3845900370823136,0.3071463317597267,0.29976856033750704,3082,1850,89,110,287,26648,20.62725617968274,9.254034307705973,21.926883657508295,20.62725617968274,19.54873688391621,566845,857017,4772
balanceado,Balanceado,depth2,47,I02,CARLOS VALDOVINOS,0.30294675748415273,0.5879941110560581,C085,0.3000498458651636,3,0.35721384077587764,0.30294675748415273,0.31318897847089733,0,0,108,110,687,27335,20.930202937166893,9.282653155952723,22.284097498284172,20.930202937166893,19.861925862387107,566845,857017,4880
balanceado,Balanceado,depth2,48,C085,LOS LIBERTADORES,0.3000498458651636,0.5712183723461437,I13,0.28544055419050546,3,0.2739024379548618,0.3000498458651636,0.21916155934498968,5017,2992,8,110,177,27512,21.230252783032057,9.30958107894077,22.557999936239035,21.230252783032057,20.081087421732096,571862,860009,4888
balanceado,Balanceado,depth2,49,I13,LO ESPEJO-RIQUELME,0.28544055419050546,0.5543781041934521,C014,0.28309215789783865,3,0.3452231117284989,0.28544055419050546,0.3183224070479525,0,0,126,109,700,28212,21.51569333722256,9.333917052774742,22.903223047967533,21.51569333722256,20.399409828780048,571862,860009,5014
balanceado,Balanceado,depth2,50,C014,JOSE DOMINGO CAÑAS,0.28309215789783865,0.5517019815689516,C090,0.2827471828116978,3,0.3453428032423394,0.28309215789783865,0.2876964978064817,0,0,97,109,259,28471,21.7987854951204,9.356846020238406,23.24856585120987,21.7987854951204,20.68710632658653,571862,860009,5111
balanceado,Balanceado,depth2,51,C090,SANTO DOMINGO,0.2827471828116978,0.5511691380767623,C043,0.2825494265948047,3,0.34911614297599974,0.2827471828116978,0.24640070470273123,0,0,47,109,150,28621,22.081532677932096,9.378601995229412,23.597681994185873,22.081532677932096,20.93350703128926,571862,860009,5158
balanceado,Balanceado,depth2,52,C043,NEPTUNO,0.2825494265948047,0.5417409538940184,I32,0.27283318663075135,3,0.3340594995727627,0.2825494265948047,0.23161811882685507,0,0,32,109,172,28793,22.3640821045269,9.39925571594101,23.931741493758636,22.3640821045269,21.165125150116115,571862,860009,5190
balanceado,Balanceado,depth2,53,I32,EINSTEIN,0.27283318663075135,0.531372306378036,I18,0.2721464418392471,3,0.3279486533251347,0.27283318663075135,0.2583411048731374,0,0,70,109,366,29159,22.636915291157653,9.418202027317983,24.25969014708377,22.636915291157653,21.42346625498925,571862,860009,5260
balanceado,Balanceado,depth2,54,I18,NUEVA IMPERIAL,0.2721464418392471,0.523946580798154,C083,0.26505277785148107,3,0.32618450136688776,0.2721464418392471,0.2613718669319922,0,0,70,109,290,29449,22.9090617329969,9.436155718092742,24.58587464845066,22.9090617329969,21.684838121921242,571862,860009,5330
balanceado,Balanceado,depth2,55,C007,EDUARDO CASTILLO VELASCO,0.26423848890994855,0.5163082844115748,C083,0.26533662684381715,3,0.3225103531540599,0.26423848890994855,0.2586138261730335,0,0,76,109,409,29858,23.17330022190685,9.452716115811654,24.908385001604717,23.17330022190685,21.943451948094275,571862,860009,5406
balanceado,Balanceado,depth2,56,C083,ORIENTAL-LAS PARCELAS,0.26533662684381715,0.5156339830407028,C022,0.2634709012598797,3,0.3255128494674893,0.26533662684381715,0.2709693838442613,0,0,90,109,392,30250,23.438636848750665,9.46851387519051,25.233897851072207,23.438636848750665,22.214421331938535,571862,860009,5496
balanceado,Balanceado,depth2,57,C022,LLANURA  - EL DESIERTO,0.2634709012598797,0.512223504929075,C058,0.26184484596757396,3,0.2832694397879176,0.2634709012598797,0.22916446150209302,0,0,39,107,122,30372,23.702107750010544,9.483416218125207,25.517167290860126,23.702107750010544,22.44358579344063,571862,860009,5535
balanceado,Balanceado,depth2,58,C058,ANTONIO EBNER-BARROS ARANA,0.26184484596757396,0.5103541531062189,C026,0.26158874435646834,3,0.33397656438640494,0.26184484596757396,0.31455130207480725,0,0,143,107,341,30713,23.963952595978117,9.497486070196349,25.85114385524653,23.963952595978117,22.758137095515437,571862,860009,5678
balanceado,Balanceado,depth2,59,C026,LOS MAITENES,0.26158874435646834,0.5079142584416085,I07,0.25929001482646336,3,0.31867213760340646,0.26158874435646834,0.22143595965507076,0,3587,30,106,150,30863,24.225541340334587,9.510839356478622,26.169815992849937,24.225541340334587,22.97957305517051,571862,863596,5708
balanceado,Balanceado,depth2,60,I07,EL GUANACO,0.25929001482646336,0.5050829641603494,C001,0.2587294203514589,3,0.3274383643552119,0.25929001482646336,0.27373862530618875,0,0,100,106,443,31306,24.48483135516105,9.523413502649547,26.49725435720515,24.48483135516105,23.253311680476695,571862,863596,5808
balanceado,Balanceado,depth2,61,C001,SAN EUGENIO,0.2587294203514589,0.5038497047295856,C082,0.2580213519769755,3,0.31392330880694946,0.2587294203514589,0.2168149363282398,0,0,31,106,114,31420,24.743560775512506,9.53533311503715,26.8111776660121,24.743560775512506,23.470126616804937,571862,863596,5839
balanceado,Balanceado,depth2,62,C082,CAUPOLICAN,0.2580213519769755,0.503020929076975,C062,0.25789429168421,3,0.3343157551872506,0.2580213519769755,0.19804275332158458,2416,1394,12,106,118,31538,25.00158212748948,9.546625757266074,27.14549342119935,25.00158212748948,23.66816937012652,574278,864990,5851
balanceado,Balanceado,depth2,63,C062,CORONA SUECA,0.25789429168421,0.5026862298165973,C078,0.25767572434988134,3,0.32620179491551055,0.25789429168421,0.23352408574432182,0,0,54,106,280,31818,25.25947641917369,9.557348484471515,27.471695216114863,25.25947641917369,23.90169345587084,574278,864990,5905
balanceado,Balanceado,depth2,64,C078,WALDO TAFF,0.25767572434988134,0.5011970266701165,C40,0.2563382129686686,3,0.32122494204421803,0.25767572434988134,0.23082133255048007,0,0,49,106,157,31975,25.51715214352357,9.56752644210502,27.79292015815908,25.51715214352357,24.13251478842132,574278,864990,5954
balanceado,Balanceado,depth2,65,C40,VICUÑA MACKENNA - SAN MARTIN,0.2563382129686686,0.4997188852855854,C024,0.2561901813862282,3,0.3163360869516046,0.2563382129686686,0.20496168325446887,0,0,25,106,168,32143,25.77349035649224,9.577145312893585,28.109256245110686,25.77349035649224,24.33747647167579,574278,864990,5979
balanceado,Balanceado,depth2,66,C024,LOS ARRAYANES - LOS COPIHUES,0.2561901813862282,0.49579465606525797,C015,0.25221523650424194,3,0.31680247946238577,0.2561901813862282,0.2318478715838661,0,0,51,106,259,32402,26.029680537878466,9.5862779631229,28.42605872457307,26.029680537878466,24.569324343259655,574278,864990,6030
balanceado,Balanceado,depth2,67,C015,JOSE MANUEL GUZMAN,0.25221523650424194,0.4916357771103191,C047,0.25202162169060754,3,0.3207182539002636,0.25221523650424194,0.19706837505228803,2719,1614,20,106,202,32604,26.281895774382708,9.594819367203188,28.746776978473335,26.281895774382708,24.766392718311945,576997,866604,6050
balanceado,Balanceado,depth2,68,C047,VIOLETA PARRA,0.25202162169060754,0.4911693249411746,C009,0.2517344244742811,3,0.32192692159440883,0.25202162169060754,0.26564737167246005,0,0,95,106,240,32844,26.533917396073317,9.60292747205356,29.068703900067742,26.533917396073317,25.032040089984406,576997,866604,6145
balanceado,Balanceado,depth2,69,C009,EL ROSAL - SANTA ELENA,0.2517344244742811,0.49048224521915285,C033,0.2513134955209176,3,0.31426248812387036,0.2517344244742811,0.19953067358892096,0,0,21,106,169,33013,26.7856518205476,9.610621393867387,29.382966388191612,26.7856518205476,25.231570763573327,576997,866604,6166
balanceado,Balanceado,depth2,70,C033,OBSERVATORIO,0.2513134955209176,0.4884479635761886,C070,0.24961522953186419,3,0.3084648310861465,0.2513134955209176,0.22151696873589863,0,0,42,106,207,33220,27.036965316068517,9.61791839772321,29.69143121927776,27.036965316068517,25.453087732309225,576997,866604,6208
balanceado,Balanceado,depth2,71,C070,MENDOZA (EX-CORONEL ROBLES),0.24961522953186419,0.48662371676139204,C061,0.2494826181363451,3,0.3085206075687253,0.24961522953186419,0.23339734305206533,0,0,58,106,336,33556,27.286580545600383,9.624803706942922,29.999951826846484,27.286580545600383,25.68648507536129,576997,866604,6266
balanceado,Balanceado,depth2,72,C061,EL PINAR,0.2494826181363451,0.4864729099553413,C023,0.24946346507262765,3,0.3052669359707163,0.2494826181363451,0.21151903360417912,0,0,32,106,222,33778,27.536063163736728,9.63134127568555,30.3052187628172,27.536063163736728,25.89800410896547,576997,866604,6298
balanceado,Balanceado,depth2,73,C023,AVENIDA DORSAL,0.24946346507262765,0.4856467225885067,C050,0.24861395527987268,3,0.3089931880728719,0.24946346507262765,0.22437758907725977,0,0,48,106,308,34086,27.785526628809354,9.637551489189303,30.614211950890073,27.785526628809354,26.12238169804273,576997,866604,6346
balanceado,Balanceado,depth2,74,C050,MAR DE DRAKE,0.24861395527987268,0.48433353193792295,C088,0.24812587016636872,3,0.2697848825986486,0.24861395527987268,0.2080484130175621,0,2704,32,106,177,34263,28.034140584089226,9.643431101479457,30.883996833488723,28.034140584089226,26.33043011106029,576997,869308,6378
balanceado,Balanceado,depth2,75,C088,ÑUBLE,0.24812587016636872,0.4819804295330734,C005,0.24616269407021546,3,0.30673769025283837,0.24812587016636872,0.2162388590840713,0,0,39,106,207,34470,28.282266454255595,9.649005767303782,31.19073452374156,28.282266454255595,26.546668970144363,576997,869308,6417
balanceado,Balanceado,depth2,76,C005,CORONEL ALEJANDRO SEPULVEDA,0.24616269407021546,0.4788318932707712,C032,0.24491494652690077,3,0.3110352519269326,0.24616269407021546,0.22239935277441908,0,0,49,106,146,34616,28.52842914832581,9.6542597983288,31.501769775668492,28.52842914832581,26.769068322918784,576997,869308,6466
balanceado,Balanceado,depth2,77,C032,OBISPO MANUEL UMAÑA,0.24491494652690077,0.47713666318924475,I31,0.2444439122761516,3,0.3017723791915245,0.24491494652690077,0.20190305530662112,0,0,26,106,251,34867,28.77334409485271,9.65922582779067,31.80354215486002,28.77334409485271,26.970971378225403,576997,869308,6492
balanceado,Balanceado,depth2,78,I31,FERNANDEZ ALBANO,0.2444439122761516,0.47519866965197477,C037,0.24289974460612965,3,0.3067365280286479,0.2444439122761516,0.22040030675774894,0,0,48,106,238,35105,29.01778800712886,9.66393448237866,32.11027868288867,29.01778800712886,27.191371684983153,576997,869308,6540
balanceado,Balanceado,depth2,79,C037,SAN ALFONSO,0.24289974460612965,0.47317636748699676,C051,0.24239644513775485,3,0.3032697592490899,0.24289974460612965,0.19201768382824808,0,0,19,106,201,35306,29.26068775173499,9.668379446611564,32.41354844213776,29.26068775173499,27.3833893688114,576997,869308,6559
balanceado,Balanceado,depth2,80,C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,0.24239644513775485,0.47248190173358895,C080,0.24219521746929906,3,0.3025538861370795,0.24239644513775485,0.21666241509527054,0,0,44,106,235,35541,29.503084196872745,9.67259341297056,32.716102328274836,29.503084196872745,27.60005178390667,576997,869308,6603
balanceado,Balanceado,depth2,81,C080,PARAGUAY,0.24219521746929906,0.4715097925361694,C030,0.24138376322828461,3,0.3065842808037552,0.24219521746929906,0.22964836868484076,0,0,61,106,273,35814,29.745279414342043,9.676593357661325,33.02268660907859,29.745279414342043,27.829700152591514,576997,869308,6664
balanceado,Balanceado,depth2,82,C028,MADRID,0.24138035421958964,0.47150389891461786,C030,0.24223531020529285,3,0.30615611880419535,0.24138035421958964,0.2155849531609701,0,0,45,106,129,35943,29.986659768561633,9.680380520234493,33.32884272788279,29.986659768561633,28.045285105752484,576997,869308,6709
balanceado,Balanceado,depth2,83,C030,MAULE,0.24223531020529285,0.47312032391131636,C034,0.24303685653265636,3,0.3052603156920547,0.24223531020529285,0.21629741648238943,0,0,45,106,185,36128,30.228895078766925,9.683991067905167,33.63410304357484,30.228895078766925,28.261582522234875,576997,869308,6754
balanceado,Balanceado,depth2,84,C034,PEDRO LEON UGALDE,0.24303685653265636,0.47201163510000066,C019,0.24102608270246773,3,0.30860417834214415,0.24303685653265636,0.22455448431077693,0,0,54,106,130,36258,30.47193193529958,9.68743243798339,33.94270722191698,30.47193193529958,28.48613700654565,576997,869308,6808
balanceado,Balanceado,depth2,85,C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,0.24102608270246773,0.46914739466317135,C020,0.2401276968007407,3,0.3050432144820272,0.24102608270246773,0.18785874074705353,0,0,14,106,137,36395,30.71295801800205,9.690674690878161,34.24775043639901,30.71295801800205,28.673995747292704,576997,869308,6822
balanceado,Balanceado,depth2,86,C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,0.2401276968007407,0.46698388444073957,C057,0.23879598698947255,3,0.3057730249332946,0.2401276968007407,0.20284648486828205,0,0,32,106,144,36539,30.95308571480279,9.693743350401524,34.553523461332304,30.95308571480279,28.876842232160985,576997,869308,6854
