scenario,greedy_cumulative_eval_rmc,depth2_cumulative_eval_rmc,delta_cumulative_eval_rmc,pct_cumulative_eval_rmc,greedy_cumulative_eval_balanceado,depth2_cumulative_eval_balanceado,delta_cumulative_eval_balanceado,pct_cumulative_eval_balanceado,greedy_cumulative_eval_logit,depth2_cumulative_eval_logit,delta_cumulative_eval_logit,pct_cumulative_eval_logit,greedy_cumulative_own_score,depth2_cumulative_own_score,delta_cumulative_own_score,pct_cumulative_own_score,greedy_cumulative_own_score_discounted,depth2_cumulative_own_score_discounted,delta_cumulative_own_score_discounted,pct_cumulative_own_score_discounted,greedy_mean_components,depth2_mean_components,delta_mean_components,pct_mean_components,greedy_integrated_component_reduction,depth2_integrated_component_reduction,delta_integrated_component_reduction,pct_integrated_component_reduction,greedy_cumulative_population,depth2_cumulative_population,delta_cumulative_population,pct_cumulative_population,greedy_cumulative_demand,depth2_cumulative_demand,delta_cumulative_demand,pct_cumulative_demand,greedy_cumulative_cyclists,depth2_cumulative_cyclists,delta_cumulative_cyclists,pct_cumulative_cyclists
ponderacion_rmc,44.654900100859884,45.032781439086385,0.3778813382265014,0.8462259178119286,38.99463445970978,39.36282572088768,0.36819126117789835,0.9442100593565576,35.50320934461666,35.75599931401991,0.2527899694032527,0.7120200513410295,44.654900100859884,45.032781439086385,0.3778813382265014,0.8462259178119286,10.016403224746059,10.208197085131658,0.19179386038559976,1.9147977181246336,112.88709677419355,113.01612903225806,0.12903225806451246,0.11430204314901804,3610,3594,-16,-0.44321329639889195,600177,600177,0,0,871511,871512,1,0.0001147432447783218,7718,7720,2,0.025913449080072558
balanceado,44.9155767636713,45.06104443681129,0.14546767313998998,0.32386909758586785,39.27805976822661,39.44909089736672,0.1710311291401112,0.4354368065768468,35.698346986597464,35.81361783826721,0.11527085166974871,0.32290249101177104,39.27805976822661,39.44909089736672,0.1710311291401112,0.4354368065768468,9.656936903392575,9.74184036553316,0.0849034621405842,0.879196612652163,111.88709677419355,112.08064516129032,0.1935483870967687,0.1729854403920954,3734,3710,-24,-0.6427423674343867,600177,600177,0,0,871511,871514,3,0.0003442297343349654,7717,7717,0,0
logit,44.554807090367404,44.70326554302178,0.14845845265437418,0.3332041194865153,38.7959415643727,38.984981909799686,0.18904034542698867,0.48726835283355835,35.36993568301383,35.49959134228278,0.1296556592689484,0.36657024324535215,35.36993568301383,35.49959134228278,0.1296556592689484,0.36657024324535215,9.355579644739572,9.424813219348982,0.06923357460940949,0.7400244264751457,112.91129032258064,112.86290322580645,-0.04838709677419217,-0.04285408185129512,3607,3613,6,0.16634322151372333,600177,600177,0,0,871510,871511,1,0.00011474337643859508,7721,7723,2,0.025903380391141043
