scenario,scenario_label,method,step,id,nombre,own_score,lookahead_value,next_best_id,next_best_score,evaluated_first_choices,score_eval_rmc,score_eval_balanceado,score_eval_logit,poblacion_marginal,demanda_habilitada,ciclistas_inducidos,componentes_red,costo_mclp,cum_cost_mclp,cum_own_score,cum_own_score_discounted,cum_eval_rmc,cum_eval_balanceado,cum_eval_logit,cum_population,cum_demand,cum_cyclists
logit,Logit (Biogeme),depth2,11,EP-ALAMEDA-T3,ALAMEDA TRAMO 3,0.5331653118318042,1.0262903760956457,C066,0.51907901501457,3,0.5299199532739515,0.5180969053914409,0.5331653118318042,0,28552,156,127,341,9720,6.439002482352555,5.111834519680877,6.360387455261329,6.275536049881925,6.439002482352555,274191,516662,1757
logit,Logit (Biogeme),depth2,12,I04,DEL FERROCARRIL,0.5068092066127431,1.010691581044779,C066,0.5304024994021429,3,0.5652196069098672,0.5681322094260435,0.5068092066127431,6753,67866,59,125,652,10372,6.945811688965298,5.400107643168765,6.9256070621711965,6.843668259307968,6.945811688965298,280944,584528,1816
logit,Logit (Biogeme),depth2,13,C066,CUATRO PONIENTE,0.5304024994021429,0.9932522293004076,I30,0.48721024199817337,3,0.5855973826250671,0.595977649215552,0.5304024994021429,49812,30579,101,125,676,11048,7.476214188367441,5.686715984242189,7.511204444796263,7.43964590852352,7.476214188367441,330756,615107,1917
logit,Logit (Biogeme),depth2,14,I30,WALKER - HUALLE - AGUIRRE,0.48721024199817337,0.9266148533003407,I15,0.462531169791755,3,0.578017387899666,0.5383514023231284,0.48721024199817337,28110,21894,108,124,800,11848,7.963424430365615,5.936821504864643,8.089221832695928,7.977997310846648,7.963424430365615,358866,637001,2025
logit,Logit (Biogeme),depth2,15,I21,PEDRO DE VALDIVIA,0.46135644462331127,0.9129617858487393,I06,0.4753740433951874,3,0.5469485381955703,0.5200758660228978,0.46135644462331127,14501,25307,75,124,474,12322,8.424780874988926,6.161813499361131,8.636170370891499,8.498073176869546,8.424780874988926,373367,662308,2100
logit,Logit (Biogeme),depth2,16,I06,DIAGONAL ORIENTE,0.4753740433951874,0.9264859292689349,EP-I10,0.474854616709208,3,0.4263878788663151,0.35522703178140913,0.4753740433951874,4804,2894,254,124,1138,13460,8.900154918384114,6.382050124711703,9.062558249757814,8.853300208650955,8.900154918384114,378171,665202,2354
logit,Logit (Biogeme),depth2,17,I27,SANTA CECILIA - NONATO COO,0.4637398136549818,0.9228901610671909,EP-I10,0.4833161551707465,3,0.5089639398517234,0.4878924496545857,0.4637398136549818,24624,14290,124,124,644,14104,9.363894732039096,6.586154384016861,9.571522189609537,9.341192658305541,9.363894732039096,402795,679492,2478
logit,Logit (Biogeme),depth2,18,EP-I10,GRAN AVENIDA,0.4833161551707465,0.9227207664729138,I15,0.462531169791755,3,0.522812991942405,0.5114821086495734,0.4833161551707465,16187,11712,124,123,913,15017,9.847210887209842,6.788238696833697,10.094335181551942,9.852674766955115,9.847210887209842,418982,691204,2602
logit,Logit (Biogeme),depth2,19,I15,MARTINEZ DE ROZAS,0.462531169791755,0.8889866450667219,I01,0.4489005002894388,3,0.4148837713854609,0.33878477222289866,0.462531169791755,0,0,251,123,640,15657,10.309742057001596,6.971962700208212,10.509218952937402,10.191459539178014,10.309742057001596,418982,691204,2853
logit,Logit (Biogeme),depth2,20,I20,PAC - LO ESPEJO - EL BOSQUE,0.4469523014561862,0.873407776731153,I01,0.4489005002894388,3,0.4997111647374647,0.454344975275858,0.4469523014561862,22368,11753,138,123,1031,16688,10.756694358457782,7.140621761324151,11.008930117674867,10.645804514453872,10.756694358457782,441350,702957,2991
logit,Logit (Biogeme),depth2,21,I01,BARÓN DE JURAS REALES,0.4489005002894388,0.8714296362082825,EP-I33,0.4447675114935197,3,0.5116121978464763,0.47278393345847886,0.4489005002894388,16219,9010,123,123,781,17469,11.20559485874722,7.301546271240066,11.520542315521343,11.11858844791235,11.20559485874722,457569,711967,3114
logit,Logit (Biogeme),depth2,22,EP-I33,LA CHIMBA,0.4447675114935197,0.808744337230539,C086,0.3831335007758099,3,0.4333992278113977,0.3711347793680784,0.4447675114935197,4379,5001,198,122,971,18440,11.65036237024074,7.453017018274417,11.953941543332741,11.489723227280429,11.65036237024074,461948,716968,3312
logit,Logit (Biogeme),depth2,23,C086,LA ESTRELLA,0.3831335007758099,0.7374333433564426,I29,0.3729472027164556,3,0.49707937215384324,0.4661919325763571,0.3831335007758099,5624,26421,33,121,185,18625,12.03349587101655,7.576973557978602,12.451020915486584,11.955915159856787,12.03349587101655,467572,743389,3345
logit,Logit (Biogeme),depth2,24,I29,SANTA ROSA,0.3729472027164556,0.7246964166032597,I13,0.37026233040716217,3,0.4128419291673215,0.35654823110212047,0.3729472027164556,5202,2827,132,120,710,19335,12.406443073733005,7.691601442032341,12.863862844653905,12.312463390958907,12.406443073733005,472774,746216,3477
logit,Logit (Biogeme),depth2,25,I13,LO ESPEJO-RIQUELME,0.37026233040716217,0.7074691822707178,I05,0.35495458090900583,3,0.42599801430320505,0.3609336686925627,0.37026233040716217,5121,4569,124,119,700,20035,12.776705404140166,7.799713978637328,13.28986085895711,12.67339705965147,12.776705404140166,477895,750785,3601
logit,Logit (Biogeme),depth2,26,I05,DIAGONAL JOSE MARIA CARO,0.35495458090900583,0.691889455060062,I24,0.35466828858005917,3,0.39309133143635283,0.3597167796215602,0.35495458090900583,4221,2516,109,119,644,20679,13.131659985049172,7.898174678313317,13.682952190393463,13.03311383927303,13.131659985049172,482116,753301,3710
logit,Logit (Biogeme),depth2,27,I24,RADAL,0.35466828858005917,0.6762450472308819,C053,0.33850185121139226,3,0.4165597209210201,0.35140555086260705,0.35466828858005917,0,3735,113,118,509,21188,13.486328273629232,7.991636899223937,14.099511911314483,13.384519390135637,13.486328273629232,482116,757036,3823
logit,Logit (Biogeme),depth2,28,C053,CONDELL,0.33850185121139226,0.6587438734105602,C063,0.3370968654728083,3,0.3881929562198495,0.3820145082030817,0.33850185121139226,9857,5745,74,118,280,21468,13.824830124840624,8.076378837041588,14.487704867534333,13.766533898338718,13.824830124840624,491973,762781,3897
logit,Logit (Biogeme),depth2,29,C063,LONGITUDINAL,0.3370968654728083,0.6564585655656807,I03,0.3361702106240762,3,0.42326463507159795,0.4177635274586553,0.3370968654728083,13349,14704,38,118,192,21660,14.161926990313432,8.156549534586322,14.910969502605932,14.184297425797373,14.161926990313432,505322,777485,3935
logit,Logit (Biogeme),depth2,30,I03,CARRASCAL,0.3361702106240762,0.6524746521520008,C067,0.3329520437136048,3,0.438713701690571,0.38489881011811883,0.3361702106240762,0,9569,62,117,442,22102,14.498097200937508,8.232502332989258,15.349683204296502,14.569196235915491,14.498097200937508,505322,787054,3997
logit,Logit (Biogeme),depth2,31,C067,CARDENAL RAUL SILVA HENRIQUEZ,0.3329520437136048,0.644378750356281,I08,0.32781758593965915,3,0.42983953771854705,0.374479537309281,0.3329520437136048,4301,6265,64,115,332,22434,14.831049244651112,8.303966748104221,15.779522742015049,14.943675773224772,14.831049244651112,509623,793319,4061
logit,Logit (Biogeme),depth2,32,C060,ROJAS MAGALLANES,0.3215163863920257,0.6516826200203024,I28,0.3475434038192387,3,0.3996060222843795,0.366095271578271,0.3215163863920257,6013,3413,66,115,395,22829,15.152565631043137,8.369526133878676,16.179128764299428,15.309771044803043,15.152565631043137,515636,796732,4127
logit,Logit (Biogeme),depth2,33,I28,SANTA RAQUEL,0.3475434038192387,0.6589701104619149,I08,0.32781758593965915,3,0.4266348439407838,0.3978411100220755,0.3475434038192387,10375,5709,66,115,300,23129,15.500109034862376,8.43684928254626,16.60576360824021,15.707612154825117,15.500109034862376,526011,802441,4193
logit,Logit (Biogeme),depth2,34,I08,GENERAL OSCAR BONILLA,0.32781758593965915,0.6335186721689906,C006,0.3217906170835068,3,0.38764025909267236,0.34061529900395354,0.32781758593965915,4898,7918,88,115,595,23724,15.827926620802035,8.497176212190036,16.993403867332884,16.04822745382907,15.827926620802035,530909,810359,4281
logit,Logit (Biogeme),depth2,35,C006,DOMINGO TOCORNAL,0.3217906170835068,0.618308934595662,I02,0.3121245447496371,3,0.38429556966416456,0.35566823098520833,0.3217906170835068,0,2578,70,114,439,24163,16.149717237885543,8.553433132843393,17.377699436997048,16.40389568481428,16.149717237885543,530909,812937,4351
logit,Logit (Biogeme),depth2,36,I02,CARLOS VALDOVINOS,0.3121245447496371,0.6024292583354709,C056,0.3055839090377198,3,0.3568283145325555,0.30266290849181665,0.3121245447496371,0,0,107,114,687,24850,16.46184178263518,8.605271833461003,17.734527751529605,16.7065585933061,16.46184178263518,530909,812937,4458
logit,Logit (Biogeme),depth2,37,C089,J J PEREZ,0.3038851057008596,0.605314477907747,C046,0.3172940760072499,3,0.4252198438418831,0.3935665275675515,0.3038851057008596,0,5573,20,113,198,25048,16.76572688833604,8.653218586824323,18.15974759537149,17.10012512087365,16.76572688833604,530909,818510,4478
logit,Logit (Biogeme),depth2,38,C046,EUCALIPTOS,0.3172940760072499,0.6139239362171995,C052,0.31224195811573646,3,0.4510300184987758,0.40431130585522296,0.3172940760072499,16,4212,30,112,206,25254,17.08302096434329,8.700777876485233,18.610777613870265,17.504436426728873,17.08302096434329,530925,822722,4508
logit,Logit (Biogeme),depth2,39,C052,BAQUEDANO - POSTALES ORIENTE,0.31224195811573646,0.6025466717015703,C056,0.3055839090377198,3,0.42382135656805814,0.38700010160873116,0.31224195811573646,8320,4853,37,112,259,25513,17.39526292245903,8.745239801590568,19.034598970438324,17.891436528337604,17.39526292245903,539245,827575,4545
logit,Logit (Biogeme),depth2,40,C056,TEMUCO - TORO MAZOTTE,0.3055839090377198,0.5993515858328003,C058,0.30922913346850583,3,0.3791644103081851,0.3158736521717129,0.3055839090377198,8042,4827,85,112,186,25699,17.700846831496747,8.78657795649797,19.41376338074651,18.207310180509317,17.700846831496747,547287,832402,4630
logit,Logit (Biogeme),depth2,41,C058,ANTONIO EBNER-BARROS ARANA,0.30922913346850583,0.5984983025195723,C029,0.30449386215901736,3,0.3320489331697943,0.26042560100589357,0.30922913346850583,0,0,138,112,341,26040,18.010075964965253,8.826317659312766,19.745812313916304,18.46773578151521,18.010075964965253,547287,832402,4768
logit,Logit (Biogeme),depth2,42,C029,MARIA ELENA,0.30449386215901736,0.589273994479649,I17,0.29976856033750704,3,0.35607948736774636,0.35614784542360894,0.30449386215901736,7474,4249,55,112,270,26310,18.31456982712427,8.863492264055314,20.10189180128405,18.82388362693882,18.31456982712427,554761,836651,4823
logit,Logit (Biogeme),depth2,43,I17,MATUCANA,0.29976856033750704,0.5756780712085298,I10,0.29043106407476077,3,0.3845900370823136,0.3071463317597267,0.29976856033750704,3082,1850,89,112,287,26597,18.61433838746178,8.898260087559162,20.486481838366366,19.131029958698548,18.61433838746178,557843,838501,4912
logit,Logit (Biogeme),depth2,44,I10,GRAN AVENIDA,0.29043106407476077,0.5637427369909184,C014,0.2876964978064817,3,0.334454321481313,0.29363424772818036,0.29043106407476077,3242,1653,83,112,448,27045,18.904769451536538,8.93026068550778,20.82093615984768,19.42466420642673,18.904769451536538,561085,840154,4995
logit,Logit (Biogeme),depth2,45,C014,JOSE DOMINGO CAÑAS,0.2876964978064817,0.5581660534160799,I09,0.28470479537852456,3,0.3453428032423394,0.28309215789783865,0.2876964978064817,0,0,97,112,259,27304,19.19246594934302,8.960375015693215,21.16627896309002,19.707756364324567,19.19246594934302,561085,840154,5092
logit,Logit (Biogeme),depth2,46,I09,GENERAL VELASQUEZ,0.28470479537852456,0.5536993795844118,I23,0.28315219390093405,3,0.42267114246629156,0.31774422138245334,0.28470479537852456,735,2016,74,112,643,27947,19.477170744721544,8.988686133711113,21.58895010555631,20.02550058570702,19.477170744721544,561820,842170,5166
logit,Logit (Biogeme),depth2,47,I23,PETERSEN - VICUÑA MACKENNA,0.28315219390093405,0.5401702518362215,I07,0.2705453241424079,3,0.392473780071136,0.3152632006521745,0.28315219390093405,5025,2899,66,112,361,28308,19.76032293862248,9.015435024292682,21.981423885627446,20.340763786359197,19.76032293862248,566845,845069,5232
logit,Logit (Biogeme),depth2,48,I07,EL GUANACO,0.2705453241424079,0.5269550267592589,C083,0.269904950123001,3,0.32628178562524557,0.2584384678494551,0.2705453241424079,0,0,97,112,443,28751,20.030868262764887,9.03971506893752,22.30770567125269,20.599202254208652,20.030868262764887,566845,845069,5329
logit,Logit (Biogeme),depth2,49,C083,ORIENTAL-LAS PARCELAS,0.269904950123001,0.522269953211838,C047,0.26564737167246005,3,0.3251273232241672,0.26505277785148107,0.269904950123001,0,0,89,112,392,29143,20.300773212887886,9.062726514604309,22.632832994476857,20.864255032060132,20.300773212887886,566845,845069,5418
logit,Logit (Biogeme),depth2,50,C047,VIOLETA PARRA,0.26564737167246005,0.5159730693282472,I18,0.2635007343745128,3,0.32192692159440883,0.25202162169060754,0.26564737167246005,0,0,95,112,240,29383,20.566420584560348,9.084242546652373,22.954759916071264,21.11627665375074,20.566420584560348,566845,845069,5513
logit,Logit (Biogeme),depth2,51,I18,NUEVA IMPERIAL,0.2635007343745128,0.5119584201095853,I32,0.2615344060369183,3,0.32695555385353203,0.2727141398239193,0.2635007343745128,0,0,72,112,290,29673,20.82992131893486,9.104517604144215,23.281715469924798,21.38899079357466,20.82992131893486,566845,845069,5585
logit,Logit (Biogeme),depth2,52,I32,EINSTEIN,0.2615344060369183,0.5072175409013001,C007,0.2586138261730335,3,0.329105232055101,0.27368473360775963,0.2615344060369183,0,0,73,112,366,30039,21.09145572497178,9.12363517463041,23.6108207019799,21.66267552718242,21.09145572497178,566845,845069,5658
logit,Logit (Biogeme),depth2,53,C007,EDUARDO CASTILLO VELASCO,0.2586138261730335,0.5019560770327579,C035,0.2561497377470783,3,0.3225103531540599,0.26423848890994855,0.2586138261730335,0,0,76,112,409,30448,21.350069551144813,9.141594053231552,23.93333105513396,21.92691401609237,21.350069551144813,566845,845069,5734
logit,Logit (Biogeme),depth2,54,C035,PRODIVENCIA,0.2561497377470783,0.49225283128506747,C090,0.24852957214525181,3,0.3722260342578536,0.3495462373473005,0.2561497377470783,0,7334,2,111,33,30481,21.606219288891893,9.158492430268806,24.30555708939181,22.27646025343967,21.606219288891893,566845,852403,5736
logit,Logit (Biogeme),depth2,55,C090,SANTO DOMINGO,0.24852957214525181,0.47058920910115865,C043,0.23374698626937565,3,0.349887195462644,0.2833148807963699,0.24852957214525181,0,0,49,111,150,30631,21.854748861037145,9.174068316191462,24.655444284854454,22.55977513423604,21.854748861037145,566845,852403,5785
logit,Logit (Biogeme),depth2,56,C043,NEPTUNO,0.23374698626937565,0.4555948677264814,C062,0.23352408574432182,3,0.334830552059407,0.28311712457947685,0.23374698626937565,0,0,34,111,172,30803,22.088495847306522,9.187985274014213,24.990274836913862,22.842892258815517,22.088495847306522,566845,852403,5819
logit,Logit (Biogeme),depth2,57,C062,CORONA SUECA,0.23352408574432182,0.4552515616437839,C070,0.23339734305206533,3,0.32620179491551055,0.25789429168421,0.23352408574432182,0,0,54,111,280,31083,22.322019933050843,9.201193776329392,25.316476631829374,23.100786550499727,22.322019933050843,566845,852403,5873
logit,Logit (Biogeme),depth2,58,C070,MENDOZA (EX-CORONEL ROBLES),0.23339734305206533,0.4536528210567381,C024,0.2318478715838661,3,0.3085206075687253,0.24961522953186419,0.23339734305206533,0,0,58,111,336,31419,22.555417276102908,9.213735043194529,25.6249972393981,23.350401780031593,22.555417276102908,566845,852403,5931
logit,Logit (Biogeme),depth2,59,C024,LOS ARRAYANES - LOS COPIHUES,0.2318478715838661,0.45029988012062705,C003,0.22994948267027468,3,0.31680247946238577,0.2561901813862282,0.2318478715838661,0,0,51,111,259,31678,22.787265147686774,9.225570151049844,25.941799718860484,23.60659196141782,22.787265147686774,566845,852403,5982
logit,Logit (Biogeme),depth2,60,C003,CONCHA Y TORO,0.22994948267027468,0.4481154329208734,C080,0.22964836868484076,3,0.3043952955417027,0.3090482220860951,0.22994948267027468,0,1049,6,110,245,31923,23.01721463035705,9.23672144204329,26.246195014402186,23.915640183503914,23.01721463035705,566845,853452,5988
logit,Logit (Biogeme),depth2,61,C080,PARAGUAY,0.22964836868484076,0.4473546071118291,C022,0.22916446150209302,3,0.3065842808037552,0.24219521746929906,0.22964836868484076,0,0,61,110,273,32196,23.24686299904189,9.247301296226283,26.55277929520594,24.157835400973212,23.24686299904189,566845,853452,6049
logit,Logit (Biogeme),depth2,62,C022,LLANURA  - EL DESIERTO,0.22916446150209302,0.44642230335465455,C078,0.22869246510795951,3,0.2832694397879176,0.2634709012598797,0.22916446150209302,0,0,39,108,122,32318,23.476027460543985,9.25733097886882,26.83604873499386,24.42130630223309,23.476027460543985,566845,853452,6088
logit,Logit (Biogeme),depth2,63,C023,AVENIDA DORSAL,0.22331315535599947,0.4425934212789555,C078,0.23082133255048007,3,0.30860766182954974,0.24917961608029152,0.22331315535599947,0,0,47,108,308,32626,23.699340615899985,9.26661589180982,27.14465639682341,24.670485918313382,23.699340615899985,566845,853452,6135
logit,Logit (Biogeme),depth2,64,C078,WALDO TAFF,0.23082133255048007,0.4445564794756195,C049,0.2249843651843573,3,0.32122494204421803,0.25767572434988134,0.23082133255048007,0,0,49,108,157,32783,23.930161948450465,9.27573312529984,27.46588133886763,24.928161642663262,23.930161948450465,566845,853452,6184
logit,Logit (Biogeme),depth2,65,C049,FEDERICO ERRÁZURIZ (EX SERRANO),0.2249843651843573,0.4383821629622663,C026,0.2246292608188516,3,0.31900269194283004,0.24196333249349297,0.2249843651843573,1527,2331,57,108,332,33115,24.155146313634823,9.284175469939344,27.78488403081046,25.170124975156757,24.155146313634823,568372,855783,6241
logit,Logit (Biogeme),depth2,66,C026,LOS MAITENES,0.2246292608188516,0.4359086459545497,C005,0.22239935277441908,3,0.31982871633337284,0.2624402913334766,0.2246292608188516,0,3587,33,107,150,33265,24.379775574453674,9.292183038610508,28.104712747143832,25.432565266490233,24.379775574453674,568372,859370,6274
logit,Logit (Biogeme),depth2,67,C005,CORONEL ALEJANDRO SEPULVEDA,0.22239935277441908,0.4328404730735228,C033,0.22151696873589863,3,0.3110352519269326,0.24616269407021546,0.22239935277441908,0,0,49,107,146,33411,24.602174927228095,9.299714711817765,28.415747999070764,25.678727960560447,24.602174927228095,568372,859370,6323
logit,Logit (Biogeme),depth2,68,C033,OBSERVATORIO,0.22151696873589863,0.43089726015576013,I31,0.22040030675774894,3,0.3084648310861465,0.2513134955209176,0.22151696873589863,0,0,42,107,207,33618,24.823691895963993,9.306841413076961,28.72421283015691,25.930041456081366,24.823691895963993,568372,859370,6365
logit,Logit (Biogeme),depth2,69,I31,FERNANDEZ ALBANO,0.22040030675774894,0.42860378813548916,C085,0.21916155934498968,3,0.3067365280286479,0.2444439122761516,0.22040030675774894,0,0,48,107,238,33856,25.044092202721743,9.313577650011894,29.03094935818556,26.174485368357516,25.044092202721743,568372,859370,6413
logit,Logit (Biogeme),depth2,70,C085,LOS LIBERTADORES,0.21916155934498968,0.4254098351938469,C034,0.21710344826195493,3,0.2739024379548618,0.3000498458651636,0.21916155934498968,5017,2992,8,107,177,34033,25.263253762066732,9.319941107494644,29.304851796140422,26.47453521422268,25.263253762066732,573389,862362,6421
logit,Logit (Biogeme),depth2,71,C034,PEDRO LEON UGALDE,0.21710344826195493,0.42408884980898,C001,0.2178793700495001,3,0.3059054946388892,0.24104991358630382,0.21710344826195493,0,0,47,107,130,34163,25.480357210328688,9.325929621804258,29.61075729077931,26.715585127808986,25.480357210328688,573389,862362,6468
logit,Logit (Biogeme),depth2,72,C001,SAN EUGENIO,0.2178793700495001,0.4257187116580135,C028,0.21877825432475098,3,0.31430883505027163,0.2590132693437949,0.2178793700495001,0,0,32,107,114,34277,25.698236580378186,9.331639043045463,29.925066125829584,26.974598397152782,25.698236580378186,573389,862362,6500
logit,Logit (Biogeme),depth2,73,C028,MADRID,0.21877825432475098,0.42628322405341545,C030,0.21842628392491,3,0.3073126975341618,0.24223190119659788,0.21877825432475098,0,0,48,107,129,34406,25.917014834702936,9.337085370302,30.232378823363746,27.21683029834938,25.917014834702936,573389,862362,6548
logit,Logit (Biogeme),depth2,74,C030,MAULE,0.21842628392491,0.42587562412517227,C088,0.21836772652659187,3,0.30603136817869897,0.242803008189965,0.21842628392491,0,0,47,107,185,34591,26.135441118627845,9.342251057248303,30.538410191542443,27.459633306539345,26.135441118627845,573389,862362,6595
logit,Logit (Biogeme),depth2,75,C088,ÑUBLE,0.21836772652659187,0.4231858088319016,C051,0.21559798137401023,3,0.3075087427394826,0.24869356815104088,0.21836772652659187,0,0,41,107,207,34798,26.353808845154436,9.347157144233053,30.845918934281926,27.708326874690385,26.353808845154436,573389,862362,6636
logit,Logit (Biogeme),depth2,76,C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,0.21559798137401023,0.4195616564503636,C064,0.21469860534352989,3,0.3021683598937574,0.2421125961454188,0.21559798137401023,0,0,43,107,235,35033,26.569406826528446,9.351758810165208,31.14808729417568,27.950439470835803,26.569406826528446,573389,862362,6679
logit,Logit (Biogeme),depth2,77,C064,SILVA CARVALLO - SANTA ELENA,0.21469860534352989,0.41564168726750006,C061,0.21151903360417912,3,0.29671303455212084,0.23492606826619203,0.21469860534352989,0,0,51,107,545,35578,26.784105431871975,9.356112156560265,31.4448003287278,28.185365539101994,26.784105431871975,573389,862362,6730
logit,Logit (Biogeme),depth2,78,C061,EL PINAR,0.21151903360417912,0.4116737492234428,C010,0.21068917433606701,3,0.3052669359707163,0.2494826181363451,0.21151903360417912,0,0,32,107,222,35800,26.995624465476155,9.360186588436083,31.75006726469852,28.43484815723834,26.995624465476155,573389,862362,6762
logit,Logit (Biogeme),depth2,79,C010,ESQ BLANCA - ALBERTO LLONA,0.21068917433606701,0.40996206340185737,C004,0.20976093585872668,3,0.2850176822340751,0.289155622946105,0.21068917433606701,0,3562,5,106,49,35849,27.206313639812223,9.364042112638886,32.03508494693259,28.724003780184443,27.206313639812223,573389,865924,6767
logit,Logit (Biogeme),depth2,80,C004,CONSISTORIAL,0.20976093585872668,0.40608177286604735,C050,0.20665351263928491,3,0.29131725003030046,0.2304294705489768,0.20976093585872668,0,0,49,106,563,36412,27.416074575670947,9.36768872357263,32.326402196962896,28.95443325073342,27.416074575670947,573389,865924,6816
logit,Logit (Biogeme),depth2,81,C050,MAR DE DRAKE,0.20665351263928491,0.4024397408245944,C084,0.2060907665108521,3,0.26880089608800906,0.24724865482953312,0.20665351263928491,0,2120,32,106,177,36589,27.622728088310232,9.371101683701847,32.595203093050905,29.201681905562953,27.622728088310232,573389,868044,6848
logit,Logit (Biogeme),depth2,82,C084,EL PINO - UNO SUR,0.2060907665108521,0.40080436560259747,C40,0.20496168325446887,3,0.30124232035692217,0.23776453567142844,0.2060907665108521,0,0,37,106,166,36755,27.828818854821083,9.374335166559757,32.896445413407825,29.43944644123438,27.828818854821083,573389,868044,6885
logit,Logit (Biogeme),depth2,83,C40,VICUÑA MACKENNA - SAN MARTIN,0.20496168325446887,0.3980685157298055,C081,0.20327034997403853,3,0.3163360869516046,0.2563382129686686,0.20496168325446887,0,0,25,106,168,36923,28.03378053807555,9.377390146147267,33.212781500359426,29.69578465420305,28.03378053807555,573389,868044,6910
logit,Logit (Biogeme),depth2,84,C081,SAN GREGORIO - DIEGO MEZA,0.20327034997403853,0.3959745105989065,C020,0.20284648486828205,3,0.29723513011219044,0.23508252385757744,0.20327034997403853,0,0,36,106,246,37169,28.237050888049588,9.380268427697525,33.51001663047162,29.930867178060627,28.237050888049588,573389,868044,6946
logit,Logit (Biogeme),depth2,85,C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,0.20284648486828205,0.3946543874095721,C032,0.20190305530662112,3,0.3057730249332946,0.2401276968007407,0.20284648486828205,0,0,32,106,144,37313,28.43989737291787,9.382997093389571,33.81578965540491,30.170994874861368,28.43989737291787,573389,868044,6978
