directed_interactions,K_mean_abs_interaction,signed_mean_interaction,positive_interactions,negative_interactions,zero_interactions,Q_eps_0_005,Q_eps_0_01,Q_eps_0_025,Q_eps_0_05
380,0.009281288651344189,-0.0015854242442758211,205,175,0,0.2710526315789474,0.15526315789473685,0.09736842105263158,0.06315789473684211
