scenario,scenario_label,step,id,nombre,escala,initial_rank,own_score,poblacion_marginal,poblacion_beneficiada,demanda_habilitada,ciclistas_inducidos,componentes_unidos,componentes_red,delta_componentes,reduccion_componentes_etapa,reduccion_componentes_acumulada,costo_mclp,cum_cost_mclp,cum_population,cum_demand,cum_cyclists
fractal_alameda,Red dendrítica Alameda (fractal),95,C077,RICARDO VIAL,Comunal,106,0.4242713319912998,0,0,0,10,1,108,0,0,34,54,37914,560327,853757,7049
fractal_alameda,Red dendrítica Alameda (fractal),96,C064,SILVA CARVALLO - SANTA ELENA,Comunal,113,0.42393878343667923,0,0,0,51,1,108,0,0,34,545,38459,560327,853757,7100
fractal_alameda,Red dendrítica Alameda (fractal),97,C065,NUEVA SAN MARTIN,Comunal,114,0.423375377056499,0,0,0,16,1,108,0,0,34,179,38638,560327,853757,7116
fractal_alameda,Red dendrítica Alameda (fractal),98,C036,RIO REFUGIO - SALAR SURIRE,Comunal,103,0.4231998720324739,0,0,0,3,1,108,0,0,34,45,38683,560327,853757,7119
fractal_alameda,Red dendrítica Alameda (fractal),99,C031,NECOCHEA,Comunal,102,0.42303913417325134,0,0,0,10,1,108,0,0,34,56,38739,560327,853757,7129
fractal_alameda,Red dendrítica Alameda (fractal),100,C044,LOS CERRILLOS,Comunal,31,0.4227979822300348,0,0,0,12,1,108,0,0,34,196,38935,560327,853757,7141
fractal_alameda,Red dendrítica Alameda (fractal),101,C079,LAS AMERICAS,Comunal,59,0.42174479508495866,0,0,0,8,1,108,0,0,34,137,39072,560327,853757,7149
fractal_alameda,Red dendrítica Alameda (fractal),102,C013,HEROES DE LA CONCEPCION,Comunal,52,0.42089145730768945,0,0,0,6,1,108,0,0,34,87,39159,560327,853757,7155
fractal_alameda,Red dendrítica Alameda (fractal),103,C004,CONSISTORIAL,Comunal,57,0.4207188220743932,0,0,0,49,1,108,0,0,34,563,39722,560327,853757,7204
fractal_alameda,Red dendrítica Alameda (fractal),104,C027,LOS PRESIDENTES,Comunal,53,0.4206815417458756,0,0,0,18,1,108,0,0,34,254,39976,560327,853757,7222
fractal_alameda,Red dendrítica Alameda (fractal),105,C008,EL CERRO,Comunal,109,0.42057842584370314,0,0,0,22,1,108,0,0,34,206,40182,560327,853757,7244
fractal_alameda,Red dendrítica Alameda (fractal),106,C029,MARIA ELENA,Comunal,45,0.38116889590500974,7474,7474,4249,55,1,108,0,0,34,270,40452,567801,858006,7299
fractal_alameda,Red dendrítica Alameda (fractal),107,C021,LAUTARO,Comunal,112,0.3807326792461634,658,658,329,16,1,108,0,0,34,342,40794,568459,858335,7315
fractal_alameda,Red dendrítica Alameda (fractal),108,C053,CONDELL,Comunal,61,0.3737394357854177,5706,5706,3325,76,1,108,0,0,34,280,41074,574165,861660,7391
fractal_alameda,Red dendrítica Alameda (fractal),109,C003,CONCHA Y TORO,Comunal,41,0.3586487732471942,0,2169,1049,6,2,107,-1,1,35,245,41319,574165,862709,7397
fractal_alameda,Red dendrítica Alameda (fractal),110,C045,PORTO ALEGRE,Comunal,119,0.3136859469590711,0,0,0,22,2,106,-1,1,36,125,41444,574165,862709,7419
fractal_alameda,Red dendrítica Alameda (fractal),111,C050,MAR DE DRAKE,Comunal,58,0.3047766178890521,0,8377,2120,32,1,106,0,0,36,177,41621,574165,864829,7451
fractal_alameda,Red dendrítica Alameda (fractal),112,C048,GENERAL ARRIAGADA,Comunal,92,0.29031892028468986,0,0,0,47,1,106,0,0,36,148,41769,574165,864829,7498
fractal_alameda,Red dendrítica Alameda (fractal),113,C012,GABRIELA ORIENTE,Comunal,117,0.289773738470923,0,0,0,22,1,106,0,0,36,134,41903,574165,864829,7520
fractal_alameda,Red dendrítica Alameda (fractal),114,C087,SALVADOR GUTIERREZ,Comunal,71,0.28250667554783,0,0,0,14,1,106,0,0,36,81,41984,574165,864829,7534
fractal_alameda,Red dendrítica Alameda (fractal),115,C069,LOS OLMOS,Comunal,99,0.28039660011182155,13970,0,0,40,0,107,1,-1,35,167,42151,588135,864829,7574
fractal_alameda,Red dendrítica Alameda (fractal),116,C002,CAPITAN IGNACIO CARRERA PINTO,Comunal,100,0.29581533668570764,0,0,0,27,1,107,0,0,35,162,42313,588135,864829,7601
fractal_alameda,Red dendrítica Alameda (fractal),117,C041,VISTA HERMOSA,Comunal,64,0.280296555401797,0,0,0,13,1,107,0,0,35,114,42427,588135,864829,7614
fractal_alameda,Red dendrítica Alameda (fractal),118,C017,LA PARINACOTA,Comunal,93,0.27489769184985097,2096,0,0,6,1,107,0,0,35,465,42892,590231,864829,7620
fractal_alameda,Red dendrítica Alameda (fractal),119,C018,LA PRIMAVERA,Comunal,115,0.23974872459079213,21,21,11,34,1,107,0,0,35,183,43075,590252,864840,7654
fractal_alameda,Red dendrítica Alameda (fractal),120,C016,JUANITA,Comunal,122,0.4252857463252245,0,0,0,28,1,107,0,0,35,123,43198,590252,864840,7682
fractal_alameda,Red dendrítica Alameda (fractal),121,C025,LOS DURAZNOS,Comunal,116,0.2343402280892972,238,238,119,2,1,107,0,0,35,128,43326,590490,864959,7684
fractal_alameda,Red dendrítica Alameda (fractal),122,C010,ESQ BLANCA - ALBERTO LLONA,Comunal,121,0.2168369702661275,0,5802,3562,5,2,106,-1,1,36,49,43375,590490,868521,7689
fractal_alameda,Red dendrítica Alameda (fractal),123,C085,LOS LIBERTADORES,Comunal,123,0.21666962383066304,5017,5017,2992,8,1,106,0,0,36,177,43552,595507,871513,7697
fractal_alameda,Red dendrítica Alameda (fractal),124,C073,LOS MORROS,Comunal,124,0.11286865836384037,4670,0,0,17,0,107,1,-1,35,335,43887,600177,871513,7714
