scenario,scenario_label,step,id,nombre,escala,initial_rank,own_score,poblacion_marginal,poblacion_beneficiada,demanda_habilitada,ciclistas_inducidos,componentes_unidos,componentes_red,delta_componentes,reduccion_componentes_etapa,reduccion_componentes_acumulada,costo_mclp,cum_cost_mclp,cum_population,cum_demand,cum_cyclists
ciclistas_biogeme,Ciclistas inducidos (Biogeme),107,C027,LOS PRESIDENTES,Comunal,93,0.1840582588770943,0,0,0,18,1,107,0,0,35,254,41092,592494,871051,7487
ciclistas_biogeme,Ciclistas inducidos (Biogeme),108,C042,PRINCIPE DE GALES,Comunal,94,0.1824105801875916,0,0,0,11,1,107,0,0,35,190,41282,592494,871051,7498
ciclistas_biogeme,Ciclistas inducidos (Biogeme),109,C044,LOS CERRILLOS,Comunal,61,0.18124804277391354,0,0,0,12,1,107,0,0,35,196,41478,592494,871051,7510
ciclistas_biogeme,Ciclistas inducidos (Biogeme),110,C077,RICARDO VIAL,Comunal,111,0.1810939403958066,0,0,0,10,1,107,0,0,35,54,41532,592494,871051,7520
ciclistas_biogeme,Ciclistas inducidos (Biogeme),111,C031,NECOCHEA,Comunal,109,0.17983804646587245,0,0,0,10,1,107,0,0,35,56,41588,592494,871051,7530
ciclistas_biogeme,Ciclistas inducidos (Biogeme),112,C012,GABRIELA ORIENTE,Comunal,99,0.17894456942410833,0,0,0,22,1,107,0,0,35,134,41722,592494,871051,7552
ciclistas_biogeme,Ciclistas inducidos (Biogeme),113,C079,LAS AMERICAS,Comunal,113,0.17686303045263937,0,0,0,8,1,107,0,0,35,137,41859,592494,871051,7560
ciclistas_biogeme,Ciclistas inducidos (Biogeme),114,C013,HEROES DE LA CONCEPCION,Comunal,102,0.1743374965448725,0,0,0,6,1,107,0,0,35,87,41946,592494,871051,7566
ciclistas_biogeme,Ciclistas inducidos (Biogeme),115,C036,RIO REFUGIO - SALAR SURIRE,Comunal,112,0.17420662517757746,0,0,0,3,1,107,0,0,35,45,41991,592494,871051,7569
ciclistas_biogeme,Ciclistas inducidos (Biogeme),116,C087,SALVADOR GUTIERREZ,Comunal,75,0.1649146121364474,0,0,0,14,1,107,0,0,35,81,42072,592494,871051,7583
ciclistas_biogeme,Ciclistas inducidos (Biogeme),117,C041,VISTA HERMOSA,Comunal,59,0.16183409678560015,0,0,0,13,1,107,0,0,35,114,42186,592494,871051,7596
ciclistas_biogeme,Ciclistas inducidos (Biogeme),118,C045,PORTO ALEGRE,Comunal,117,0.15458258705732308,400,400,200,22,2,106,-1,1,36,125,42311,592894,871251,7618
ciclistas_biogeme,Ciclistas inducidos (Biogeme),119,C017,LA PARINACOTA,Comunal,104,0.15053615867438333,2096,0,0,6,1,106,0,0,36,465,42776,594990,871251,7624
ciclistas_biogeme,Ciclistas inducidos (Biogeme),120,C018,LA PRIMAVERA,Comunal,119,0.13789709435686878,21,21,11,34,1,106,0,0,36,183,42959,595011,871262,7658
ciclistas_biogeme,Ciclistas inducidos (Biogeme),121,C016,JUANITA,Comunal,123,0.1970299347953354,0,0,0,28,1,106,0,0,36,123,43082,595011,871262,7686
ciclistas_biogeme,Ciclistas inducidos (Biogeme),122,C021,LAUTARO,Comunal,120,0.13607709180333663,258,258,129,16,1,106,0,0,36,342,43424,595269,871391,7702
ciclistas_biogeme,Ciclistas inducidos (Biogeme),123,C073,LOS MORROS,Comunal,122,0.12911338868955238,4670,0,0,17,0,107,1,-1,35,335,43759,599939,871391,7719
ciclistas_biogeme,Ciclistas inducidos (Biogeme),124,C025,LOS DURAZNOS,Comunal,124,0.10593957082677434,238,238,119,2,1,107,0,0,35,128,43887,600177,871510,7721
