scenario,scenario_label,step,population_share,od_share,joint_share
ponderacion_rmc,RMC,107,0.9555631088828795,0.9895204994543959,0.9555631088828795
ponderacion_rmc,RMC,108,0.9555631088828795,0.9895204994543959,0.9555631088828795
ponderacion_rmc,RMC,109,0.9555631088828795,0.9936076538333997,0.9555631088828795
ponderacion_rmc,RMC,110,0.963922309585339,0.9970407717171671,0.963922309585339
ponderacion_rmc,RMC,111,0.963922309585339,0.9994733285064675,0.963922309585339
ponderacion_rmc,RMC,112,0.9871987763609735,0.9994733285064675,0.9871987763609735
ponderacion_rmc,RMC,113,0.9871987763609735,0.9994733285064675,0.9871987763609735
ponderacion_rmc,RMC,114,0.9871987763609735,0.9994733285064675,0.9871987763609735
ponderacion_rmc,RMC,115,0.9871987763609735,0.9994733285064675,0.9871987763609735
ponderacion_rmc,RMC,116,0.9882951196063828,0.9998508337817882,0.9882951196063828
ponderacion_rmc,RMC,117,0.9882951196063828,0.9998508337817882,0.9882951196063828
ponderacion_rmc,RMC,118,0.9882951196063828,0.9998508337817882,0.9882951196063828
ponderacion_rmc,RMC,119,0.9882951196063828,0.9998508337817882,0.9882951196063828
ponderacion_rmc,RMC,120,0.9917874227103005,0.9998508337817882,0.9917874227103005
ponderacion_rmc,RMC,121,0.9918224123883455,0.9998634555387138,0.9918224123883455
ponderacion_rmc,RMC,122,0.9918224123883455,0.9998634555387138,0.9918224123883455
ponderacion_rmc,RMC,123,0.9922189620728552,1.0,0.9922189620728552
ponderacion_rmc,RMC,124,1.0,1.0,1.0
balanceado,Balanceado,1,0.07407648077150573,0.06681728629931234,0.06681728629931234
balanceado,Balanceado,2,0.15707199709419054,0.10117485608328523,0.10117485608328523
balanceado,Balanceado,3,0.2121607459132889,0.12895993280635587,0.12895993280635587
balanceado,Balanceado,4,0.2589985954143528,0.1900630055157078,0.1900630055157078
balanceado,Balanceado,5,0.315795173757075,0.21104954498566283,0.21104954498566283
balanceado,Balanceado,6,0.3431970901917268,0.30266399391401827,0.30266399391401827
balanceado,Balanceado,7,0.3900332735176456,0.34451200271712,0.34451200271712
balanceado,Balanceado,8,0.39719949281628586,0.4422709524033546,0.39719949281628586
balanceado,Balanceado,9,0.45647200742447647,0.5273783119203315,0.45647200742447647
balanceado,Balanceado,10,0.4731021015467104,0.5776427377279231,0.4731021015467104
balanceado,Balanceado,11,0.5495695436512895,0.6110720346616394,0.5495695436512895
balanceado,Balanceado,12,0.560821224405467,0.6839064567171269,0.560821224405467
balanceado,Balanceado,13,0.560821224405467,0.7224349434487918,0.560821224405467
balanceado,Balanceado,14,0.584982430183096,0.7515659584331121,0.584982430183096
balanceado,Balanceado,15,0.6119528072551931,0.7650046872615492,0.6119528072551931
balanceado,Balanceado,16,0.6529807040256458,0.7814014969403714,0.6529807040256458
balanceado,Balanceado,17,0.6972593085039913,0.7969767449865808,0.6972593085039913
balanceado,Balanceado,18,0.7242830031807284,0.8073151113411076,0.7242830031807284
balanceado,Balanceado,19,0.7615520088240636,0.8208008848999038,0.7615520088240636
balanceado,Balanceado,20,0.7615520088240636,0.8208008848999038,0.7615520088240636
balanceado,Balanceado,21,0.7688481897840137,0.8265391945712676,0.7688481897840137
balanceado,Balanceado,22,0.7782187587994874,0.856855507274148,0.7782187587994874
balanceado,Balanceado,23,0.7782187587994874,0.8632501483056438,0.7782187587994874
balanceado,Balanceado,24,0.7782454176018074,0.8680831337757068,0.7782454176018074
balanceado,Balanceado,25,0.7990242878350886,0.8764295574008819,0.7990242878350886
balanceado,Balanceado,26,0.7990242878350886,0.884844826972924,0.7990242878350886
balanceado,Balanceado,27,0.8212660598456789,0.9017166736851284,0.8212660598456789
balanceado,Balanceado,28,0.8292703652422535,0.9050373431890131,0.8292703652422535
balanceado,Balanceado,29,0.8432045879798793,0.9100011359581233,0.8432045879798793
balanceado,Balanceado,30,0.8532232991267577,0.9139173229024075,0.8532232991267577
balanceado,Balanceado,31,0.8705098662561211,0.9204680147468018,0.8705098662561211
balanceado,Balanceado,32,0.8791773093604054,0.9237118062766849,0.8791773093604054
balanceado,Balanceado,33,0.8862102346474456,0.9265987463153076,0.8862102346474456
balanceado,Balanceado,34,0.8986632276811674,0.9314741867859384,0.8986632276811674
balanceado,Balanceado,35,0.9068241535413719,0.9405595569074859,0.9068241535413719
balanceado,Balanceado,36,0.9068241535413719,0.9435176377578711,0.9068241535413719
balanceado,Balanceado,37,0.9068241535413719,0.9478032979503415,0.9068241535413719
balanceado,Balanceado,38,0.9068241535413719,0.958783079043179,0.9068241535413719
balanceado,Balanceado,39,0.9080487922729461,0.963271834778907,0.9080487922729461
balanceado,Balanceado,40,0.9175559876503099,0.9670870476677862,0.9175559876503099
balanceado,Balanceado,41,0.9175559876503099,0.9670870476677862,0.9175559876503099
balanceado,Balanceado,42,0.9309553681663909,0.9726257040932358,0.9309553681663909
balanceado,Balanceado,43,0.9393278982700104,0.9759521107593593,0.9393278982700104
balanceado,Balanceado,44,0.9393278982700104,0.9771557673970839,0.9393278982700104
balanceado,Balanceado,45,0.9444630500668969,0.9792785174254829,0.9444630500668969
balanceado,Balanceado,46,0.9444630500668969,0.9792785174254829,0.9444630500668969
balanceado,Balanceado,47,0.9528222507693563,0.9827116353092502,0.9528222507693563
balanceado,Balanceado,48,0.9528222507693563,0.9867987896882541,0.9528222507693563
balanceado,Balanceado,49,0.9528222507693563,0.9867987896882541,0.9528222507693563
balanceado,Balanceado,50,0.9528222507693563,0.9867987896882541,0.9528222507693563
balanceado,Balanceado,51,0.9528222507693563,0.9867987896882541,0.9528222507693563
balanceado,Balanceado,52,0.9528222507693563,0.9867987896882541,0.9528222507693563
balanceado,Balanceado,53,0.9528222507693563,0.9867987896882541,0.9528222507693563
balanceado,Balanceado,54,0.9528222507693563,0.9867987896882541,0.9528222507693563
balanceado,Balanceado,55,0.9528222507693563,0.9867987896882541,0.9528222507693563
balanceado,Balanceado,56,0.9528222507693563,0.9867987896882541,0.9528222507693563
balanceado,Balanceado,57,0.9528222507693563,0.9867987896882541,0.9528222507693563
balanceado,Balanceado,58,0.9528222507693563,0.9867987896882541,0.9528222507693563
balanceado,Balanceado,59,0.9528222507693563,0.9909146298784525,0.9528222507693563
balanceado,Balanceado,60,0.9528222507693563,0.9909146298784525,0.9528222507693563
balanceado,Balanceado,61,0.9528222507693563,0.9909146298784525,0.9528222507693563
balanceado,Balanceado,62,0.9568477299196737,0.9925141507106623,0.9568477299196737
balanceado,Balanceado,63,0.9568477299196737,0.9925141507106623,0.9568477299196737
balanceado,Balanceado,64,0.9568477299196737,0.9925141507106623,0.9568477299196737
balanceado,Balanceado,65,0.9568477299196737,0.9925141507106623,0.9568477299196737
balanceado,Balanceado,66,0.9568477299196737,0.9925141507106623,0.9568477299196737
balanceado,Balanceado,67,0.9613780601389257,0.9943661066813844,0.9613780601389257
balanceado,Balanceado,68,0.9613780601389257,0.9943661066813844,0.9613780601389257
balanceado,Balanceado,69,0.9613780601389257,0.9943661066813844,0.9613780601389257
balanceado,Balanceado,70,0.9613780601389257,0.9943661066813844,0.9613780601389257
balanceado,Balanceado,71,0.9613780601389257,0.9943661066813844,0.9613780601389257
balanceado,Balanceado,72,0.9613780601389257,0.9943661066813844,0.9613780601389257
balanceado,Balanceado,73,0.9613780601389257,0.9943661066813844,0.9613780601389257
balanceado,Balanceado,74,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,75,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,76,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,77,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,78,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,79,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,80,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,81,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,82,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,83,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,84,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,85,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,86,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,87,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,88,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,89,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,90,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,91,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,92,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,93,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,94,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,95,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,96,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,97,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,98,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,99,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,100,0.9613780601389257,0.9974687640201902,0.9613780601389257
balanceado,Balanceado,101,0.963922309585339,0.9994733285064675,0.963922309585339
balanceado,Balanceado,102,0.963922309585339,0.9994733285064675,0.963922309585339
balanceado,Balanceado,103,0.963922309585339,0.9994733285064675,0.963922309585339
balanceado,Balanceado,104,0.963922309585339,0.9994733285064675,0.963922309585339
balanceado,Balanceado,105,0.963922309585339,0.9994733285064675,0.963922309585339
balanceado,Balanceado,106,0.963922309585339,0.9994733285064675,0.963922309585339
balanceado,Balanceado,107,0.963922309585339,0.9994733285064675,0.963922309585339
balanceado,Balanceado,108,0.963922309585339,0.9994733285064675,0.963922309585339
balanceado,Balanceado,109,0.963922309585339,0.9994733285064675,0.963922309585339
balanceado,Balanceado,110,0.963922309585339,0.9994733285064675,0.963922309585339
balanceado,Balanceado,111,0.963922309585339,0.9994733285064675,0.963922309585339
balanceado,Balanceado,112,0.9871987763609735,0.9994733285064675,0.9871987763609735
balanceado,Balanceado,113,0.9871987763609735,0.9994733285064675,0.9871987763609735
balanceado,Balanceado,114,0.9871987763609735,0.9994733285064675,0.9871987763609735
balanceado,Balanceado,115,0.9871987763609735,0.9994733285064675,0.9871987763609735
balanceado,Balanceado,116,0.9871987763609735,0.9994733285064675,0.9871987763609735
balanceado,Balanceado,117,0.9871987763609735,0.9994733285064675,0.9871987763609735
balanceado,Balanceado,118,0.9906910794648912,0.9994733285064675,0.9906910794648912
balanceado,Balanceado,119,0.9913575495228908,0.9997028149960241,0.9913575495228908
balanceado,Balanceado,120,0.9991385874500356,0.9997028149960241,0.9991385874500356
balanceado,Balanceado,121,0.9995684606374453,0.9998508337817882,0.9995684606374453
balanceado,Balanceado,122,0.9996034503154902,0.9998634555387138,0.9996034503154902
balanceado,Balanceado,123,0.9996034503154902,0.9998634555387138,0.9996034503154902
balanceado,Balanceado,124,1.0,1.0,1.0
equidad,Equidad,1,0.08299551632268481,0.03435756978397289,0.03435756978397289
equidad,Equidad,2,0.14656176427953754,0.06122011081902581,0.06122011081902581
equidad,Equidad,3,0.20335834262225977,0.08220665028898086,0.08220665028898086
equidad,Equidad,4,0.23785483282431683,0.08744238454821568,0.08744238454821568
equidad,Equidad,5,0.314322274928896,0.16841095522603847,0.16841095522603847
equidad,Equidad,6,0.341292652000993,0.33339911946033957,0.33339911946033957
equidad,Equidad,7,0.4005651666091836,0.41830453086650654,0.4005651666091836
equidad,Equidad,8,0.4474013499351025,0.44342641687827233,0.44342641687827233
equidad,Equidad,9,0.47901202478602145,0.46207678388454076,0.46207678388454076
equidad,Equidad,10,0.5267446103399497,0.4786124328895447,0.4786124328895447
equidad,Equidad,11,0.5677725071104024,0.4944412635067142,0.4944412635067142
equidad,Equidad,12,0.6146103566114662,0.5605586160128788,0.5605586160128788
equidad,Equidad,13,0.628544579349092,0.565522408781989,0.565522408781989
equidad,Equidad,14,0.6372120224533763,0.5687662003118722,0.5687662003118722
equidad,Equidad,15,0.6484637032075538,0.6386023813813021,0.6386023813813021
equidad,Equidad,16,0.6572894329506129,0.7196099647623495,0.6572894329506129
equidad,Equidad,17,0.6814506387282419,0.7492160167800521,0.6814506387282419
equidad,Equidad,18,0.7257292432065874,0.7647912648262615,0.7257292432065874
equidad,Equidad,19,0.7257292432065874,0.7711859058577574,0.7257292432065874
equidad,Equidad,20,0.7257559020089074,0.7760188913278203,0.7257559020089074
equidad,Equidad,21,0.7465347722421886,0.7843653149529954,0.7465347722421886
equidad,Equidad,22,0.7465347722421886,0.7884524693319993,0.7465347722421886
equidad,Equidad,23,0.7465347722421886,0.8269809560636642,0.7465347722421886
equidad,Equidad,24,0.7465347722421886,0.8353962256357063,0.7465347722421886
equidad,Equidad,25,0.7565534833890669,0.8393124125799903,0.7565534833890669
equidad,Equidad,26,0.7810062698170707,0.8483587699983133,0.7810062698170707
equidad,Equidad,27,0.7905134651944343,0.8521739828871925,0.7905134651944343
equidad,Equidad,28,0.8277824708377696,0.8656597564459886,0.8277824708377696
equidad,Equidad,29,0.8350786517977197,0.8713980661173525,0.8350786517977197
equidad,Equidad,30,0.839104130948037,0.8723653516708337,0.839104130948037
equidad,Equidad,31,0.839104130948037,0.8753234325212189,0.839104130948037
equidad,Equidad,32,0.8515571239817588,0.8801988729918497,0.8515571239817588
equidad,Equidad,33,0.8515571239817588,0.8801988729918497,0.8515571239817588
equidad,Equidad,34,0.873798895992349,0.8968641818634533,0.873798895992349
equidad,Equidad,35,0.8819598218525535,0.9056913796842495,0.8819598218525535
equidad,Equidad,36,0.8819598218525535,0.9068950363219741,0.8819598218525535
equidad,Equidad,37,0.8903190225550129,0.9103281542057415,0.8903190225550129
equidad,Equidad,38,0.911341154359464,0.932116748956697,0.911341154359464
equidad,Equidad,39,0.911341154359464,0.932116748956697,0.911341154359464
equidad,Equidad,40,0.9207117233749377,0.9496426321641379,0.9207117233749377
equidad,Equidad,41,0.9207117233749377,0.9496426321641379,0.9207117233749377
equidad,Equidad,42,0.9207117233749377,0.9496426321641379,0.9207117233749377
equidad,Equidad,43,0.9207117233749377,0.9496426321641379,0.9207117233749377
equidad,Equidad,44,0.9207117233749377,0.9496426321641379,0.9207117233749377
equidad,Equidad,45,0.9207117233749377,0.9539282923566083,0.9207117233749377
equidad,Equidad,46,0.9207117233749377,0.9649080734494458,0.9207117233749377
equidad,Equidad,47,0.9207117233749377,0.9649080734494458,0.9207117233749377
equidad,Equidad,48,0.9207117233749377,0.9649080734494458,0.9207117233749377
equidad,Equidad,49,0.9207117233749377,0.9649080734494458,0.9207117233749377
equidad,Equidad,50,0.9207117233749377,0.9649080734494458,0.9207117233749377
equidad,Equidad,51,0.9207117233749377,0.9649080734494458,0.9207117233749377
equidad,Equidad,52,0.9207117233749377,0.9649080734494458,0.9207117233749377
equidad,Equidad,53,0.9207117233749377,0.9649080734494458,0.9207117233749377
equidad,Equidad,54,0.9287160287715124,0.9682287429533305,0.9287160287715124
equidad,Equidad,55,0.9287160287715124,0.9682287429533305,0.9287160287715124
equidad,Equidad,56,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,57,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,58,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,59,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,60,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,61,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,62,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,63,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,64,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,65,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,66,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,67,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,68,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,69,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,70,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,71,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,72,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,73,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,74,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,75,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,76,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,77,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,78,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,79,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,80,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,81,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,82,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,83,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,84,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,85,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,86,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,87,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,88,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,89,0.9299406675030866,0.9727174986890584,0.9299406675030866
equidad,Equidad,90,0.9383131976067061,0.9760439053551819,0.9383131976067061
equidad,Equidad,91,0.9383131976067061,0.9760439053551819,0.9383131976067061
equidad,Equidad,92,0.9383131976067061,0.9760439053551819,0.9383131976067061
equidad,Equidad,93,0.9383131976067061,0.9760439053551819,0.9383131976067061
equidad,Equidad,94,0.9615896643823405,0.9760439053551819,0.9615896643823405
equidad,Equidad,95,0.9615896643823405,0.9760439053551819,0.9615896643823405
equidad,Equidad,96,0.9615896643823405,0.9760439053551819,0.9615896643823405
equidad,Equidad,97,0.9615896643823405,0.9760439053551819,0.9615896643823405
equidad,Equidad,98,0.9615896643823405,0.9760439053551819,0.9615896643823405
