scenario,scenario_label,step,id,nombre,escala,initial_rank,own_score,poblacion_marginal,poblacion_beneficiada,demanda_habilitada,ciclistas_inducidos,componentes_unidos,componentes_red,delta_componentes,reduccion_componentes_etapa,reduccion_componentes_acumulada,costo_mclp,cum_cost_mclp,cum_population,cum_demand,cum_cyclists
demanda,Demanda potencial,48,I10,GRAN AVENIDA,Intercomunal,29,0.2568018003590145,3242,3242,1653,83,1,109,0,0,33,448,27147,571862,865246,4810
demanda,Demanda potencial,49,C003,CONCHA Y TORO,Comunal,15,0.24211639541100805,0,2169,1049,6,2,108,-1,1,34,245,27392,571862,866295,4816
demanda,Demanda potencial,50,I17,MATUCANA,Intercomunal,55,0.2278650599147859,0,0,0,89,1,108,0,0,34,287,27679,571862,866295,4905
demanda,Demanda potencial,51,I02,CARLOS VALDOVINOS,Intercomunal,35,0.2226015296711262,0,0,0,108,1,108,0,0,34,687,28366,571862,866295,5013
demanda,Demanda potencial,52,C015,JOSE MANUEL GUZMAN,Comunal,75,0.22202869858084798,2719,2719,1614,20,1,108,0,0,34,202,28568,574581,867909,5033
demanda,Demanda potencial,53,C082,CAUPOLICAN,Comunal,105,0.22085178535644726,2416,2416,1394,12,1,108,0,0,34,118,28686,576997,869303,5045
demanda,Demanda potencial,54,C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,52,0.2168137334841983,1527,3911,1747,55,1,108,0,0,34,332,29018,578524,871050,5100
demanda,Demanda potencial,55,C014,JOSE DOMINGO CAÑAS,Comunal,54,0.21151427547355828,0,0,0,97,1,108,0,0,34,259,29277,578524,871050,5197
demanda,Demanda potencial,56,C058,ANTONIO EBNER-BARROS ARANA,Comunal,17,0.20648662888976443,0,0,0,139,1,108,0,0,34,341,29618,578524,871050,5336
demanda,Demanda potencial,57,C090,SANTO DOMINGO,Comunal,58,0.20529308872783403,0,0,0,52,1,108,0,0,34,150,29768,578524,871050,5388
demanda,Demanda potencial,58,I24,RADAL,Intercomunal,24,0.20351941708339455,0,0,0,118,1,108,0,0,34,509,30277,578524,871050,5506
demanda,Demanda potencial,59,I18,NUEVA IMPERIAL,Intercomunal,62,0.20238678839226054,0,0,0,72,1,108,0,0,34,290,30567,578524,871050,5578
demanda,Demanda potencial,60,I32,EINSTEIN,Intercomunal,68,0.20189569217037864,0,0,0,70,1,108,0,0,34,366,30933,578524,871050,5648
demanda,Demanda potencial,61,C043,NEPTUNO,Comunal,42,0.20048536106473341,0,0,0,34,1,108,0,0,34,172,31105,578524,871050,5682
demanda,Demanda potencial,62,C083,ORIENTAL-LAS PARCELAS,Comunal,53,0.1995120026520649,0,0,0,89,1,108,0,0,34,392,31497,578524,871050,5771
demanda,Demanda potencial,63,I07,EL GUANACO,Intercomunal,30,0.19847813649433246,0,0,0,100,1,108,0,0,34,443,31940,578524,871050,5871
demanda,Demanda potencial,64,C007,EDUARDO CASTILLO VELASCO,Comunal,60,0.19774212868208943,0,0,0,76,1,108,0,0,34,409,32349,578524,871050,5947
demanda,Demanda potencial,65,C047,VIOLETA PARRA,Comunal,80,0.1940247181246262,0,0,0,95,1,108,0,0,34,240,32589,578524,871050,6042
demanda,Demanda potencial,66,C062,CORONA SUECA,Comunal,82,0.19261907508456017,0,0,0,56,1,108,0,0,34,280,32869,578524,871050,6098
demanda,Demanda potencial,67,C022,LLANURA  - EL DESIERTO,Comunal,61,0.1921832347211638,0,0,0,39,3,106,-2,2,36,122,32991,578524,871050,6137
demanda,Demanda potencial,68,C078,WALDO TAFF,Comunal,48,0.1896965279110605,0,0,0,49,1,106,0,0,36,157,33148,578524,871050,6186
demanda,Demanda potencial,69,C024,LOS ARRAYANES - LOS COPIHUES,Comunal,40,0.18925367501677234,0,0,0,51,1,106,0,0,36,259,33407,578524,871050,6237
demanda,Demanda potencial,70,C001,SAN EUGENIO,Comunal,56,0.18888390068355357,0,0,0,31,1,106,0,0,36,114,33521,578524,871050,6268
demanda,Demanda potencial,71,C033,OBSERVATORIO,Comunal,91,0.18549818760335318,0,0,0,42,1,106,0,0,36,207,33728,578524,871050,6310
demanda,Demanda potencial,72,C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,93,0.18460802574136237,0,0,0,25,1,106,0,0,36,168,33896,578524,871050,6335
demanda,Demanda potencial,73,C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,69,0.1844460192332184,0,0,0,49,1,106,0,0,36,146,34042,578524,871050,6384
demanda,Demanda potencial,74,C023,AVENIDA DORSAL,Comunal,44,0.1842825129348943,0,0,0,49,1,106,0,0,36,308,34350,578524,871050,6433
demanda,Demanda potencial,75,I31,FERNANDEZ ALBANO,Intercomunal,67,0.18317208352554687,0,0,0,48,1,106,0,0,36,238,34588,578524,871050,6481
demanda,Demanda potencial,76,C080,PARAGUAY,Comunal,106,0.18288571442733792,0,0,0,61,1,106,0,0,36,273,34861,578524,871050,6542
demanda,Demanda potencial,77,C061,EL PINAR,Comunal,46,0.18281582346507025,0,0,0,32,1,106,0,0,36,222,35083,578524,871050,6574
demanda,Demanda potencial,78,C088,ÑUBLE,Comunal,72,0.1824000477714129,0,0,0,39,1,106,0,0,36,207,35290,578524,871050,6613
demanda,Demanda potencial,79,C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,110,0.1823621059532831,0,0,0,44,1,106,0,0,36,235,35525,578524,871050,6657
demanda,Demanda potencial,80,C009,EL ROSAL - SANTA ELENA,Comunal,95,0.18209400682407387,0,0,0,21,1,106,0,0,36,169,35694,578524,871050,6678
demanda,Demanda potencial,81,C034,PEDRO LEON UGALDE,Comunal,73,0.18059196235501507,0,0,0,47,1,106,0,0,36,130,35824,578524,871050,6725
demanda,Demanda potencial,82,C028,MADRID,Comunal,74,0.18153956623814244,0,0,0,48,1,106,0,0,36,129,35953,578524,871050,6773
demanda,Demanda potencial,83,C030,MAULE,Comunal,76,0.18225662609711932,0,0,0,48,1,106,0,0,36,185,36138,578524,871050,6821
demanda,Demanda potencial,84,C032,OBISPO MANUEL UMAÑA,Comunal,32,0.1775658508782934,0,0,0,26,1,106,0,0,36,251,36389,578524,871050,6847
demanda,Demanda potencial,85,C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,78,0.1773131292534577,0,0,0,32,1,106,0,0,36,144,36533,578524,871050,6879
demanda,Demanda potencial,86,C084,EL PINO - UNO SUR,Comunal,113,0.17688830484496568,0,0,0,37,1,106,0,0,36,166,36699,578524,871050,6916
demanda,Demanda potencial,87,C037,SAN ALFONSO,Comunal,79,0.17600856092186684,0,0,0,19,1,106,0,0,36,201,36900,578524,871050,6935
demanda,Demanda potencial,88,C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,14,0.17575593720149912,0,0,0,31,1,106,0,0,36,220,37120,578524,871050,6966
demanda,Demanda potencial,89,C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,112,0.17551282285019484,0,0,0,14,1,106,0,0,36,137,37257,578524,871050,6980
demanda,Demanda potencial,90,C064,SILVA CARVALLO - SANTA ELENA,Comunal,66,0.17521957480069203,0,0,0,51,1,106,0,0,36,545,37802,578524,871050,7031
demanda,Demanda potencial,91,C076,ISLA DECEPCION,Comunal,92,0.17517988097225964,0,0,0,23,1,106,0,0,36,97,37899,578524,871050,7054
demanda,Demanda potencial,92,C011,EYZAGUIRRE,Comunal,86,0.1748249748125158,0,0,0,31,1,106,0,0,36,284,38183,578524,871050,7085
demanda,Demanda potencial,93,C081,SAN GREGORIO - DIEGO MEZA,Comunal,45,0.17478769945250452,0,0,0,36,1,106,0,0,36,246,38429,578524,871050,7121
demanda,Demanda potencial,94,C039,TUPUNGATO,Comunal,116,0.174191590395202,0,0,0,21,1,106,0,0,36,63,38492,578524,871050,7142
demanda,Demanda potencial,95,C054,VICTORIA,Comunal,103,0.17418176220878906,0,0,0,27,1,106,0,0,36,249,38741,578524,871050,7169
demanda,Demanda potencial,96,C074,URETA COX,Comunal,65,0.17405965181475053,0,0,0,29,1,106,0,0,36,161,38902,578524,871050,7198
demanda,Demanda potencial,97,C071,BARROS ARANA,Comunal,107,0.17298648949785417,0,0,0,17,1,106,0,0,36,177,39079,578524,871050,7215
demanda,Demanda potencial,98,C072,COVADONGA,Comunal,117,0.1727932983615409,0,0,0,15,1,106,0,0,36,143,39222,578524,871050,7230
demanda,Demanda potencial,99,C038,TALCAHUANO - SANTA INES - LOS EDILES,Comunal,102,0.17272688253291607,0,0,0,21,1,106,0,0,36,90,39312,578524,871050,7251
demanda,Demanda potencial,100,C055,ARTURO PRAT,Comunal,118,0.17266037070165388,0,0,0,13,1,106,0,0,36,101,39413,578524,871050,7264
demanda,Demanda potencial,101,C042,PRINCIPE DE GALES,Comunal,84,0.17224353500799008,0,0,0,11,1,106,0,0,36,190,39603,578524,871050,7275
demanda,Demanda potencial,102,C004,CONSISTORIAL,Comunal,96,0.17172606414387645,0,0,0,49,1,106,0,0,36,563,40166,578524,871050,7324
demanda,Demanda potencial,103,C077,RICARDO VIAL,Comunal,109,0.17165640814600927,0,0,0,10,1,106,0,0,36,54,40220,578524,871050,7334
demanda,Demanda potencial,104,C065,NUEVA SAN MARTIN,Comunal,70,0.1713086923458513,0,0,0,16,1,106,0,0,36,179,40399,578524,871050,7350
demanda,Demanda potencial,105,C031,NECOCHEA,Comunal,104,0.17039241167459168,0,0,0,10,1,106,0,0,36,56,40455,578524,871050,7360
demanda,Demanda potencial,106,C044,LOS CERRILLOS,Comunal,47,0.17033548997285963,0,0,0,12,1,106,0,0,36,196,40651,578524,871050,7372
demanda,Demanda potencial,107,C036,RIO REFUGIO - SALAR SURIRE,Comunal,108,0.16989071029656624,0,0,0,3,1,106,0,0,36,45,40696,578524,871050,7375
demanda,Demanda potencial,108,C008,EL CERRO,Comunal,114,0.16901092229923392,0,0,0,22,1,106,0,0,36,206,40902,578524,871050,7397
demanda,Demanda potencial,109,C069,LOS OLMOS,Comunal,87,0.1689385653969215,13970,0,0,40,0,107,1,-1,35,167,41069,592494,871050,7437
demanda,Demanda potencial,110,C079,LAS AMERICAS,Comunal,111,0.1688742167698079,0,0,0,8,1,107,0,0,35,137,41206,592494,871050,7445
demanda,Demanda potencial,111,C027,LOS PRESIDENTES,Comunal,88,0.1687357922220697,0,0,0,18,1,107,0,0,35,254,41460,592494,871050,7463
demanda,Demanda potencial,112,C013,HEROES DE LA CONCEPCION,Comunal,89,0.16780840385504178,0,0,0,6,1,107,0,0,35,87,41547,592494,871050,7469
demanda,Demanda potencial,113,C002,CAPITAN IGNACIO CARRERA PINTO,Comunal,99,0.1673107259243056,0,0,0,27,1,107,0,0,35,162,41709,592494,871050,7496
demanda,Demanda potencial,114,C048,GENERAL ARRIAGADA,Comunal,94,0.1635770016937746,0,0,0,47,1,107,0,0,35,148,41857,592494,871050,7543
demanda,Demanda potencial,115,C012,GABRIELA ORIENTE,Comunal,97,0.16063708170393057,0,0,0,22,1,107,0,0,35,134,41991,592494,871050,7565
demanda,Demanda potencial,116,C087,SALVADOR GUTIERREZ,Comunal,59,0.15242066760339124,0,0,0,14,1,107,0,0,35,81,42072,592494,871050,7579
demanda,Demanda potencial,117,C041,VISTA HERMOSA,Comunal,49,0.1500582853400317,0,0,0,13,1,107,0,0,35,114,42186,592494,871050,7592
demanda,Demanda potencial,118,C017,LA PARINACOTA,Comunal,98,0.14434912298297195,2096,0,0,6,1,107,0,0,35,465,42651,594590,871050,7598
demanda,Demanda potencial,119,C045,PORTO ALEGRE,Comunal,120,0.14093459120230947,400,400,200,22,2,106,-1,1,36,125,42776,594990,871250,7620
demanda,Demanda potencial,120,C021,LAUTARO,Comunal,119,0.12225363997796033,258,258,129,16,1,106,0,0,36,342,43118,595248,871379,7636
demanda,Demanda potencial,121,C073,LOS MORROS,Comunal,121,0.11850450734567745,4670,0,0,17,0,107,1,-1,35,335,43453,599918,871379,7653
demanda,Demanda potencial,122,C018,LA PRIMAVERA,Comunal,122,0.11049681668613492,21,21,11,34,1,107,0,0,35,183,43636,599939,871390,7687
demanda,Demanda potencial,123,C016,JUANITA,Comunal,124,0.1744110825713034,0,0,0,28,1,107,0,0,35,123,43759,599939,871390,7715
demanda,Demanda potencial,124,C025,LOS DURAZNOS,Comunal,123,0.10222800716942099,238,238,119,2,1,107,0,0,35,128,43887,600177,871509,7717
