scenario,scenario_label,step,id,nombre,escala,initial_rank,own_score,poblacion_marginal,poblacion_beneficiada,demanda_habilitada,ciclistas_inducidos,componentes_unidos,componentes_red,delta_componentes,reduccion_componentes_etapa,reduccion_componentes_acumulada,costo_mclp,cum_cost_mclp,cum_population,cum_demand,cum_cyclists
equidad,Equidad territorial,37,C085,LOS LIBERTADORES,Comunal,105,0.42942151377961596,5017,5017,2992,8,1,115,0,0,27,177,21439,534349,793361,3580
equidad,Equidad territorial,38,I01,BARÓN DE JURAS REALES,Intercomunal,7,0.4204789797691406,12617,304998,18989,124,1,115,0,0,27,781,22220,546966,812350,3704
equidad,Equidad territorial,39,I15,MARTINEZ DE ROZAS,Intercomunal,8,0.38067621662683887,0,0,0,251,1,115,0,0,27,640,22860,546966,812350,3955
equidad,Equidad territorial,40,C086,LA ESTRELLA,Comunal,16,0.3598280322763271,5624,26432,15274,33,2,114,-1,1,28,185,23045,552590,827624,3988
equidad,Equidad territorial,41,I02,CARLOS VALDOVINOS,Intercomunal,25,0.3466831595665545,0,0,0,107,1,114,0,0,28,687,23732,552590,827624,4095
equidad,Equidad territorial,42,C014,JOSE DOMINGO CAÑAS,Comunal,48,0.3374173796306845,0,0,0,97,1,114,0,0,28,259,23991,552590,827624,4192
equidad,Equidad territorial,43,C043,NEPTUNO,Comunal,22,0.3350219413266185,0,0,0,32,1,114,0,0,28,172,24163,552590,827624,4224
equidad,Equidad territorial,44,I32,EINSTEIN,Intercomunal,118,0.3316924153093187,0,0,0,70,1,114,0,0,28,366,24529,552590,827624,4294
equidad,Equidad territorial,45,I24,RADAL,Intercomunal,39,0.3293475795900003,0,8616,3735,114,2,113,-1,1,29,509,25038,552590,831359,4408
equidad,Equidad territorial,46,I03,CARRASCAL,Intercomunal,90,0.3589208683791559,0,16584,9569,62,2,112,-1,1,30,442,25480,552590,840928,4470
equidad,Equidad territorial,47,C007,EDUARDO CASTILLO VELASCO,Comunal,53,0.32652469758943997,0,0,0,75,1,112,0,0,30,409,25889,552590,840928,4545
equidad,Equidad territorial,48,C022,LLANURA  - EL DESIERTO,Comunal,51,0.32644187658393614,0,0,0,39,3,110,-2,2,32,122,26011,552590,840928,4584
equidad,Equidad territorial,49,C058,ANTONIO EBNER-BARROS ARANA,Comunal,77,0.32475803875755876,0,0,0,130,1,110,0,0,32,341,26352,552590,840928,4714
equidad,Equidad territorial,50,C090,SANTO DOMINGO,Comunal,110,0.33648727864539374,0,0,0,46,1,110,0,0,32,150,26502,552590,840928,4760
equidad,Equidad territorial,51,C001,SAN EUGENIO,Comunal,47,0.32429908809283436,0,0,0,31,1,110,0,0,32,114,26616,552590,840928,4791
equidad,Equidad territorial,52,C062,CORONA SUECA,Comunal,72,0.32408374134087775,0,0,0,54,1,110,0,0,32,280,26896,552590,840928,4845
equidad,Equidad territorial,53,I07,EL GUANACO,Intercomunal,23,0.3240390321564111,0,0,0,100,1,110,0,0,32,443,27339,552590,840928,4945
equidad,Equidad territorial,54,I06,DIAGONAL ORIENTE,Intercomunal,92,0.3228632825313289,4804,4804,2894,254,1,110,0,0,32,1138,28477,557394,843822,5199
equidad,Equidad territorial,55,C083,ORIENTAL-LAS PARCELAS,Comunal,113,0.32681667308638446,0,0,0,90,1,110,0,0,32,392,28869,557394,843822,5289
equidad,Equidad territorial,56,I09,GENERAL VELASQUEZ,Intercomunal,31,0.3222841861026787,735,9656,3912,74,1,110,0,0,32,643,29512,558129,847734,5363
equidad,Equidad territorial,57,I13,LO ESPEJO-RIQUELME,Intercomunal,75,0.3394573299356429,0,0,0,126,2,109,-1,1,33,700,30212,558129,847734,5489
equidad,Equidad territorial,58,C078,WALDO TAFF,Comunal,26,0.3221733999173076,0,0,0,47,1,109,0,0,33,157,30369,558129,847734,5536
equidad,Equidad territorial,59,C024,LOS ARRAYANES - LOS COPIHUES,Comunal,14,0.32163876949284526,0,0,0,50,1,109,0,0,33,259,30628,558129,847734,5586
equidad,Equidad territorial,60,C047,VIOLETA PARRA,Comunal,83,0.3203237838211969,0,0,0,95,1,109,0,0,33,240,30868,558129,847734,5681
equidad,Equidad territorial,61,C033,OBSERVATORIO,Comunal,84,0.31937390884376127,0,0,0,42,1,109,0,0,33,207,31075,558129,847734,5723
equidad,Equidad territorial,62,C009,EL ROSAL - SANTA ELENA,Comunal,85,0.3189719641556728,0,0,0,21,1,109,0,0,33,169,31244,558129,847734,5744
equidad,Equidad territorial,63,C061,EL PINAR,Comunal,19,0.3181279843090708,0,0,0,32,1,109,0,0,33,222,31466,558129,847734,5776
equidad,Equidad territorial,64,C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,63,0.3173350136694896,0,0,0,49,1,109,0,0,33,146,31612,558129,847734,5825
equidad,Equidad territorial,65,C023,AVENIDA DORSAL,Comunal,24,0.3167940901653476,0,0,0,47,1,109,0,0,33,308,31920,558129,847734,5872
equidad,Equidad territorial,66,C088,ÑUBLE,Comunal,64,0.3167214023710427,0,0,0,39,1,109,0,0,33,207,32127,558129,847734,5911
equidad,Equidad territorial,67,I31,FERNANDEZ ALBANO,Intercomunal,57,0.3162111687125223,0,0,0,48,1,109,0,0,33,238,32365,558129,847734,5959
equidad,Equidad territorial,68,C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,103,0.31597408128885557,0,0,0,44,1,109,0,0,33,235,32600,558129,847734,6003
equidad,Equidad territorial,69,C030,MAULE,Comunal,66,0.31416618363159937,0,0,0,42,1,109,0,0,33,185,32785,558129,847734,6045
equidad,Equidad territorial,70,C028,MADRID,Comunal,65,0.31439988361796695,0,0,0,47,1,109,0,0,33,129,32914,558129,847734,6092
equidad,Equidad territorial,71,C034,PEDRO LEON UGALDE,Comunal,67,0.3151141399073329,0,0,0,54,1,109,0,0,33,130,33044,558129,847734,6146
equidad,Equidad territorial,72,C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,104,0.31342643873172565,0,0,0,14,1,109,0,0,33,137,33181,558129,847734,6160
equidad,Equidad territorial,73,C037,SAN ALFONSO,Comunal,68,0.3132093765144058,0,0,0,19,1,109,0,0,33,201,33382,558129,847734,6179
equidad,Equidad territorial,74,C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,69,0.3124713311167445,0,0,0,31,1,109,0,0,33,144,33526,558129,847734,6210
equidad,Equidad territorial,75,C076,ISLA DECEPCION,Comunal,80,0.31181831063108545,0,0,0,23,1,109,0,0,33,97,33623,558129,847734,6233
equidad,Equidad territorial,76,C084,EL PINO - UNO SUR,Comunal,116,0.31152884012235743,0,0,0,37,1,109,0,0,33,166,33789,558129,847734,6270
equidad,Equidad territorial,77,C039,TUPUNGATO,Comunal,109,0.3109309715808132,0,0,0,20,1,109,0,0,33,63,33852,558129,847734,6290
equidad,Equidad territorial,78,C042,PRINCIPE DE GALES,Comunal,70,0.3106038813513724,0,0,0,11,1,109,0,0,33,190,34042,558129,847734,6301
equidad,Equidad territorial,79,C011,EYZAGUIRRE,Comunal,74,0.3103302835414827,0,0,0,31,1,109,0,0,33,284,34326,558129,847734,6332
equidad,Equidad territorial,80,C072,COVADONGA,Comunal,108,0.31039318993463244,0,0,0,14,1,109,0,0,33,143,34469,558129,847734,6346
equidad,Equidad territorial,81,C055,ARTURO PRAT,Comunal,111,0.3105449633674655,0,0,0,12,1,109,0,0,33,101,34570,558129,847734,6358
equidad,Equidad territorial,82,C054,VICTORIA,Comunal,97,0.3104481247417018,0,0,0,28,1,109,0,0,33,249,34819,558129,847734,6386
equidad,Equidad territorial,83,C071,BARROS ARANA,Comunal,99,0.3104905263354472,0,0,0,17,1,109,0,0,33,177,34996,558129,847734,6403
equidad,Equidad territorial,84,C081,SAN GREGORIO - DIEGO MEZA,Comunal,17,0.30958362464524675,0,0,0,36,1,109,0,0,33,246,35242,558129,847734,6439
equidad,Equidad territorial,85,C074,URETA COX,Comunal,55,0.30985371545270585,0,0,0,29,1,109,0,0,33,161,35403,558129,847734,6468
equidad,Equidad territorial,86,C038,TALCAHUANO - SANTA INES - LOS EDILES,Comunal,93,0.30909718754837595,0,0,0,18,1,109,0,0,33,90,35493,558129,847734,6486
equidad,Equidad territorial,87,C065,NUEVA SAN MARTIN,Comunal,56,0.30896540878956114,0,0,0,16,1,109,0,0,33,179,35672,558129,847734,6502
equidad,Equidad territorial,88,C031,NECOCHEA,Comunal,94,0.3089065486893562,0,0,0,10,1,109,0,0,33,56,35728,558129,847734,6512
equidad,Equidad territorial,89,C044,LOS CERRILLOS,Comunal,44,0.30856614287799156,0,0,0,12,1,109,0,0,33,196,35924,558129,847734,6524
equidad,Equidad territorial,90,I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,59,0.3081002867044958,5025,5025,2899,66,1,109,0,0,33,361,36285,563154,850633,6590
equidad,Equidad territorial,91,C064,SILVA CARVALLO - SANTA ELENA,Comunal,52,0.3078838641191945,0,0,0,51,1,109,0,0,33,545,36830,563154,850633,6641
equidad,Equidad territorial,92,C079,LAS AMERICAS,Comunal,119,0.30768193479552897,0,0,0,8,1,109,0,0,33,137,36967,563154,850633,6649
equidad,Equidad territorial,93,C013,HEROES DE LA CONCEPCION,Comunal,76,0.3069068030071679,0,0,0,6,1,109,0,0,33,87,37054,563154,850633,6655
equidad,Equidad territorial,94,C069,LOS OLMOS,Comunal,78,0.3064864172764002,13970,0,0,40,0,110,1,-1,32,167,37221,577124,850633,6695
equidad,Equidad territorial,95,C027,LOS PRESIDENTES,Comunal,79,0.3059359199613974,0,0,0,17,1,110,0,0,32,254,37475,577124,850633,6712
equidad,Equidad territorial,96,C008,EL CERRO,Comunal,107,0.305830821061106,0,0,0,22,1,110,0,0,32,206,37681,577124,850633,6734
equidad,Equidad territorial,97,C004,CONSISTORIAL,Comunal,115,0.30507506207691193,0,0,0,51,1,110,0,0,32,563,38244,577124,850633,6785
equidad,Equidad territorial,98,C002,CAPITAN IGNACIO CARRERA PINTO,Comunal,89,0.3034319009000486,0,0,0,27,1,110,0,0,32,162,38406,577124,850633,6812
equidad,Equidad territorial,99,C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,82,0.30148216769008246,0,0,0,24,1,110,0,0,32,168,38574,577124,850633,6836
equidad,Equidad territorial,100,C067,CARDENAL RAUL SILVA HENRIQUEZ,Comunal,102,0.30064400275608816,0,8266,4090,67,3,108,-2,2,34,332,38906,577124,854723,6903
equidad,Equidad territorial,101,C080,PARAGUAY,Comunal,100,0.3140816168634764,0,0,0,61,1,108,0,0,34,273,39179,577124,854723,6964
equidad,Equidad territorial,102,C012,GABRIELA ORIENTE,Comunal,86,0.2975106589311572,0,0,0,22,1,108,0,0,34,134,39313,577124,854723,6986
equidad,Equidad territorial,103,C048,GENERAL ARRIAGADA,Comunal,91,0.2968836208758398,0,0,0,47,1,108,0,0,34,148,39461,577124,854723,7033
equidad,Equidad territorial,104,C087,SALVADOR GUTIERREZ,Comunal,27,0.29048231012111947,0,0,0,14,1,108,0,0,34,81,39542,577124,854723,7047
equidad,Equidad territorial,105,C041,VISTA HERMOSA,Comunal,28,0.2882769958299752,0,0,0,13,1,108,0,0,34,114,39656,577124,854723,7060
equidad,Equidad territorial,106,C017,LA PARINACOTA,Comunal,81,0.2840903391446977,2096,0,0,6,1,108,0,0,34,465,40121,579220,854723,7066
equidad,Equidad territorial,107,C036,RIO REFUGIO - SALAR SURIRE,Comunal,98,0.27812980214208777,1815,0,0,2,0,109,1,-1,33,45,40166,581035,854723,7068
equidad,Equidad territorial,108,C077,RICARDO VIAL,Comunal,101,0.2747167997013227,0,0,0,9,0,110,1,-1,32,54,40220,581035,854723,7077
equidad,Equidad territorial,109,C056,TEMUCO - TORO MAZOTTE,Comunal,117,0.27156860654624776,8042,8042,4827,92,1,110,0,0,32,186,40406,589077,859550,7169
equidad,Equidad territorial,110,C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,58,0.3112552782228444,0,0,0,31,1,110,0,0,32,220,40626,589077,859550,7200
equidad,Equidad territorial,111,I17,MATUCANA,Intercomunal,114,0.2579260497139697,3082,3082,1850,92,1,110,0,0,32,287,40913,592159,861400,7292
equidad,Equidad territorial,112,I18,NUEVA IMPERIAL,Intercomunal,54,0.3330319104555044,0,0,0,78,1,110,0,0,32,290,41203,592159,861400,7370
equidad,Equidad territorial,113,C070,MENDOZA (EX-CORONEL ROBLES),Comunal,40,0.31725106620468146,0,0,0,58,1,110,0,0,32,336,41539,592159,861400,7428
equidad,Equidad territorial,114,C032,OBISPO MANUEL UMAÑA,Comunal,106,0.31376321236973026,0,0,0,26,1,110,0,0,32,251,41790,592159,861400,7454
equidad,Equidad territorial,115,C073,LOS MORROS,Comunal,112,0.25745496361696585,4670,0,0,17,0,111,1,-1,31,335,42125,596829,861400,7471
equidad,Equidad territorial,116,C026,LOS MAITENES,Comunal,96,0.2258082026903294,0,6013,3587,35,3,109,-2,2,33,150,42275,596829,864987,7506
equidad,Equidad territorial,117,C015,JOSE MANUEL GUZMAN,Comunal,60,0.22575587299560768,904,2719,1614,20,2,108,-1,1,34,202,42477,597733,866601,7526
equidad,Equidad territorial,118,C050,MAR DE DRAKE,Comunal,20,0.19428166052287368,0,10761,2704,32,1,108,0,0,34,177,42654,597733,869305,7558
equidad,Equidad territorial,119,C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,43,0.18859020794054346,1527,3911,1747,57,1,108,0,0,34,332,42986,599260,871052,7615
equidad,Equidad territorial,120,C045,PORTO ALEGRE,Comunal,121,0.15140966022018781,400,400,200,22,2,107,-1,1,35,125,43111,599660,871252,7637
equidad,Equidad territorial,121,C021,LAUTARO,Comunal,120,0.14134067084455287,258,258,129,16,1,107,0,0,35,342,43453,599918,871381,7653
equidad,Equidad territorial,122,C016,JUANITA,Comunal,124,0.12770770153454533,21,21,11,26,1,107,0,0,35,123,43576,599939,871392,7679
equidad,Equidad territorial,123,C018,LA PRIMAVERA,Comunal,122,0.3101999787960686,0,0,0,37,1,107,0,0,35,183,43759,599939,871392,7716
equidad,Equidad territorial,124,C025,LOS DURAZNOS,Comunal,123,0.12345317193129689,238,238,119,2,1,107,0,0,35,128,43887,600177,871511,7718
