scenario,scenario_label,step,id,nombre,escala,initial_rank,own_score,poblacion_marginal,poblacion_beneficiada,demanda_habilitada,ciclistas_inducidos,componentes_unidos,componentes_red,delta_componentes,reduccion_componentes_etapa,reduccion_componentes_acumulada,costo_mclp,cum_cost_mclp,cum_population,cum_demand,cum_cyclists
continuidad,Continuidad de red,36,I28,SANTA RAQUEL,Intercomunal,99,0.4124001501764048,10375,10375,5709,66,1,111,0,0,31,300,22196,535642,831186,3783
continuidad,Continuidad de red,37,I32,EINSTEIN,Intercomunal,72,0.37089205740800124,4200,4200,2503,69,1,111,0,0,31,366,22562,539842,833689,3852
continuidad,Continuidad de red,38,C022,LLANURA  - EL DESIERTO,Comunal,38,0.35990216069541586,0,0,0,39,3,109,-2,2,33,122,22684,539842,833689,3891
continuidad,Continuidad de red,39,C026,LOS MAITENES,Comunal,92,0.3592524147992197,0,6013,3587,30,2,108,-1,1,34,150,22834,539842,837276,3921
continuidad,Continuidad de red,40,I09,GENERAL VELASQUEZ,Intercomunal,36,0.35507153750721876,735,8382,3402,71,1,108,0,0,34,643,23477,540577,840678,3992
continuidad,Continuidad de red,41,C056,TEMUCO - TORO MAZOTTE,Comunal,113,0.3510831512309718,8042,8042,4827,85,1,108,0,0,34,186,23663,548619,845505,4077
continuidad,Continuidad de red,42,C029,MARIA ELENA,Comunal,20,0.34856634565285194,7474,7474,4249,55,1,108,0,0,34,270,23933,556093,849754,4132
continuidad,Continuidad de red,43,C003,CONCHA Y TORO,Comunal,12,0.34751235587071555,0,2169,1049,6,2,107,-1,1,35,245,24178,556093,850803,4138
continuidad,Continuidad de red,44,I15,MARTINEZ DE ROZAS,Intercomunal,26,0.34398734207399817,0,0,0,254,1,107,0,0,35,640,24818,556093,850803,4392
continuidad,Continuidad de red,45,I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,77,0.34238812698872,5025,5025,2899,66,1,107,0,0,35,361,25179,561118,853702,4458
continuidad,Continuidad de red,46,C053,CONDELL,Comunal,40,0.33535421900383244,5706,5706,3325,76,1,107,0,0,35,280,25459,566824,857027,4534
continuidad,Continuidad de red,47,I17,MATUCANA,Intercomunal,57,0.317198731051914,0,0,0,89,1,107,0,0,35,287,25746,566824,857027,4623
continuidad,Continuidad de red,48,C010,ESQ BLANCA - ALBERTO LLONA,Comunal,75,0.3153410138739246,0,5802,3562,5,2,106,-1,1,36,49,25795,566824,860589,4628
continuidad,Continuidad de red,49,I02,CARLOS VALDOVINOS,Intercomunal,24,0.30916943628302235,0,0,0,108,1,106,0,0,36,687,26482,566824,860589,4736
continuidad,Continuidad de red,50,C014,JOSE DOMINGO CAÑAS,Comunal,55,0.2995916313141999,0,0,0,97,1,106,0,0,36,259,26741,566824,860589,4833
continuidad,Continuidad de red,51,C090,SANTO DOMINGO,Comunal,74,0.2994162120096963,0,0,0,50,1,106,0,0,36,150,26891,566824,860589,4883
continuidad,Continuidad de red,52,I05,DIAGONAL JOSE MARIA CARO,Intercomunal,32,0.29787374100361796,21,21,13,110,1,106,0,0,36,644,27535,566845,860602,4993
continuidad,Continuidad de red,53,C043,NEPTUNO,Comunal,69,0.2971650834217694,0,0,0,32,1,106,0,0,36,172,27707,566845,860602,5025
continuidad,Continuidad de red,54,C082,CAUPOLICAN,Comunal,94,0.2957256429353391,2416,2416,1394,12,1,106,0,0,36,118,27825,569261,861996,5037
continuidad,Continuidad de red,55,I18,NUEVA IMPERIAL,Intercomunal,100,0.29342399593657215,0,0,0,69,1,106,0,0,36,290,28115,569261,861996,5106
continuidad,Continuidad de red,56,I14,LO OVALLE,Intercomunal,2,0.2915177507284406,0,0,0,238,1,106,0,0,36,1374,29489,569261,861996,5344
continuidad,Continuidad de red,57,C015,JOSE MANUEL GUZMAN,Comunal,102,0.289761509285009,2719,2719,1614,20,1,106,0,0,36,202,29691,571980,863610,5364
continuidad,Continuidad de red,58,C058,ANTONIO EBNER-BARROS ARANA,Comunal,21,0.2896432368456068,0,0,0,145,1,106,0,0,36,341,30032,571980,863610,5509
continuidad,Continuidad de red,59,I24,RADAL,Intercomunal,23,0.28890911761604415,0,0,0,120,1,106,0,0,36,509,30541,571980,863610,5629
continuidad,Continuidad de red,60,C007,EDUARDO CASTILLO VELASCO,Comunal,59,0.28874917609841294,0,0,0,76,1,106,0,0,36,409,30950,571980,863610,5705
continuidad,Continuidad de red,61,C083,ORIENTAL-LAS PARCELAS,Comunal,58,0.2888532532563375,0,0,0,90,1,106,0,0,36,392,31342,571980,863610,5795
continuidad,Continuidad de red,62,C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,95,0.2868582693599154,1527,3911,2331,55,1,106,0,0,36,332,31674,573507,865941,5850
continuidad,Continuidad de red,63,C062,CORONA SUECA,Comunal,105,0.28646820934794054,0,0,0,56,1,106,0,0,36,280,31954,573507,865941,5906
continuidad,Continuidad de red,64,C001,SAN EUGENIO,Comunal,39,0.28630297235378027,0,0,0,31,1,106,0,0,36,114,32068,573507,865941,5937
continuidad,Continuidad de red,65,I07,EL GUANACO,Intercomunal,22,0.2860395390675333,0,0,0,100,1,106,0,0,36,443,32511,573507,865941,6037
continuidad,Continuidad de red,66,C078,WALDO TAFF,Comunal,54,0.28453305829549275,0,0,0,49,1,106,0,0,36,157,32668,573507,865941,6086
continuidad,Continuidad de red,67,C024,LOS ARRAYANES - LOS COPIHUES,Comunal,48,0.28379979439017405,0,0,0,51,1,106,0,0,36,259,32927,573507,865941,6137
continuidad,Continuidad de red,68,C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,84,0.2828619380185443,0,0,0,25,1,106,0,0,36,168,33095,573507,865941,6162
continuidad,Continuidad de red,69,C047,VIOLETA PARRA,Comunal,86,0.28227604075393975,0,0,0,95,1,106,0,0,36,240,33335,573507,865941,6257
continuidad,Continuidad de red,70,C033,OBSERVATORIO,Comunal,87,0.2813138297378361,0,0,0,42,1,106,0,0,36,207,33542,573507,865941,6299
continuidad,Continuidad de red,71,C009,EL ROSAL - SANTA ELENA,Comunal,88,0.28090666498886335,0,0,0,21,1,106,0,0,36,169,33711,573507,865941,6320
continuidad,Continuidad de red,72,C061,EL PINAR,Comunal,42,0.2800517243650328,0,0,0,32,1,106,0,0,36,222,33933,573507,865941,6352
continuidad,Continuidad de red,73,C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,60,0.27924845540545695,0,0,0,49,1,106,0,0,36,146,34079,573507,865941,6401
continuidad,Continuidad de red,74,C023,AVENIDA DORSAL,Comunal,50,0.2788921971493322,0,0,0,48,1,106,0,0,36,308,34387,573507,865941,6449
continuidad,Continuidad de red,75,C088,ÑUBLE,Comunal,61,0.27862687512910816,0,0,0,39,1,106,0,0,36,207,34594,573507,865941,6488
continuidad,Continuidad de red,76,I31,FERNANDEZ ALBANO,Intercomunal,101,0.2781100150594382,0,0,0,48,1,106,0,0,36,238,34832,573507,865941,6536
continuidad,Continuidad de red,77,C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,116,0.27786984857832125,0,0,0,44,1,106,0,0,36,235,35067,573507,865941,6580
continuidad,Continuidad de red,78,C085,LOS LIBERTADORES,Comunal,123,0.27701855606270137,5017,5017,2992,8,1,106,0,0,36,177,35244,578524,868933,6588
continuidad,Continuidad de red,79,C050,MAR DE DRAKE,Comunal,35,0.2768147104905646,0,8377,2120,32,1,106,0,0,36,177,35421,578524,871053,6620
continuidad,Continuidad de red,80,C030,MAULE,Comunal,63,0.27603847173071105,0,0,0,42,1,106,0,0,36,185,35606,578524,871053,6662
continuidad,Continuidad de red,81,C028,MADRID,Comunal,62,0.27627520678183665,0,0,0,47,1,106,0,0,36,129,35735,578524,871053,6709
continuidad,Continuidad de red,82,C034,PEDRO LEON UGALDE,Comunal,64,0.27699873912690864,0,0,0,54,1,106,0,0,36,130,35865,578524,871053,6763
continuidad,Continuidad de red,83,C080,PARAGUAY,Comunal,114,0.2759528066928722,0,0,0,61,1,106,0,0,36,273,36138,578524,871053,6824
continuidad,Continuidad de red,84,C032,OBISPO MANUEL UMAÑA,Comunal,43,0.27563026707583066,0,0,0,26,1,106,0,0,36,251,36389,578524,871053,6850
continuidad,Continuidad de red,85,C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,117,0.27528911975421555,0,0,0,14,1,106,0,0,36,137,36526,578524,871053,6864
continuidad,Continuidad de red,86,C037,SAN ALFONSO,Comunal,65,0.2750692385470604,0,0,0,19,1,106,0,0,36,201,36727,578524,871053,6883
continuidad,Continuidad de red,87,C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,66,0.27451329837282534,0,0,0,32,1,106,0,0,36,144,36871,578524,871053,6915
continuidad,Continuidad de red,88,C076,ISLA DECEPCION,Comunal,85,0.2736601068730476,0,0,0,23,1,106,0,0,36,97,36968,578524,871053,6938
continuidad,Continuidad de red,89,C084,EL PINO - UNO SUR,Comunal,103,0.27336687700706336,0,0,0,37,1,106,0,0,36,166,37134,578524,871053,6975
continuidad,Continuidad de red,90,C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,18,0.27308976235560856,0,0,0,31,1,106,0,0,36,220,37354,578524,871053,7006
continuidad,Continuidad de red,91,C039,TUPUNGATO,Comunal,119,0.2729529341675962,0,0,0,21,1,106,0,0,36,63,37417,578524,871053,7027
continuidad,Continuidad de red,92,C042,PRINCIPE DE GALES,Comunal,67,0.2724299057845071,0,0,0,11,1,106,0,0,36,190,37607,578524,871053,7038
continuidad,Continuidad de red,93,C011,EYZAGUIRRE,Comunal,81,0.2721527547563071,0,0,0,31,1,106,0,0,36,284,37891,578524,871053,7069
continuidad,Continuidad de red,94,C072,COVADONGA,Comunal,118,0.27221647811560173,0,0,0,14,1,106,0,0,36,143,38034,578524,871053,7083
continuidad,Continuidad de red,95,C055,ARTURO PRAT,Comunal,122,0.272370222631978,0,0,0,12,1,106,0,0,36,101,38135,578524,871053,7095
continuidad,Continuidad de red,96,C054,VICTORIA,Comunal,93,0.27227212636172393,0,0,0,28,1,106,0,0,36,249,38384,578524,871053,7123
continuidad,Continuidad de red,97,C071,BARROS ARANA,Comunal,97,0.2723150786255179,0,0,0,17,1,106,0,0,36,177,38561,578524,871053,7140
continuidad,Continuidad de red,98,C077,RICARDO VIAL,Comunal,115,0.27198273408187845,0,0,0,10,1,106,0,0,36,54,38615,578524,871053,7150
continuidad,Continuidad de red,99,C038,TALCAHUANO - SANTA INES - LOS EDILES,Comunal,109,0.2714787152152955,0,0,0,21,1,106,0,0,36,90,38705,578524,871053,7171
continuidad,Continuidad de red,100,C081,SAN GREGORIO - DIEGO MEZA,Comunal,28,0.2713963989912889,0,0,0,36,1,106,0,0,36,246,38951,578524,871053,7207
continuidad,Continuidad de red,101,C074,URETA COX,Comunal,45,0.27166999747157217,0,0,0,29,1,106,0,0,36,161,39112,578524,871053,7236
continuidad,Continuidad de red,102,C036,RIO REFUGIO - SALAR SURIRE,Comunal,112,0.2712119443620852,0,0,0,3,1,106,0,0,36,45,39157,578524,871053,7239
continuidad,Continuidad de red,103,C065,NUEVA SAN MARTIN,Comunal,83,0.2707701543582567,0,0,0,16,1,106,0,0,36,179,39336,578524,871053,7255
continuidad,Continuidad de red,104,C031,NECOCHEA,Comunal,110,0.270710529841166,0,0,0,10,1,106,0,0,36,56,39392,578524,871053,7265
continuidad,Continuidad de red,105,C044,LOS CERRILLOS,Comunal,49,0.27036570317510833,0,0,0,12,1,106,0,0,36,196,39588,578524,871053,7277
continuidad,Continuidad de red,106,C064,SILVA CARVALLO - SANTA ELENA,Comunal,82,0.26967456365321,0,0,0,51,1,106,0,0,36,545,40133,578524,871053,7328
continuidad,Continuidad de red,107,C079,LAS AMERICAS,Comunal,80,0.26947001187079556,0,0,0,8,1,106,0,0,36,137,40270,578524,871053,7336
continuidad,Continuidad de red,108,C013,HEROES DE LA CONCEPCION,Comunal,70,0.2686848134358324,0,0,0,6,1,106,0,0,36,87,40357,578524,871053,7342
continuidad,Continuidad de red,109,C027,LOS PRESIDENTES,Comunal,71,0.2677013215193376,0,0,0,17,1,106,0,0,36,254,40611,578524,871053,7359
continuidad,Continuidad de red,110,C008,EL CERRO,Comunal,120,0.2675948576982633,0,0,0,22,1,106,0,0,36,206,40817,578524,871053,7381
continuidad,Continuidad de red,111,C004,CONSISTORIAL,Comunal,76,0.2668292836623264,0,0,0,51,1,106,0,0,36,563,41380,578524,871053,7432
continuidad,Continuidad de red,112,C045,PORTO ALEGRE,Comunal,96,0.2560886870256682,400,400,200,22,2,105,-1,1,37,125,41505,578924,871253,7454
continuidad,Continuidad de red,113,C012,GABRIELA ORIENTE,Comunal,98,0.23319261554065276,0,0,0,22,1,105,0,0,37,134,41639,578924,871253,7476
continuidad,Continuidad de red,114,C048,GENERAL ARRIAGADA,Comunal,91,0.2325574341339676,0,0,0,47,1,105,0,0,37,148,41787,578924,871253,7523
continuidad,Continuidad de red,115,C087,SALVADOR GUTIERREZ,Comunal,68,0.22607298947334178,0,0,0,14,1,105,0,0,37,81,41868,578924,871253,7537
continuidad,Continuidad de red,116,C041,VISTA HERMOSA,Comunal,41,0.22383903473685798,0,0,0,13,1,105,0,0,37,114,41982,578924,871253,7550
continuidad,Continuidad de red,117,C021,LAUTARO,Comunal,104,0.22103307741983497,258,258,129,16,1,105,0,0,37,342,42324,579182,871382,7566
continuidad,Continuidad de red,118,C017,LA PARINACOTA,Comunal,89,0.21860034130728495,2096,0,0,6,1,105,0,0,37,465,42789,581278,871382,7572
continuidad,Continuidad de red,119,C069,LOS OLMOS,Comunal,106,0.18693413289448124,13970,0,0,40,0,106,1,-1,36,167,42956,595248,871382,7612
continuidad,Continuidad de red,120,C002,CAPITAN IGNACIO CARRERA PINTO,Comunal,107,0.23919075675589344,0,0,0,27,1,106,0,0,36,162,43118,595248,871382,7639
continuidad,Continuidad de red,121,C016,JUANITA,Comunal,121,0.1813092058582167,21,21,11,26,1,106,0,0,36,123,43241,595269,871393,7665
continuidad,Continuidad de red,122,C018,LA PRIMAVERA,Comunal,108,0.27202075774147205,0,0,0,37,1,106,0,0,36,183,43424,595269,871393,7702
continuidad,Continuidad de red,123,C025,LOS DURAZNOS,Comunal,111,0.17694430661346192,238,238,119,2,1,106,0,0,36,128,43552,595507,871512,7704
continuidad,Continuidad de red,124,C073,LOS MORROS,Comunal,124,0.11571854172232515,4670,0,0,17,0,107,1,-1,35,335,43887,600177,871512,7721
