id,nombre,escala,scenario,scenario_label,rank
I08,GENERAL OSCAR BONILLA,Intercomunal,demanda,Demanda,25
I08,GENERAL OSCAR BONILLA,Intercomunal,ciclistas_biogeme,Logit,32
I08,GENERAL OSCAR BONILLA,Intercomunal,fractal_alameda,Fractal,36
I08,GENERAL OSCAR BONILLA,Intercomunal,continuidad,Continuidad,5
I08,GENERAL OSCAR BONILLA,Intercomunal,eficiencia,Eficiencia,116
I08,GENERAL OSCAR BONILLA,Intercomunal,educacion,Educación,27
I08,GENERAL OSCAR BONILLA,Intercomunal,integracion,Integración,6
I08,GENERAL OSCAR BONILLA,Intercomunal,seguridad,Seguridad,37
I08,GENERAL OSCAR BONILLA,Intercomunal,intermodal,Intermodal,5
I03,CARRASCAL,Intercomunal,ponderacion_rmc,RMC,31
I03,CARRASCAL,Intercomunal,balanceado,Balanceado,38
I03,CARRASCAL,Intercomunal,equidad,Equidad,46
I03,CARRASCAL,Intercomunal,demanda,Demanda,33
I03,CARRASCAL,Intercomunal,ciclistas_biogeme,Logit,30
I03,CARRASCAL,Intercomunal,fractal_alameda,Fractal,31
I03,CARRASCAL,Intercomunal,continuidad,Continuidad,30
I03,CARRASCAL,Intercomunal,eficiencia,Eficiencia,37
I03,CARRASCAL,Intercomunal,educacion,Educación,37
I03,CARRASCAL,Intercomunal,integracion,Integración,30
I03,CARRASCAL,Intercomunal,seguridad,Seguridad,40
I03,CARRASCAL,Intercomunal,intermodal,Intermodal,32
I14,LO OVALLE,Intercomunal,ponderacion_rmc,RMC,48
I14,LO OVALLE,Intercomunal,balanceado,Balanceado,11
I14,LO OVALLE,Intercomunal,equidad,Equidad,5
I14,LO OVALLE,Intercomunal,demanda,Demanda,12
I14,LO OVALLE,Intercomunal,ciclistas_biogeme,Logit,4
I14,LO OVALLE,Intercomunal,fractal_alameda,Fractal,7
I14,LO OVALLE,Intercomunal,continuidad,Continuidad,56
I14,LO OVALLE,Intercomunal,eficiencia,Eficiencia,124
I14,LO OVALLE,Intercomunal,educacion,Educación,8
I14,LO OVALLE,Intercomunal,integracion,Integración,66
I14,LO OVALLE,Intercomunal,seguridad,Seguridad,9
I14,LO OVALLE,Intercomunal,intermodal,Intermodal,69
I06,DIAGONAL ORIENTE,Intercomunal,ponderacion_rmc,RMC,24
I06,DIAGONAL ORIENTE,Intercomunal,balanceado,Balanceado,28
I06,DIAGONAL ORIENTE,Intercomunal,equidad,Equidad,54
I06,DIAGONAL ORIENTE,Intercomunal,demanda,Demanda,31
I06,DIAGONAL ORIENTE,Intercomunal,ciclistas_biogeme,Logit,16
I06,DIAGONAL ORIENTE,Intercomunal,fractal_alameda,Fractal,26
I06,DIAGONAL ORIENTE,Intercomunal,continuidad,Continuidad,34
I06,DIAGONAL ORIENTE,Intercomunal,eficiencia,Eficiencia,115
I06,DIAGONAL ORIENTE,Intercomunal,educacion,Educación,31
I06,DIAGONAL ORIENTE,Intercomunal,integracion,Integración,34
I06,DIAGONAL ORIENTE,Intercomunal,seguridad,Seguridad,17
I06,DIAGONAL ORIENTE,Intercomunal,intermodal,Intermodal,33
I15,MARTINEZ DE ROZAS,Intercomunal,ponderacion_rmc,RMC,32
I15,MARTINEZ DE ROZAS,Intercomunal,balanceado,Balanceado,41
I15,MARTINEZ DE ROZAS,Intercomunal,equidad,Equidad,39
I15,MARTINEZ DE ROZAS,Intercomunal,demanda,Demanda,44
I15,MARTINEZ DE ROZAS,Intercomunal,ciclistas_biogeme,Logit,15
I15,MARTINEZ DE ROZAS,Intercomunal,fractal_alameda,Fractal,35
I15,MARTINEZ DE ROZAS,Intercomunal,continuidad,Continuidad,44
I15,MARTINEZ DE ROZAS,Intercomunal,eficiencia,Eficiencia,74
I15,MARTINEZ DE ROZAS,Intercomunal,educacion,Educación,43
I15,MARTINEZ DE ROZAS,Intercomunal,integracion,Integración,46
I15,MARTINEZ DE ROZAS,Intercomunal,seguridad,Seguridad,13
I15,MARTINEZ DE ROZAS,Intercomunal,intermodal,Intermodal,48
C053,CONDELL,Comunal,ponderacion_rmc,RMC,44
C053,CONDELL,Comunal,balanceado,Balanceado,40
C053,CONDELL,Comunal,equidad,Equidad,27
C053,CONDELL,Comunal,demanda,Demanda,23
C053,CONDELL,Comunal,ciclistas_biogeme,Logit,28
C053,CONDELL,Comunal,fractal_alameda,Fractal,108
C053,CONDELL,Comunal,continuidad,Continuidad,46
C053,CONDELL,Comunal,eficiencia,Eficiencia,33
C053,CONDELL,Comunal,educacion,Educación,23
C053,CONDELL,Comunal,integracion,Integración,39
C053,CONDELL,Comunal,seguridad,Seguridad,41
C053,CONDELL,Comunal,intermodal,Intermodal,42
I05,DIAGONAL JOSE MARIA CARO,Intercomunal,ponderacion_rmc,RMC,36
I05,DIAGONAL JOSE MARIA CARO,Intercomunal,balanceado,Balanceado,33
I05,DIAGONAL JOSE MARIA CARO,Intercomunal,equidad,Equidad,9
I05,DIAGONAL JOSE MARIA CARO,Intercomunal,demanda,Demanda,39
I05,DIAGONAL JOSE MARIA CARO,Intercomunal,ciclistas_biogeme,Logit,26
I05,DIAGONAL JOSE MARIA CARO,Intercomunal,fractal_alameda,Fractal,45
I05,DIAGONAL JOSE MARIA CARO,Intercomunal,continuidad,Continuidad,52
I05,DIAGONAL JOSE MARIA CARO,Intercomunal,eficiencia,Eficiencia,110
I05,DIAGONAL JOSE MARIA CARO,Intercomunal,educacion,Educación,35
I05,DIAGONAL JOSE MARIA CARO,Intercomunal,integracion,Integración,37
I05,DIAGONAL JOSE MARIA CARO,Intercomunal,seguridad,Seguridad,49
I05,DIAGONAL JOSE MARIA CARO,Intercomunal,intermodal,Intermodal,24
C029,MARIA ELENA,Comunal,ponderacion_rmc,RMC,43
C029,MARIA ELENA,Comunal,balanceado,Balanceado,34
C029,MARIA ELENA,Comunal,equidad,Equidad,32
C029,MARIA ELENA,Comunal,demanda,Demanda,34
C029,MARIA ELENA,Comunal,ciclistas_biogeme,Logit,39
C029,MARIA ELENA,Comunal,fractal_alameda,Fractal,106
C029,MARIA ELENA,Comunal,continuidad,Continuidad,42
C029,MARIA ELENA,Comunal,eficiencia,Eficiencia,31
C029,MARIA ELENA,Comunal,educacion,Educación,26
C029,MARIA ELENA,Comunal,integracion,Integración,38
C029,MARIA ELENA,Comunal,seguridad,Seguridad,34
C029,MARIA ELENA,Comunal,intermodal,Intermodal,37
I09,GENERAL VELASQUEZ,Intercomunal,ponderacion_rmc,RMC,21
I09,GENERAL VELASQUEZ,Intercomunal,balanceado,Balanceado,39
I09,GENERAL VELASQUEZ,Intercomunal,equidad,Equidad,56
I09,GENERAL VELASQUEZ,Intercomunal,demanda,Demanda,45
I09,GENERAL VELASQUEZ,Intercomunal,ciclistas_biogeme,Logit,46
I09,GENERAL VELASQUEZ,Intercomunal,fractal_alameda,Fractal,39
I09,GENERAL VELASQUEZ,Intercomunal,continuidad,Continuidad,40
I09,GENERAL VELASQUEZ,Intercomunal,eficiencia,Eficiencia,59
I09,GENERAL VELASQUEZ,Intercomunal,educacion,Educación,39
I09,GENERAL VELASQUEZ,Intercomunal,integracion,Integración,31
I09,GENERAL VELASQUEZ,Intercomunal,seguridad,Seguridad,53
I09,GENERAL VELASQUEZ,Intercomunal,intermodal,Intermodal,41
I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,ponderacion_rmc,RMC,37
I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,balanceado,Balanceado,43
I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,equidad,Equidad,90
I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,demanda,Demanda,41
I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,ciclistas_biogeme,Logit,47
I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,fractal_alameda,Fractal,38
I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,continuidad,Continuidad,45
I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,eficiencia,Eficiencia,23
I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,educacion,Educación,42
I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,integracion,Integración,41
I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,seguridad,Seguridad,45
I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,intermodal,Intermodal,49
C056,TEMUCO - TORO MAZOTTE,Comunal,ponderacion_rmc,RMC,41
C056,TEMUCO - TORO MAZOTTE,Comunal,balanceado,Balanceado,42
C056,TEMUCO - TORO MAZOTTE,Comunal,equidad,Equidad,109
C056,TEMUCO - TORO MAZOTTE,Comunal,demanda,Demanda,38
C056,TEMUCO - TORO MAZOTTE,Comunal,ciclistas_biogeme,Logit,37
C056,TEMUCO - TORO MAZOTTE,Comunal,fractal_alameda,Fractal,37
C056,TEMUCO - TORO MAZOTTE,Comunal,continuidad,Continuidad,41
C056,TEMUCO - TORO MAZOTTE,Comunal,eficiencia,Eficiencia,35
C056,TEMUCO - TORO MAZOTTE,Comunal,educacion,Educación,41
C056,TEMUCO - TORO MAZOTTE,Comunal,integracion,Integración,40
C056,TEMUCO - TORO MAZOTTE,Comunal,seguridad,Seguridad,46
C056,TEMUCO - TORO MAZOTTE,Comunal,intermodal,Intermodal,39
I32,EINSTEIN,Intercomunal,ponderacion_rmc,RMC,52
I32,EINSTEIN,Intercomunal,balanceado,Balanceado,53
I32,EINSTEIN,Intercomunal,equidad,Equidad,44
I32,EINSTEIN,Intercomunal,demanda,Demanda,60
I32,EINSTEIN,Intercomunal,ciclistas_biogeme,Logit,52
I32,EINSTEIN,Intercomunal,fractal_alameda,Fractal,34
I32,EINSTEIN,Intercomunal,continuidad,Continuidad,37
I32,EINSTEIN,Intercomunal,eficiencia,Eficiencia,26
I32,EINSTEIN,Intercomunal,educacion,Educación,55
I32,EINSTEIN,Intercomunal,integracion,Integración,57
I32,EINSTEIN,Intercomunal,seguridad,Seguridad,26
I32,EINSTEIN,Intercomunal,intermodal,Intermodal,54
I13,LO ESPEJO-RIQUELME,Intercomunal,ponderacion_rmc,RMC,47
I13,LO ESPEJO-RIQUELME,Intercomunal,balanceado,Balanceado,49
I13,LO ESPEJO-RIQUELME,Intercomunal,equidad,Equidad,57
I13,LO ESPEJO-RIQUELME,Intercomunal,demanda,Demanda,30
I13,LO ESPEJO-RIQUELME,Intercomunal,ciclistas_biogeme,Logit,25
I13,LO ESPEJO-RIQUELME,Intercomunal,fractal_alameda,Fractal,27
I13,LO ESPEJO-RIQUELME,Intercomunal,continuidad,Continuidad,33
I13,LO ESPEJO-RIQUELME,Intercomunal,eficiencia,Eficiencia,114
I13,LO ESPEJO-RIQUELME,Intercomunal,educacion,Educación,49
I13,LO ESPEJO-RIQUELME,Intercomunal,integracion,Integración,49
I13,LO ESPEJO-RIQUELME,Intercomunal,seguridad,Seguridad,44
I13,LO ESPEJO-RIQUELME,Intercomunal,intermodal,Intermodal,50
I02,CARLOS VALDOVINOS,Intercomunal,ponderacion_rmc,RMC,42
I02,CARLOS VALDOVINOS,Intercomunal,balanceado,Balanceado,46
I02,CARLOS VALDOVINOS,Intercomunal,equidad,Equidad,41
I02,CARLOS VALDOVINOS,Intercomunal,demanda,Demanda,51
I02,CARLOS VALDOVINOS,Intercomunal,ciclistas_biogeme,Logit,36
I02,CARLOS VALDOVINOS,Intercomunal,fractal_alameda,Fractal,41
I02,CARLOS VALDOVINOS,Intercomunal,continuidad,Continuidad,49
I02,CARLOS VALDOVINOS,Intercomunal,eficiencia,Eficiencia,107
I02,CARLOS VALDOVINOS,Intercomunal,educacion,Educación,47
I02,CARLOS VALDOVINOS,Intercomunal,integracion,Integración,47
I02,CARLOS VALDOVINOS,Intercomunal,seguridad,Seguridad,43
I02,CARLOS VALDOVINOS,Intercomunal,intermodal,Intermodal,38
C014,JOSE DOMINGO CAÑAS,Comunal,ponderacion_rmc,RMC,46
C014,JOSE DOMINGO CAÑAS,Comunal,balanceado,Balanceado,50
C014,JOSE DOMINGO CAÑAS,Comunal,equidad,Equidad,42
C014,JOSE DOMINGO CAÑAS,Comunal,demanda,Demanda,55
C014,JOSE DOMINGO CAÑAS,Comunal,ciclistas_biogeme,Logit,45
C014,JOSE DOMINGO CAÑAS,Comunal,fractal_alameda,Fractal,44
C014,JOSE DOMINGO CAÑAS,Comunal,continuidad,Continuidad,50
C014,JOSE DOMINGO CAÑAS,Comunal,eficiencia,Eficiencia,43
C014,JOSE DOMINGO CAÑAS,Comunal,educacion,Educación,51
C014,JOSE DOMINGO CAÑAS,Comunal,integracion,Integración,56
C014,JOSE DOMINGO CAÑAS,Comunal,seguridad,Seguridad,55
C014,JOSE DOMINGO CAÑAS,Comunal,intermodal,Intermodal,52
I17,MATUCANA,Intercomunal,ponderacion_rmc,RMC,39
I17,MATUCANA,Intercomunal,balanceado,Balanceado,45
I17,MATUCANA,Intercomunal,equidad,Equidad,111
I17,MATUCANA,Intercomunal,demanda,Demanda,50
I17,MATUCANA,Intercomunal,ciclistas_biogeme,Logit,43
I17,MATUCANA,Intercomunal,fractal_alameda,Fractal,40
I17,MATUCANA,Intercomunal,continuidad,Continuidad,47
I17,MATUCANA,Intercomunal,eficiencia,Eficiencia,46
I17,MATUCANA,Intercomunal,educacion,Educación,46
I17,MATUCANA,Intercomunal,integracion,Integración,48
I17,MATUCANA,Intercomunal,seguridad,Seguridad,38
I17,MATUCANA,Intercomunal,intermodal,Intermodal,40
C090,SANTO DOMINGO,Comunal,ponderacion_rmc,RMC,45
C090,SANTO DOMINGO,Comunal,balanceado,Balanceado,51
C090,SANTO DOMINGO,Comunal,equidad,Equidad,50
C090,SANTO DOMINGO,Comunal,demanda,Demanda,57
C090,SANTO DOMINGO,Comunal,ciclistas_biogeme,Logit,55
C090,SANTO DOMINGO,Comunal,fractal_alameda,Fractal,46
C090,SANTO DOMINGO,Comunal,continuidad,Continuidad,51
C090,SANTO DOMINGO,Comunal,eficiencia,Eficiencia,48
C090,SANTO DOMINGO,Comunal,educacion,Educación,48
C090,SANTO DOMINGO,Comunal,integracion,Integración,53
C090,SANTO DOMINGO,Comunal,seguridad,Seguridad,57
C090,SANTO DOMINGO,Comunal,intermodal,Intermodal,44
C043,NEPTUNO,Comunal,ponderacion_rmc,RMC,50
C043,NEPTUNO,Comunal,balanceado,Balanceado,52
C043,NEPTUNO,Comunal,equidad,Equidad,43
C043,NEPTUNO,Comunal,demanda,Demanda,61
C043,NEPTUNO,Comunal,ciclistas_biogeme,Logit,56
C043,NEPTUNO,Comunal,fractal_alameda,Fractal,47
C043,NEPTUNO,Comunal,continuidad,Continuidad,53
C043,NEPTUNO,Comunal,eficiencia,Eficiencia,34
C043,NEPTUNO,Comunal,educacion,Educación,50
C043,NEPTUNO,Comunal,integracion,Integración,54
C043,NEPTUNO,Comunal,seguridad,Seguridad,60
C043,NEPTUNO,Comunal,intermodal,Intermodal,45
I24,RADAL,Intercomunal,ponderacion_rmc,RMC,30
I24,RADAL,Intercomunal,balanceado,Balanceado,37
I24,RADAL,Intercomunal,equidad,Equidad,45
I24,RADAL,Intercomunal,demanda,Demanda,58
I24,RADAL,Intercomunal,ciclistas_biogeme,Logit,27
I24,RADAL,Intercomunal,fractal_alameda,Fractal,30
I24,RADAL,Intercomunal,continuidad,Continuidad,59
I24,RADAL,Intercomunal,eficiencia,Eficiencia,111
I24,RADAL,Intercomunal,educacion,Educación,60
I24,RADAL,Intercomunal,integracion,Integración,60
I24,RADAL,Intercomunal,seguridad,Seguridad,39
I24,RADAL,Intercomunal,intermodal,Intermodal,57
C003,CONCHA Y TORO,Comunal,ponderacion_rmc,RMC,82
C003,CONCHA Y TORO,Comunal,balanceado,Balanceado,44
C003,CONCHA Y TORO,Comunal,equidad,Equidad,36
C003,CONCHA Y TORO,Comunal,demanda,Demanda,49
C003,CONCHA Y TORO,Comunal,ciclistas_biogeme,Logit,60
C003,CONCHA Y TORO,Comunal,fractal_alameda,Fractal,109
C003,CONCHA Y TORO,Comunal,continuidad,Continuidad,43
C003,CONCHA Y TORO,Comunal,eficiencia,Eficiencia,39
C003,CONCHA Y TORO,Comunal,educacion,Educación,45
C003,CONCHA Y TORO,Comunal,integracion,Integración,43
C003,CONCHA Y TORO,Comunal,seguridad,Seguridad,42
C003,CONCHA Y TORO,Comunal,intermodal,Intermodal,43
C070,MENDOZA (EX-CORONEL ROBLES),Comunal,ponderacion_rmc,RMC,70
C070,MENDOZA (EX-CORONEL ROBLES),Comunal,balanceado,Balanceado,71
C070,MENDOZA (EX-CORONEL ROBLES),Comunal,equidad,Equidad,113
C070,MENDOZA (EX-CORONEL ROBLES),Comunal,demanda,Demanda,32
C070,MENDOZA (EX-CORONEL ROBLES),Comunal,ciclistas_biogeme,Logit,58
C070,MENDOZA (EX-CORONEL ROBLES),Comunal,fractal_alameda,Fractal,62
C070,MENDOZA (EX-CORONEL ROBLES),Comunal,continuidad,Continuidad,29
C070,MENDOZA (EX-CORONEL ROBLES),Comunal,eficiencia,Eficiencia,36
C070,MENDOZA (EX-CORONEL ROBLES),Comunal,educacion,Educación,36
C070,MENDOZA (EX-CORONEL ROBLES),Comunal,integracion,Integración,29
C070,MENDOZA (EX-CORONEL ROBLES),Comunal,seguridad,Seguridad,75
C070,MENDOZA (EX-CORONEL ROBLES),Comunal,intermodal,Intermodal,31
C083,ORIENTAL-LAS PARCELAS,Comunal,ponderacion_rmc,RMC,56
C083,ORIENTAL-LAS PARCELAS,Comunal,balanceado,Balanceado,55
C083,ORIENTAL-LAS PARCELAS,Comunal,equidad,Equidad,55
C083,ORIENTAL-LAS PARCELAS,Comunal,demanda,Demanda,62
C083,ORIENTAL-LAS PARCELAS,Comunal,ciclistas_biogeme,Logit,49
C083,ORIENTAL-LAS PARCELAS,Comunal,fractal_alameda,Fractal,51
C083,ORIENTAL-LAS PARCELAS,Comunal,continuidad,Continuidad,61
C083,ORIENTAL-LAS PARCELAS,Comunal,eficiencia,Eficiencia,47
C083,ORIENTAL-LAS PARCELAS,Comunal,educacion,Educación,59
C083,ORIENTAL-LAS PARCELAS,Comunal,integracion,Integración,59
C083,ORIENTAL-LAS PARCELAS,Comunal,seguridad,Seguridad,58
C083,ORIENTAL-LAS PARCELAS,Comunal,intermodal,Intermodal,56
C022,LLANURA  - EL DESIERTO,Comunal,ponderacion_rmc,RMC,68
C022,LLANURA  - EL DESIERTO,Comunal,balanceado,Balanceado,57
C022,LLANURA  - EL DESIERTO,Comunal,equidad,Equidad,48
C022,LLANURA  - EL DESIERTO,Comunal,demanda,Demanda,67
C022,LLANURA  - EL DESIERTO,Comunal,ciclistas_biogeme,Logit,62
C022,LLANURA  - EL DESIERTO,Comunal,fractal_alameda,Fractal,65
C022,LLANURA  - EL DESIERTO,Comunal,continuidad,Continuidad,38
C022,LLANURA  - EL DESIERTO,Comunal,eficiencia,Eficiencia,50
C022,LLANURA  - EL DESIERTO,Comunal,educacion,Educación,63
C022,LLANURA  - EL DESIERTO,Comunal,integracion,Integración,52
C022,LLANURA  - EL DESIERTO,Comunal,seguridad,Seguridad,59
C022,LLANURA  - EL DESIERTO,Comunal,intermodal,Intermodal,67
I18,NUEVA IMPERIAL,Intercomunal,ponderacion_rmc,RMC,53
I18,NUEVA IMPERIAL,Intercomunal,balanceado,Balanceado,54
I18,NUEVA IMPERIAL,Intercomunal,equidad,Equidad,112
I18,NUEVA IMPERIAL,Intercomunal,demanda,Demanda,59
I18,NUEVA IMPERIAL,Intercomunal,ciclistas_biogeme,Logit,51
I18,NUEVA IMPERIAL,Intercomunal,fractal_alameda,Fractal,48
I18,NUEVA IMPERIAL,Intercomunal,continuidad,Continuidad,55
I18,NUEVA IMPERIAL,Intercomunal,eficiencia,Eficiencia,71
I18,NUEVA IMPERIAL,Intercomunal,educacion,Educación,54
I18,NUEVA IMPERIAL,Intercomunal,integracion,Integración,55
I18,NUEVA IMPERIAL,Intercomunal,seguridad,Seguridad,47
I18,NUEVA IMPERIAL,Intercomunal,intermodal,Intermodal,46
C007,EDUARDO CASTILLO VELASCO,Comunal,ponderacion_rmc,RMC,57
C007,EDUARDO CASTILLO VELASCO,Comunal,balanceado,Balanceado,56
C007,EDUARDO CASTILLO VELASCO,Comunal,equidad,Equidad,47
C007,EDUARDO CASTILLO VELASCO,Comunal,demanda,Demanda,64
C007,EDUARDO CASTILLO VELASCO,Comunal,ciclistas_biogeme,Logit,53
C007,EDUARDO CASTILLO VELASCO,Comunal,fractal_alameda,Fractal,52
C007,EDUARDO CASTILLO VELASCO,Comunal,continuidad,Continuidad,60
C007,EDUARDO CASTILLO VELASCO,Comunal,eficiencia,Eficiencia,97
C007,EDUARDO CASTILLO VELASCO,Comunal,educacion,Educación,58
C007,EDUARDO CASTILLO VELASCO,Comunal,integracion,Integración,58
C007,EDUARDO CASTILLO VELASCO,Comunal,seguridad,Seguridad,48
C007,EDUARDO CASTILLO VELASCO,Comunal,intermodal,Intermodal,55
C082,CAUPOLICAN,Comunal,ponderacion_rmc,RMC,49
C082,CAUPOLICAN,Comunal,balanceado,Balanceado,62
C082,CAUPOLICAN,Comunal,equidad,Equidad,30
C082,CAUPOLICAN,Comunal,demanda,Demanda,53
C082,CAUPOLICAN,Comunal,ciclistas_biogeme,Logit,90
C082,CAUPOLICAN,Comunal,fractal_alameda,Fractal,56
C082,CAUPOLICAN,Comunal,continuidad,Continuidad,54
C082,CAUPOLICAN,Comunal,eficiencia,Eficiencia,53
C082,CAUPOLICAN,Comunal,educacion,Educación,56
C082,CAUPOLICAN,Comunal,integracion,Integración,50
C082,CAUPOLICAN,Comunal,seguridad,Seguridad,88
C082,CAUPOLICAN,Comunal,intermodal,Intermodal,68
C026,LOS MAITENES,Comunal,ponderacion_rmc,RMC,61
C026,LOS MAITENES,Comunal,balanceado,Balanceado,59
C026,LOS MAITENES,Comunal,equidad,Equidad,116
C026,LOS MAITENES,Comunal,demanda,Demanda,47
C026,LOS MAITENES,Comunal,ciclistas_biogeme,Logit,66
C026,LOS MAITENES,Comunal,fractal_alameda,Fractal,43
C026,LOS MAITENES,Comunal,continuidad,Continuidad,39
C026,LOS MAITENES,Comunal,eficiencia,Eficiencia,54
C026,LOS MAITENES,Comunal,educacion,Educación,53
C026,LOS MAITENES,Comunal,integracion,Integración,45
C026,LOS MAITENES,Comunal,seguridad,Seguridad,67
C026,LOS MAITENES,Comunal,intermodal,Intermodal,59
C010,ESQ BLANCA - ALBERTO LLONA,Comunal,ponderacion_rmc,RMC,109
C010,ESQ BLANCA - ALBERTO LLONA,Comunal,balanceado,Balanceado,48
C010,ESQ BLANCA - ALBERTO LLONA,Comunal,equidad,Equidad,22
C010,ESQ BLANCA - ALBERTO LLONA,Comunal,demanda,Demanda,46
C010,ESQ BLANCA - ALBERTO LLONA,Comunal,ciclistas_biogeme,Logit,79
C010,ESQ BLANCA - ALBERTO LLONA,Comunal,fractal_alameda,Fractal,122
C010,ESQ BLANCA - ALBERTO LLONA,Comunal,continuidad,Continuidad,48
C010,ESQ BLANCA - ALBERTO LLONA,Comunal,eficiencia,Eficiencia,38
C010,ESQ BLANCA - ALBERTO LLONA,Comunal,educacion,Educación,52
C010,ESQ BLANCA - ALBERTO LLONA,Comunal,integracion,Integración,42
C010,ESQ BLANCA - ALBERTO LLONA,Comunal,seguridad,Seguridad,62
C010,ESQ BLANCA - ALBERTO LLONA,Comunal,intermodal,Intermodal,47
C058,ANTONIO EBNER-BARROS ARANA,Comunal,ponderacion_rmc,RMC,51
C058,ANTONIO EBNER-BARROS ARANA,Comunal,balanceado,Balanceado,58
C058,ANTONIO EBNER-BARROS ARANA,Comunal,equidad,Equidad,49
C058,ANTONIO EBNER-BARROS ARANA,Comunal,demanda,Demanda,56
C058,ANTONIO EBNER-BARROS ARANA,Comunal,ciclistas_biogeme,Logit,38
C058,ANTONIO EBNER-BARROS ARANA,Comunal,fractal_alameda,Fractal,50
C058,ANTONIO EBNER-BARROS ARANA,Comunal,continuidad,Continuidad,58
C058,ANTONIO EBNER-BARROS ARANA,Comunal,eficiencia,Eficiencia,94
C058,ANTONIO EBNER-BARROS ARANA,Comunal,educacion,Educación,61
C058,ANTONIO EBNER-BARROS ARANA,Comunal,integracion,Integración,68
C058,ANTONIO EBNER-BARROS ARANA,Comunal,seguridad,Seguridad,65
C058,ANTONIO EBNER-BARROS ARANA,Comunal,intermodal,Intermodal,70
C001,SAN EUGENIO,Comunal,ponderacion_rmc,RMC,66
C001,SAN EUGENIO,Comunal,balanceado,Balanceado,61
C001,SAN EUGENIO,Comunal,equidad,Equidad,51
C001,SAN EUGENIO,Comunal,demanda,Demanda,70
C001,SAN EUGENIO,Comunal,ciclistas_biogeme,Logit,72
C001,SAN EUGENIO,Comunal,fractal_alameda,Fractal,55
C001,SAN EUGENIO,Comunal,continuidad,Continuidad,64
C001,SAN EUGENIO,Comunal,eficiencia,Eficiencia,45
C001,SAN EUGENIO,Comunal,educacion,Educación,62
C001,SAN EUGENIO,Comunal,integracion,Integración,61
C001,SAN EUGENIO,Comunal,seguridad,Seguridad,54
C001,SAN EUGENIO,Comunal,intermodal,Intermodal,58
C085,LOS LIBERTADORES,Comunal,ponderacion_rmc,RMC,110
C085,LOS LIBERTADORES,Comunal,balanceado,Balanceado,47
C085,LOS LIBERTADORES,Comunal,equidad,Equidad,37
C085,LOS LIBERTADORES,Comunal,demanda,Demanda,43
C085,LOS LIBERTADORES,Comunal,ciclistas_biogeme,Logit,70
C085,LOS LIBERTADORES,Comunal,fractal_alameda,Fractal,123
C085,LOS LIBERTADORES,Comunal,continuidad,Continuidad,78
C085,LOS LIBERTADORES,Comunal,eficiencia,Eficiencia,44
C085,LOS LIBERTADORES,Comunal,educacion,Educación,44
C085,LOS LIBERTADORES,Comunal,integracion,Integración,44
C085,LOS LIBERTADORES,Comunal,seguridad,Seguridad,51
C085,LOS LIBERTADORES,Comunal,intermodal,Intermodal,53
C062,CORONA SUECA,Comunal,ponderacion_rmc,RMC,55
C062,CORONA SUECA,Comunal,balanceado,Balanceado,63
C062,CORONA SUECA,Comunal,equidad,Equidad,52
C062,CORONA SUECA,Comunal,demanda,Demanda,66
C062,CORONA SUECA,Comunal,ciclistas_biogeme,Logit,57
C062,CORONA SUECA,Comunal,fractal_alameda,Fractal,54
C062,CORONA SUECA,Comunal,continuidad,Continuidad,63
C062,CORONA SUECA,Comunal,eficiencia,Eficiencia,88
C062,CORONA SUECA,Comunal,educacion,Educación,67
C062,CORONA SUECA,Comunal,integracion,Integración,72
C062,CORONA SUECA,Comunal,seguridad,Seguridad,50
C062,CORONA SUECA,Comunal,intermodal,Intermodal,72
C078,WALDO TAFF,Comunal,ponderacion_rmc,RMC,60
C078,WALDO TAFF,Comunal,balanceado,Balanceado,64
C078,WALDO TAFF,Comunal,equidad,Equidad,58
C078,WALDO TAFF,Comunal,demanda,Demanda,68
C078,WALDO TAFF,Comunal,ciclistas_biogeme,Logit,63
C078,WALDO TAFF,Comunal,fractal_alameda,Fractal,57
C078,WALDO TAFF,Comunal,continuidad,Continuidad,66
C078,WALDO TAFF,Comunal,eficiencia,Eficiencia,58
C078,WALDO TAFF,Comunal,educacion,Educación,65
C078,WALDO TAFF,Comunal,integracion,Integración,62
C078,WALDO TAFF,Comunal,seguridad,Seguridad,78
C078,WALDO TAFF,Comunal,intermodal,Intermodal,60
I07,EL GUANACO,Intercomunal,ponderacion_rmc,RMC,54
I07,EL GUANACO,Intercomunal,balanceado,Balanceado,60
I07,EL GUANACO,Intercomunal,equidad,Equidad,53
I07,EL GUANACO,Intercomunal,demanda,Demanda,63
I07,EL GUANACO,Intercomunal,ciclistas_biogeme,Logit,48
I07,EL GUANACO,Intercomunal,fractal_alameda,Fractal,53
I07,EL GUANACO,Intercomunal,continuidad,Continuidad,65
