id,nombre,escala,scenario,scenario_label,rank
I07,EL GUANACO,Intercomunal,eficiencia,Eficiencia,106
I07,EL GUANACO,Intercomunal,educacion,Educación,68
I07,EL GUANACO,Intercomunal,integracion,Integración,73
I07,EL GUANACO,Intercomunal,seguridad,Seguridad,56
I07,EL GUANACO,Intercomunal,intermodal,Intermodal,73
C024,LOS ARRAYANES - LOS COPIHUES,Comunal,ponderacion_rmc,RMC,63
C024,LOS ARRAYANES - LOS COPIHUES,Comunal,balanceado,Balanceado,66
C024,LOS ARRAYANES - LOS COPIHUES,Comunal,equidad,Equidad,59
C024,LOS ARRAYANES - LOS COPIHUES,Comunal,demanda,Demanda,69
C024,LOS ARRAYANES - LOS COPIHUES,Comunal,ciclistas_biogeme,Logit,59
C024,LOS ARRAYANES - LOS COPIHUES,Comunal,fractal_alameda,Fractal,59
C024,LOS ARRAYANES - LOS COPIHUES,Comunal,continuidad,Continuidad,67
C024,LOS ARRAYANES - LOS COPIHUES,Comunal,eficiencia,Eficiencia,87
C024,LOS ARRAYANES - LOS COPIHUES,Comunal,educacion,Educación,66
C024,LOS ARRAYANES - LOS COPIHUES,Comunal,integracion,Integración,63
C024,LOS ARRAYANES - LOS COPIHUES,Comunal,seguridad,Seguridad,64
C024,LOS ARRAYANES - LOS COPIHUES,Comunal,intermodal,Intermodal,61
C033,OBSERVATORIO,Comunal,ponderacion_rmc,RMC,71
C033,OBSERVATORIO,Comunal,balanceado,Balanceado,70
C033,OBSERVATORIO,Comunal,equidad,Equidad,61
C033,OBSERVATORIO,Comunal,demanda,Demanda,71
C033,OBSERVATORIO,Comunal,ciclistas_biogeme,Logit,68
C033,OBSERVATORIO,Comunal,fractal_alameda,Fractal,61
C033,OBSERVATORIO,Comunal,continuidad,Continuidad,70
C033,OBSERVATORIO,Comunal,eficiencia,Eficiencia,78
C033,OBSERVATORIO,Comunal,educacion,Educación,70
C033,OBSERVATORIO,Comunal,integracion,Integración,65
C033,OBSERVATORIO,Comunal,seguridad,Seguridad,66
C033,OBSERVATORIO,Comunal,intermodal,Intermodal,62
I31,FERNANDEZ ALBANO,Intercomunal,ponderacion_rmc,RMC,73
I31,FERNANDEZ ALBANO,Intercomunal,balanceado,Balanceado,78
I31,FERNANDEZ ALBANO,Intercomunal,equidad,Equidad,67
I31,FERNANDEZ ALBANO,Intercomunal,demanda,Demanda,75
I31,FERNANDEZ ALBANO,Intercomunal,ciclistas_biogeme,Logit,69
I31,FERNANDEZ ALBANO,Intercomunal,fractal_alameda,Fractal,68
I31,FERNANDEZ ALBANO,Intercomunal,continuidad,Continuidad,76
I31,FERNANDEZ ALBANO,Intercomunal,eficiencia,Eficiencia,30
I31,FERNANDEZ ALBANO,Intercomunal,educacion,Educación,79
I31,FERNANDEZ ALBANO,Intercomunal,integracion,Integración,78
I31,FERNANDEZ ALBANO,Intercomunal,seguridad,Seguridad,61
I31,FERNANDEZ ALBANO,Intercomunal,intermodal,Intermodal,80
C047,VIOLETA PARRA,Comunal,ponderacion_rmc,RMC,58
C047,VIOLETA PARRA,Comunal,balanceado,Balanceado,68
C047,VIOLETA PARRA,Comunal,equidad,Equidad,60
C047,VIOLETA PARRA,Comunal,demanda,Demanda,65
C047,VIOLETA PARRA,Comunal,ciclistas_biogeme,Logit,50
C047,VIOLETA PARRA,Comunal,fractal_alameda,Fractal,58
C047,VIOLETA PARRA,Comunal,continuidad,Continuidad,69
C047,VIOLETA PARRA,Comunal,eficiencia,Eficiencia,108
C047,VIOLETA PARRA,Comunal,educacion,Educación,73
C047,VIOLETA PARRA,Comunal,integracion,Integración,75
C047,VIOLETA PARRA,Comunal,seguridad,Seguridad,84
C047,VIOLETA PARRA,Comunal,intermodal,Intermodal,75
C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,ponderacion_rmc,RMC,64
C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,balanceado,Balanceado,65
C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,equidad,Equidad,99
C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,demanda,Demanda,72
C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,ciclistas_biogeme,Logit,83
C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,fractal_alameda,Fractal,60
C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,continuidad,Continuidad,68
C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,eficiencia,Eficiencia,41
C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,educacion,Educación,72
C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,integracion,Integración,74
C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,seguridad,Seguridad,71
C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,intermodal,Intermodal,74
C015,JOSE MANUEL GUZMAN,Comunal,ponderacion_rmc,RMC,59
C015,JOSE MANUEL GUZMAN,Comunal,balanceado,Balanceado,67
C015,JOSE MANUEL GUZMAN,Comunal,equidad,Equidad,117
C015,JOSE MANUEL GUZMAN,Comunal,demanda,Demanda,52
C015,JOSE MANUEL GUZMAN,Comunal,ciclistas_biogeme,Logit,93
C015,JOSE MANUEL GUZMAN,Comunal,fractal_alameda,Fractal,70
C015,JOSE MANUEL GUZMAN,Comunal,continuidad,Continuidad,57
C015,JOSE MANUEL GUZMAN,Comunal,eficiencia,Eficiencia,42
C015,JOSE MANUEL GUZMAN,Comunal,educacion,Educación,57
C015,JOSE MANUEL GUZMAN,Comunal,integracion,Integración,64
C015,JOSE MANUEL GUZMAN,Comunal,seguridad,Seguridad,98
C015,JOSE MANUEL GUZMAN,Comunal,intermodal,Intermodal,71
C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,ponderacion_rmc,RMC,67
C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,balanceado,Balanceado,76
C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,equidad,Equidad,64
C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,demanda,Demanda,73
C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,ciclistas_biogeme,Logit,67
C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,fractal_alameda,Fractal,64
C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,continuidad,Continuidad,73
C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,eficiencia,Eficiencia,64
C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,educacion,Educación,77
C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,integracion,Integración,77
C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,seguridad,Seguridad,69
C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,intermodal,Intermodal,79
C061,EL PINAR,Comunal,ponderacion_rmc,RMC,79
C061,EL PINAR,Comunal,balanceado,Balanceado,72
C061,EL PINAR,Comunal,equidad,Equidad,63
C061,EL PINAR,Comunal,demanda,Demanda,77
C061,EL PINAR,Comunal,ciclistas_biogeme,Logit,78
C061,EL PINAR,Comunal,fractal_alameda,Fractal,63
C061,EL PINAR,Comunal,continuidad,Continuidad,72
C061,EL PINAR,Comunal,eficiencia,Eficiencia,85
C061,EL PINAR,Comunal,educacion,Educación,71
C061,EL PINAR,Comunal,integracion,Integración,67
C061,EL PINAR,Comunal,seguridad,Seguridad,63
C061,EL PINAR,Comunal,intermodal,Intermodal,63
C009,EL ROSAL - SANTA ELENA,Comunal,ponderacion_rmc,RMC,65
C009,EL ROSAL - SANTA ELENA,Comunal,balanceado,Balanceado,69
C009,EL ROSAL - SANTA ELENA,Comunal,equidad,Equidad,62
C009,EL ROSAL - SANTA ELENA,Comunal,demanda,Demanda,80
C009,EL ROSAL - SANTA ELENA,Comunal,ciclistas_biogeme,Logit,89
C009,EL ROSAL - SANTA ELENA,Comunal,fractal_alameda,Fractal,85
C009,EL ROSAL - SANTA ELENA,Comunal,continuidad,Continuidad,71
C009,EL ROSAL - SANTA ELENA,Comunal,eficiencia,Eficiencia,49
C009,EL ROSAL - SANTA ELENA,Comunal,educacion,Educación,76
C009,EL ROSAL - SANTA ELENA,Comunal,integracion,Integración,76
C009,EL ROSAL - SANTA ELENA,Comunal,seguridad,Seguridad,68
C009,EL ROSAL - SANTA ELENA,Comunal,intermodal,Intermodal,77
C023,AVENIDA DORSAL,Comunal,ponderacion_rmc,RMC,69
C023,AVENIDA DORSAL,Comunal,balanceado,Balanceado,73
C023,AVENIDA DORSAL,Comunal,equidad,Equidad,65
C023,AVENIDA DORSAL,Comunal,demanda,Demanda,74
C023,AVENIDA DORSAL,Comunal,ciclistas_biogeme,Logit,65
C023,AVENIDA DORSAL,Comunal,fractal_alameda,Fractal,66
C023,AVENIDA DORSAL,Comunal,continuidad,Continuidad,74
C023,AVENIDA DORSAL,Comunal,eficiencia,Eficiencia,101
C023,AVENIDA DORSAL,Comunal,educacion,Educación,74
C023,AVENIDA DORSAL,Comunal,integracion,Integración,69
C023,AVENIDA DORSAL,Comunal,seguridad,Seguridad,76
C023,AVENIDA DORSAL,Comunal,intermodal,Intermodal,64
C088,ÑUBLE,Comunal,ponderacion_rmc,RMC,72
C088,ÑUBLE,Comunal,balanceado,Balanceado,75
C088,ÑUBLE,Comunal,equidad,Equidad,66
C088,ÑUBLE,Comunal,demanda,Demanda,78
C088,ÑUBLE,Comunal,ciclistas_biogeme,Logit,75
C088,ÑUBLE,Comunal,fractal_alameda,Fractal,67
C088,ÑUBLE,Comunal,continuidad,Continuidad,75
C088,ÑUBLE,Comunal,eficiencia,Eficiencia,83
C088,ÑUBLE,Comunal,educacion,Educación,75
C088,ÑUBLE,Comunal,integracion,Integración,70
C088,ÑUBLE,Comunal,seguridad,Seguridad,82
C088,ÑUBLE,Comunal,intermodal,Intermodal,65
C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,ponderacion_rmc,RMC,62
C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,balanceado,Balanceado,101
C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,equidad,Equidad,119
C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,demanda,Demanda,54
C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,ciclistas_biogeme,Logit,64
C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,fractal_alameda,Fractal,76
C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,continuidad,Continuidad,62
C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,eficiencia,Eficiencia,32
C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,educacion,Educación,64
C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,integracion,Integración,90
C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,seguridad,Seguridad,89
C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,intermodal,Intermodal,78
C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,ponderacion_rmc,RMC,85
C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,balanceado,Balanceado,80
C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,equidad,Equidad,68
C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,demanda,Demanda,79
C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,ciclistas_biogeme,Logit,76
C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,fractal_alameda,Fractal,69
C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,continuidad,Continuidad,77
C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,eficiencia,Eficiencia,95
C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,educacion,Educación,80
C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,integracion,Integración,79
C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,seguridad,Seguridad,52
C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,intermodal,Intermodal,81
C030,MAULE,Comunal,ponderacion_rmc,RMC,77
C030,MAULE,Comunal,balanceado,Balanceado,82
C030,MAULE,Comunal,equidad,Equidad,69
C030,MAULE,Comunal,demanda,Demanda,83
C030,MAULE,Comunal,ciclistas_biogeme,Logit,74
C030,MAULE,Comunal,fractal_alameda,Fractal,72
C030,MAULE,Comunal,continuidad,Continuidad,80
C030,MAULE,Comunal,eficiencia,Eficiencia,82
C030,MAULE,Comunal,educacion,Educación,82
C030,MAULE,Comunal,integracion,Integración,80
C030,MAULE,Comunal,seguridad,Seguridad,70
C030,MAULE,Comunal,intermodal,Intermodal,82
C028,MADRID,Comunal,ponderacion_rmc,RMC,75
C028,MADRID,Comunal,balanceado,Balanceado,83
C028,MADRID,Comunal,equidad,Equidad,70
C028,MADRID,Comunal,demanda,Demanda,82
C028,MADRID,Comunal,ciclistas_biogeme,Logit,73
C028,MADRID,Comunal,fractal_alameda,Fractal,74
C028,MADRID,Comunal,continuidad,Continuidad,81
C028,MADRID,Comunal,eficiencia,Eficiencia,66
C028,MADRID,Comunal,educacion,Educación,83
C028,MADRID,Comunal,integracion,Integración,81
C028,MADRID,Comunal,seguridad,Seguridad,90
C028,MADRID,Comunal,intermodal,Intermodal,83
C050,MAR DE DRAKE,Comunal,ponderacion_rmc,RMC,111
C050,MAR DE DRAKE,Comunal,balanceado,Balanceado,74
C050,MAR DE DRAKE,Comunal,equidad,Equidad,118
C050,MAR DE DRAKE,Comunal,demanda,Demanda,42
C050,MAR DE DRAKE,Comunal,ciclistas_biogeme,Logit,81
C050,MAR DE DRAKE,Comunal,fractal_alameda,Fractal,111
C050,MAR DE DRAKE,Comunal,continuidad,Continuidad,79
C050,MAR DE DRAKE,Comunal,eficiencia,Eficiencia,62
C050,MAR DE DRAKE,Comunal,educacion,Educación,81
C050,MAR DE DRAKE,Comunal,integracion,Integración,51
C050,MAR DE DRAKE,Comunal,seguridad,Seguridad,80
C050,MAR DE DRAKE,Comunal,intermodal,Intermodal,51
C034,PEDRO LEON UGALDE,Comunal,ponderacion_rmc,RMC,76
C034,PEDRO LEON UGALDE,Comunal,balanceado,Balanceado,84
C034,PEDRO LEON UGALDE,Comunal,equidad,Equidad,71
C034,PEDRO LEON UGALDE,Comunal,demanda,Demanda,81
C034,PEDRO LEON UGALDE,Comunal,ciclistas_biogeme,Logit,71
C034,PEDRO LEON UGALDE,Comunal,fractal_alameda,Fractal,73
C034,PEDRO LEON UGALDE,Comunal,continuidad,Continuidad,82
C034,PEDRO LEON UGALDE,Comunal,eficiencia,Eficiencia,67
C034,PEDRO LEON UGALDE,Comunal,educacion,Educación,84
C034,PEDRO LEON UGALDE,Comunal,integracion,Integración,82
C034,PEDRO LEON UGALDE,Comunal,seguridad,Seguridad,93
C034,PEDRO LEON UGALDE,Comunal,intermodal,Intermodal,84
C037,SAN ALFONSO,Comunal,ponderacion_rmc,RMC,83
C037,SAN ALFONSO,Comunal,balanceado,Balanceado,79
C037,SAN ALFONSO,Comunal,equidad,Equidad,73
C037,SAN ALFONSO,Comunal,demanda,Demanda,87
C037,SAN ALFONSO,Comunal,ciclistas_biogeme,Logit,98
C037,SAN ALFONSO,Comunal,fractal_alameda,Fractal,78
C037,SAN ALFONSO,Comunal,continuidad,Continuidad,86
C037,SAN ALFONSO,Comunal,eficiencia,Eficiencia,55
C037,SAN ALFONSO,Comunal,educacion,Educación,87
C037,SAN ALFONSO,Comunal,integracion,Integración,85
C037,SAN ALFONSO,Comunal,seguridad,Seguridad,85
C037,SAN ALFONSO,Comunal,intermodal,Intermodal,87
C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,ponderacion_rmc,RMC,80
C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,balanceado,Balanceado,85
C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,equidad,Equidad,72
C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,demanda,Demanda,89
C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,ciclistas_biogeme,Logit,101
C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,fractal_alameda,Fractal,79
C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,continuidad,Continuidad,85
C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,eficiencia,Eficiencia,70
C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,educacion,Educación,86
C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,integracion,Integración,84
C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,seguridad,Seguridad,73
C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,intermodal,Intermodal,86
C080,PARAGUAY,Comunal,ponderacion_rmc,RMC,74
C080,PARAGUAY,Comunal,balanceado,Balanceado,81
C080,PARAGUAY,Comunal,equidad,Equidad,101
C080,PARAGUAY,Comunal,demanda,Demanda,76
C080,PARAGUAY,Comunal,ciclistas_biogeme,Logit,61
C080,PARAGUAY,Comunal,fractal_alameda,Fractal,71
C080,PARAGUAY,Comunal,continuidad,Continuidad,83
C080,PARAGUAY,Comunal,eficiencia,Eficiencia,112
C080,PARAGUAY,Comunal,educacion,Educación,85
C080,PARAGUAY,Comunal,integracion,Integración,83
C080,PARAGUAY,Comunal,seguridad,Seguridad,81
C080,PARAGUAY,Comunal,intermodal,Intermodal,85
C084,EL PINO - UNO SUR,Comunal,ponderacion_rmc,RMC,89
C084,EL PINO - UNO SUR,Comunal,balanceado,Balanceado,90
C084,EL PINO - UNO SUR,Comunal,equidad,Equidad,76
C084,EL PINO - UNO SUR,Comunal,demanda,Demanda,86
C084,EL PINO - UNO SUR,Comunal,ciclistas_biogeme,Logit,82
C084,EL PINO - UNO SUR,Comunal,fractal_alameda,Fractal,80
C084,EL PINO - UNO SUR,Comunal,continuidad,Continuidad,89
C084,EL PINO - UNO SUR,Comunal,eficiencia,Eficiencia,51
C084,EL PINO - UNO SUR,Comunal,educacion,Educación,90
C084,EL PINO - UNO SUR,Comunal,integracion,Integración,88
C084,EL PINO - UNO SUR,Comunal,seguridad,Seguridad,94
C084,EL PINO - UNO SUR,Comunal,intermodal,Intermodal,90
C032,OBISPO MANUEL UMAÑA,Comunal,ponderacion_rmc,RMC,87
C032,OBISPO MANUEL UMAÑA,Comunal,balanceado,Balanceado,77
C032,OBISPO MANUEL UMAÑA,Comunal,equidad,Equidad,114
C032,OBISPO MANUEL UMAÑA,Comunal,demanda,Demanda,84
C032,OBISPO MANUEL UMAÑA,Comunal,ciclistas_biogeme,Logit,86
C032,OBISPO MANUEL UMAÑA,Comunal,fractal_alameda,Fractal,75
C032,OBISPO MANUEL UMAÑA,Comunal,continuidad,Continuidad,84
C032,OBISPO MANUEL UMAÑA,Comunal,eficiencia,Eficiencia,90
C032,OBISPO MANUEL UMAÑA,Comunal,educacion,Educación,78
C032,OBISPO MANUEL UMAÑA,Comunal,integracion,Integración,71
C032,OBISPO MANUEL UMAÑA,Comunal,seguridad,Seguridad,96
C032,OBISPO MANUEL UMAÑA,Comunal,intermodal,Intermodal,66
C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,ponderacion_rmc,RMC,78
C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,balanceado,Balanceado,86
C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,equidad,Equidad,74
C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,demanda,Demanda,85
C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,ciclistas_biogeme,Logit,85
C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,fractal_alameda,Fractal,77
C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,continuidad,Continuidad,87
C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,eficiencia,Eficiencia,75
C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,educacion,Educación,88
C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,integracion,Integración,86
C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,seguridad,Seguridad,104
C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,intermodal,Intermodal,88
C076,ISLA DECEPCION,Comunal,ponderacion_rmc,RMC,86
C076,ISLA DECEPCION,Comunal,balanceado,Balanceado,88
C076,ISLA DECEPCION,Comunal,equidad,Equidad,75
C076,ISLA DECEPCION,Comunal,demanda,Demanda,91
C076,ISLA DECEPCION,Comunal,ciclistas_biogeme,Logit,95
C076,ISLA DECEPCION,Comunal,fractal_alameda,Fractal,81
C076,ISLA DECEPCION,Comunal,continuidad,Continuidad,88
C076,ISLA DECEPCION,Comunal,eficiencia,Eficiencia,63
C076,ISLA DECEPCION,Comunal,educacion,Educación,89
C076,ISLA DECEPCION,Comunal,integracion,Integración,87
C076,ISLA DECEPCION,Comunal,seguridad,Seguridad,109
C076,ISLA DECEPCION,Comunal,intermodal,Intermodal,89
C039,TUPUNGATO,Comunal,ponderacion_rmc,RMC,91
C039,TUPUNGATO,Comunal,balanceado,Balanceado,94
C039,TUPUNGATO,Comunal,equidad,Equidad,77
C039,TUPUNGATO,Comunal,demanda,Demanda,94
C039,TUPUNGATO,Comunal,ciclistas_biogeme,Logit,99
C039,TUPUNGATO,Comunal,fractal_alameda,Fractal,83
C039,TUPUNGATO,Comunal,continuidad,Continuidad,91
C039,TUPUNGATO,Comunal,eficiencia,Eficiencia,60
C039,TUPUNGATO,Comunal,educacion,Educación,92
C039,TUPUNGATO,Comunal,integracion,Integración,91
C039,TUPUNGATO,Comunal,seguridad,Seguridad,97
C039,TUPUNGATO,Comunal,intermodal,Intermodal,92
C011,EYZAGUIRRE,Comunal,ponderacion_rmc,RMC,93
C011,EYZAGUIRRE,Comunal,balanceado,Balanceado,93
C011,EYZAGUIRRE,Comunal,equidad,Equidad,79
C011,EYZAGUIRRE,Comunal,demanda,Demanda,92
C011,EYZAGUIRRE,Comunal,ciclistas_biogeme,Logit,91
C011,EYZAGUIRRE,Comunal,fractal_alameda,Fractal,86
C011,EYZAGUIRRE,Comunal,continuidad,Continuidad,93
C011,EYZAGUIRRE,Comunal,eficiencia,Eficiencia,103
C011,EYZAGUIRRE,Comunal,educacion,Educación,94
C011,EYZAGUIRRE,Comunal,integracion,Integración,93
C011,EYZAGUIRRE,Comunal,seguridad,Seguridad,72
C011,EYZAGUIRRE,Comunal,intermodal,Intermodal,94
C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,ponderacion_rmc,RMC,81
C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,balanceado,Balanceado,87
C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,equidad,Equidad,110
C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,demanda,Demanda,88
C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,ciclistas_biogeme,Logit,87
C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,fractal_alameda,Fractal,82
C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,continuidad,Continuidad,90
C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,eficiencia,Eficiencia,92
C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,educacion,Educación,91
C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,integracion,Integración,89
C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,seguridad,Seguridad,105
C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,intermodal,Intermodal,91
C072,COVADONGA,Comunal,ponderacion_rmc,RMC,95
C072,COVADONGA,Comunal,balanceado,Balanceado,96
C072,COVADONGA,Comunal,equidad,Equidad,80
C072,COVADONGA,Comunal,demanda,Demanda,98
C072,COVADONGA,Comunal,ciclistas_biogeme,Logit,104
C072,COVADONGA,Comunal,fractal_alameda,Fractal,88
C072,COVADONGA,Comunal,continuidad,Continuidad,94
C072,COVADONGA,Comunal,eficiencia,Eficiencia,81
C072,COVADONGA,Comunal,educacion,Educación,95
C072,COVADONGA,Comunal,integracion,Integración,94
C072,COVADONGA,Comunal,seguridad,Seguridad,77
C072,COVADONGA,Comunal,intermodal,Intermodal,95
C042,PRINCIPE DE GALES,Comunal,ponderacion_rmc,RMC,88
C042,PRINCIPE DE GALES,Comunal,balanceado,Balanceado,89
C042,PRINCIPE DE GALES,Comunal,equidad,Equidad,78
C042,PRINCIPE DE GALES,Comunal,demanda,Demanda,101
C042,PRINCIPE DE GALES,Comunal,ciclistas_biogeme,Logit,108
C042,PRINCIPE DE GALES,Comunal,fractal_alameda,Fractal,93
C042,PRINCIPE DE GALES,Comunal,continuidad,Continuidad,92
C042,PRINCIPE DE GALES,Comunal,eficiencia,Eficiencia,76
C042,PRINCIPE DE GALES,Comunal,educacion,Educación,93
C042,PRINCIPE DE GALES,Comunal,integracion,Integración,92
C042,PRINCIPE DE GALES,Comunal,seguridad,Seguridad,103
C042,PRINCIPE DE GALES,Comunal,intermodal,Intermodal,93
C055,ARTURO PRAT,Comunal,ponderacion_rmc,RMC,92
C055,ARTURO PRAT,Comunal,balanceado,Balanceado,95
C055,ARTURO PRAT,Comunal,equidad,Equidad,81
C055,ARTURO PRAT,Comunal,demanda,Demanda,100
C055,ARTURO PRAT,Comunal,ciclistas_biogeme,Logit,106
C055,ARTURO PRAT,Comunal,fractal_alameda,Fractal,90
C055,ARTURO PRAT,Comunal,continuidad,Continuidad,95
C055,ARTURO PRAT,Comunal,eficiencia,Eficiencia,69
C055,ARTURO PRAT,Comunal,educacion,Educación,96
C055,ARTURO PRAT,Comunal,integracion,Integración,95
C055,ARTURO PRAT,Comunal,seguridad,Seguridad,91
C055,ARTURO PRAT,Comunal,intermodal,Intermodal,96
C054,VICTORIA,Comunal,ponderacion_rmc,RMC,84
C054,VICTORIA,Comunal,balanceado,Balanceado,91
C054,VICTORIA,Comunal,equidad,Equidad,82
C054,VICTORIA,Comunal,demanda,Demanda,95
C054,VICTORIA,Comunal,ciclistas_biogeme,Logit,94
C054,VICTORIA,Comunal,fractal_alameda,Fractal,87
C054,VICTORIA,Comunal,continuidad,Continuidad,96
C054,VICTORIA,Comunal,eficiencia,Eficiencia,99
C054,VICTORIA,Comunal,educacion,Educación,97
C054,VICTORIA,Comunal,integracion,Integración,96
C054,VICTORIA,Comunal,seguridad,Seguridad,100
C054,VICTORIA,Comunal,intermodal,Intermodal,97
C071,BARROS ARANA,Comunal,ponderacion_rmc,RMC,90
C071,BARROS ARANA,Comunal,balanceado,Balanceado,92
C071,BARROS ARANA,Comunal,equidad,Equidad,83
C071,BARROS ARANA,Comunal,demanda,Demanda,97
C071,BARROS ARANA,Comunal,ciclistas_biogeme,Logit,102
C071,BARROS ARANA,Comunal,fractal_alameda,Fractal,89
C071,BARROS ARANA,Comunal,continuidad,Continuidad,97
C071,BARROS ARANA,Comunal,eficiencia,Eficiencia,89
C071,BARROS ARANA,Comunal,educacion,Educación,98
C071,BARROS ARANA,Comunal,integracion,Integración,97
C071,BARROS ARANA,Comunal,seguridad,Seguridad,87
C071,BARROS ARANA,Comunal,intermodal,Intermodal,98
