scenario,scenario_label,step,id,nombre,escala,initial_rank,own_score,poblacion_marginal,poblacion_beneficiada,demanda_habilitada,ciclistas_inducidos,componentes_unidos,componentes_red,delta_componentes,reduccion_componentes_etapa,reduccion_componentes_acumulada,costo_mclp,cum_cost_mclp,cum_population,cum_demand,cum_cyclists
educacion,Educación superior,70,C033,OBSERVATORIO,Comunal,98,0.18881553186417838,0,0,0,42,1,107,0,0,35,207,33478,592494,868933,6227
educacion,Educación superior,71,C061,EL PINAR,Comunal,51,0.18751977034810027,0,0,0,32,1,107,0,0,35,222,33700,592494,868933,6259
educacion,Educación superior,72,C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,100,0.18707158969903878,0,0,0,25,1,107,0,0,35,168,33868,592494,868933,6284
educacion,Educación superior,73,C047,VIOLETA PARRA,Comunal,101,0.18666687047539787,0,0,0,96,1,107,0,0,35,240,34108,592494,868933,6380
educacion,Educación superior,74,C023,AVENIDA DORSAL,Comunal,42,0.18632932240664785,0,0,0,48,1,107,0,0,35,308,34416,592494,868933,6428
educacion,Educación superior,75,C088,ÑUBLE,Comunal,79,0.18605692513255104,0,0,0,39,1,107,0,0,35,207,34623,592494,868933,6467
educacion,Educación superior,76,C009,EL ROSAL - SANTA ELENA,Comunal,103,0.18506417605523304,0,0,0,21,1,107,0,0,35,169,34792,592494,868933,6488
educacion,Educación superior,77,C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,81,0.18336174754960247,0,0,0,49,1,107,0,0,35,146,34938,592494,868933,6537
educacion,Educación superior,78,C032,OBISPO MANUEL UMAÑA,Comunal,47,0.18298040753118608,0,0,0,26,1,107,0,0,35,251,35189,592494,868933,6563
educacion,Educación superior,79,I31,FERNANDEZ ALBANO,Intercomunal,59,0.1821929487943566,0,0,0,48,1,107,0,0,35,238,35427,592494,868933,6611
educacion,Educación superior,80,C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,116,0.18194637787374307,0,0,0,44,1,107,0,0,35,235,35662,592494,868933,6655
educacion,Educación superior,81,C050,MAR DE DRAKE,Comunal,33,0.18148879921823763,0,8377,2120,32,1,107,0,0,35,177,35839,592494,871053,6687
educacion,Educación superior,82,C030,MAULE,Comunal,84,0.18006616431019673,0,0,0,42,1,107,0,0,35,185,36024,592494,871053,6729
educacion,Educación superior,83,C028,MADRID,Comunal,83,0.180309212296019,0,0,0,47,1,107,0,0,35,129,36153,592494,871053,6776
educacion,Educación superior,84,C034,PEDRO LEON UGALDE,Comunal,85,0.18105203883695958,0,0,0,54,1,107,0,0,35,130,36283,592494,871053,6830
educacion,Educación superior,85,C080,PARAGUAY,Comunal,110,0.17997821487134882,0,0,0,61,1,107,0,0,35,273,36556,592494,871053,6891
educacion,Educación superior,86,C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,112,0.179296829614328,0,0,0,14,1,107,0,0,35,137,36693,592494,871053,6905
educacion,Educación superior,87,C037,SAN ALFONSO,Comunal,86,0.1790710849083153,0,0,0,19,1,107,0,0,35,201,36894,592494,871053,6924
educacion,Educación superior,88,C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,87,0.17850031966276733,0,0,0,32,1,107,0,0,35,144,37038,592494,871053,6956
educacion,Educación superior,89,C076,ISLA DECEPCION,Comunal,80,0.17762437638966214,0,0,0,23,1,107,0,0,35,97,37135,592494,871053,6979
educacion,Educación superior,90,C084,EL PINO - UNO SUR,Comunal,111,0.17732332706058507,0,0,0,37,1,107,0,0,35,166,37301,592494,871053,7016
educacion,Educación superior,91,C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,21,0.17703882268509152,0,0,0,31,1,107,0,0,35,220,37521,592494,871053,7047
educacion,Educación superior,92,C039,TUPUNGATO,Comunal,118,0.17689834574539878,0,0,0,21,1,107,0,0,35,63,37584,592494,871053,7068
educacion,Educación superior,93,C042,PRINCIPE DE GALES,Comunal,88,0.17636136993876073,0,0,0,11,1,107,0,0,35,190,37774,592494,871053,7079
educacion,Educación superior,94,C011,EYZAGUIRRE,Comunal,65,0.17607682821647544,0,0,0,31,1,107,0,0,35,284,38058,592494,871053,7110
educacion,Educación superior,95,C072,COVADONGA,Comunal,114,0.17614225086535115,0,0,0,14,1,107,0,0,35,143,38201,592494,871053,7124
educacion,Educación superior,96,C055,ARTURO PRAT,Comunal,119,0.17630009523549744,0,0,0,12,1,107,0,0,35,101,38302,592494,871053,7136
educacion,Educación superior,97,C054,VICTORIA,Comunal,93,0.17619938306470323,0,0,0,28,1,107,0,0,35,249,38551,592494,871053,7164
educacion,Educación superior,98,C071,BARROS ARANA,Comunal,107,0.1762434807221984,0,0,0,17,1,107,0,0,35,177,38728,592494,871053,7181
educacion,Educación superior,99,C077,RICARDO VIAL,Comunal,108,0.1759022736573953,0,0,0,10,1,107,0,0,35,54,38782,592494,871053,7191
educacion,Educación superior,100,C038,TALCAHUANO - SANTA INES - LOS EDILES,Comunal,90,0.17538481428770333,0,0,0,21,1,107,0,0,35,90,38872,592494,871053,7212
educacion,Educación superior,101,C081,SAN GREGORIO - DIEGO MEZA,Comunal,48,0.17530030296439,0,0,0,36,1,107,0,0,35,246,39118,592494,871053,7248
educacion,Educación superior,102,C074,URETA COX,Comunal,72,0.1755811974041475,0,0,0,29,1,107,0,0,35,161,39279,592494,871053,7277
educacion,Educación superior,103,C036,RIO REFUGIO - SALAR SURIRE,Comunal,92,0.17511092954507415,0,0,0,3,1,107,0,0,35,45,39324,592494,871053,7280
educacion,Educación superior,104,C065,NUEVA SAN MARTIN,Comunal,49,0.1746573584744769,0,0,0,16,1,107,0,0,35,179,39503,592494,871053,7296
educacion,Educación superior,105,C031,NECOCHEA,Comunal,91,0.1745961439702638,0,0,0,10,1,107,0,0,35,56,39559,592494,871053,7306
educacion,Educación superior,106,C044,LOS CERRILLOS,Comunal,44,0.1742421219264445,0,0,0,12,1,107,0,0,35,196,39755,592494,871053,7318
