scenario,scenario_label,step,id,nombre,escala,initial_rank,own_score,poblacion_marginal,poblacion_beneficiada,demanda_habilitada,ciclistas_inducidos,componentes_unidos,componentes_red,delta_componentes,reduccion_componentes_etapa,reduccion_componentes_acumulada,costo_mclp,cum_cost_mclp,cum_population,cum_demand,cum_cyclists
seguridad,Seguridad vial,32,C052,BAQUEDANO - POSTALES ORIENTE,Comunal,66,0.36529368244675425,12471,12471,7274,36,1,116,0,0,26,259,21476,511173,794720,3822
seguridad,Seguridad vial,33,C067,CARDENAL RAUL SILVA HENRIQUEZ,Comunal,51,0.32483443922043287,4301,12567,6265,64,3,114,-2,2,28,332,21808,515474,800985,3886
seguridad,Seguridad vial,34,C029,MARIA ELENA,Comunal,27,0.32346567572986257,7474,7474,4249,55,1,114,0,0,28,270,22078,522948,805234,3941
seguridad,Seguridad vial,35,C060,ROJAS MAGALLANES,Comunal,33,0.31381379621894406,6013,6013,3413,66,1,114,0,0,28,395,22473,528961,808647,4007
seguridad,Seguridad vial,36,I28,SANTA RAQUEL,Intercomunal,55,0.35453925127515407,10375,10375,5709,66,1,114,0,0,28,300,22773,539336,814356,4073
seguridad,Seguridad vial,37,I08,GENERAL OSCAR BONILLA,Intercomunal,22,0.362173396248453,4898,13286,7918,87,1,114,0,0,28,595,23368,544234,822274,4160
seguridad,Seguridad vial,38,I17,MATUCANA,Intercomunal,46,0.30362647310443963,3082,3082,1850,89,1,114,0,0,28,287,23655,547316,824124,4249
seguridad,Seguridad vial,39,I24,RADAL,Intercomunal,32,0.30202944533837967,0,8616,3735,114,2,113,-1,1,29,509,24164,547316,827859,4363
seguridad,Seguridad vial,40,I03,CARRASCAL,Intercomunal,60,0.3512931316995237,0,16584,9569,62,2,112,-1,1,30,442,24606,547316,837428,4425
seguridad,Seguridad vial,41,C053,CONDELL,Comunal,41,0.3015066373663201,5706,5706,3325,76,1,112,0,0,30,280,24886,553022,840753,4501
seguridad,Seguridad vial,42,C003,CONCHA Y TORO,Comunal,25,0.2965189545311683,0,2169,1049,6,2,111,-1,1,31,245,25131,553022,841802,4507
seguridad,Seguridad vial,43,I02,CARLOS VALDOVINOS,Intercomunal,23,0.2949718071627963,0,0,0,107,1,111,0,0,31,687,25818,553022,841802,4614
seguridad,Seguridad vial,44,I13,LO ESPEJO-RIQUELME,Intercomunal,52,0.26262003941955536,0,4941,1896,126,2,110,-1,1,32,700,26518,553022,843698,4740
seguridad,Seguridad vial,45,I23,PETERSEN - VICUÑA MACKENNA,Intercomunal,69,0.2611254167982865,5025,5025,2899,66,1,110,0,0,32,361,26879,558047,846597,4806
seguridad,Seguridad vial,46,C056,TEMUCO - TORO MAZOTTE,Comunal,111,0.25931674796969634,8042,8042,4827,85,1,110,0,0,32,186,27065,566089,851424,4891
seguridad,Seguridad vial,47,I18,NUEVA IMPERIAL,Intercomunal,58,0.25518656137183254,0,0,0,68,1,110,0,0,32,290,27355,566089,851424,4959
seguridad,Seguridad vial,48,C007,EDUARDO CASTILLO VELASCO,Comunal,53,0.2539111233684482,0,0,0,73,1,110,0,0,32,409,27764,566089,851424,5032
seguridad,Seguridad vial,49,I05,DIAGONAL JOSE MARIA CARO,Intercomunal,24,0.25069109654669547,21,21,13,110,1,110,0,0,32,644,28408,566110,851437,5142
seguridad,Seguridad vial,50,C062,CORONA SUECA,Comunal,67,0.25060369729411897,0,0,0,54,1,110,0,0,32,280,28688,566110,851437,5196
seguridad,Seguridad vial,51,C085,LOS LIBERTADORES,Comunal,114,0.2492299018169249,5017,5017,2992,8,1,110,0,0,32,177,28865,571127,854429,5204
seguridad,Seguridad vial,52,C051,JOSE MIGUEL INFANTE - DOMINGO STA MARIA,Comunal,82,0.2473729807192772,0,0,0,43,1,110,0,0,32,235,29100,571127,854429,5247
seguridad,Seguridad vial,53,I09,GENERAL VELASQUEZ,Intercomunal,40,0.24357622773699067,735,4715,2016,74,1,110,0,0,32,643,29743,571862,856445,5321
seguridad,Seguridad vial,54,C001,SAN EUGENIO,Comunal,47,0.24171830725317053,0,0,0,29,1,110,0,0,32,114,29857,571862,856445,5350
seguridad,Seguridad vial,55,C014,JOSE DOMINGO CAÑAS,Comunal,57,0.24181735768162207,0,0,0,102,1,110,0,0,32,259,30116,571862,856445,5452
seguridad,Seguridad vial,56,I07,EL GUANACO,Intercomunal,30,0.23731190207107875,0,0,0,100,1,110,0,0,32,443,30559,571862,856445,5552
seguridad,Seguridad vial,57,C090,SANTO DOMINGO,Comunal,78,0.23630960262295955,0,0,0,47,1,110,0,0,32,150,30709,571862,856445,5599
seguridad,Seguridad vial,58,C083,ORIENTAL-LAS PARCELAS,Comunal,65,0.23503736630590832,0,0,0,90,1,110,0,0,32,392,31101,571862,856445,5689
seguridad,Seguridad vial,59,C022,LLANURA  - EL DESIERTO,Comunal,59,0.2345396708578938,0,0,0,39,3,108,-2,2,34,122,31223,571862,856445,5728
seguridad,Seguridad vial,60,C043,NEPTUNO,Comunal,45,0.23360592446563952,0,0,0,34,1,108,0,0,34,172,31395,571862,856445,5762
seguridad,Seguridad vial,61,I31,FERNANDEZ ALBANO,Intercomunal,64,0.23091872046667727,0,0,0,48,1,108,0,0,34,238,31633,571862,856445,5810
seguridad,Seguridad vial,62,C010,ESQ BLANCA - ALBERTO LLONA,Comunal,91,0.23061799952161446,0,5802,3562,5,2,107,-1,1,35,49,31682,571862,860007,5815
seguridad,Seguridad vial,63,C061,EL PINAR,Comunal,36,0.2300105694978794,0,0,0,32,1,107,0,0,35,222,31904,571862,860007,5847
seguridad,Seguridad vial,64,C024,LOS ARRAYANES - LOS COPIHUES,Comunal,34,0.227972669138561,0,0,0,51,1,107,0,0,35,259,32163,571862,860007,5898
seguridad,Seguridad vial,65,C058,ANTONIO EBNER-BARROS ARANA,Comunal,39,0.2271493174707342,0,0,0,143,1,107,0,0,35,341,32504,571862,860007,6041
seguridad,Seguridad vial,66,C033,OBSERVATORIO,Comunal,80,0.22688774000351372,0,0,0,42,1,107,0,0,35,207,32711,571862,860007,6083
seguridad,Seguridad vial,67,C026,LOS MAITENES,Comunal,97,0.2244205028286492,0,6013,3587,31,2,106,-1,1,36,150,32861,571862,863594,6114
seguridad,Seguridad vial,68,C009,EL ROSAL - SANTA ELENA,Comunal,85,0.22117642204603016,0,0,0,21,1,106,0,0,36,169,33030,571862,863594,6135
seguridad,Seguridad vial,69,C005,CORONEL ALEJANDRO SEPULVEDA,Comunal,72,0.21895435081475928,0,0,0,49,1,106,0,0,36,146,33176,571862,863594,6184
seguridad,Seguridad vial,70,C030,MAULE,Comunal,74,0.21643053573056995,0,0,0,41,1,106,0,0,36,185,33361,571862,863594,6225
seguridad,Seguridad vial,71,C40,VICUÑA MACKENNA - SAN MARTIN,Comunal,94,0.21500073520777005,0,0,0,25,1,106,0,0,36,168,33529,571862,863594,6250
seguridad,Seguridad vial,72,C011,EYZAGUIRRE,Comunal,77,0.21481515721363081,0,0,0,30,1,106,0,0,36,284,33813,571862,863594,6280
seguridad,Seguridad vial,73,C019,LAS HIJUELAS SUR - LIBERTADOR BERNARDO OHIGGINS,Comunal,108,0.2145860916936016,0,0,0,15,1,106,0,0,36,137,33950,571862,863594,6295
seguridad,Seguridad vial,74,C064,SILVA CARVALLO - SANTA ELENA,Comunal,61,0.21449245570205722,0,0,0,51,1,106,0,0,36,545,34495,571862,863594,6346
seguridad,Seguridad vial,75,C070,MENDOZA (EX-CORONEL ROBLES),Comunal,43,0.2142923119854482,0,0,0,58,1,106,0,0,36,336,34831,571862,863594,6404
seguridad,Seguridad vial,76,C023,AVENIDA DORSAL,Comunal,42,0.2116361156605132,0,0,0,47,1,106,0,0,36,308,35139,571862,863594,6451
seguridad,Seguridad vial,77,C072,COVADONGA,Comunal,110,0.21133997601381338,0,0,0,14,1,106,0,0,36,143,35282,571862,863594,6465
seguridad,Seguridad vial,78,C078,WALDO TAFF,Comunal,49,0.21121077386175133,0,0,0,50,1,106,0,0,36,157,35439,571862,863594,6515
seguridad,Seguridad vial,79,C044,LOS CERRILLOS,Comunal,48,0.21057029086974774,0,0,0,12,1,106,0,0,36,196,35635,571862,863594,6527
seguridad,Seguridad vial,80,C050,MAR DE DRAKE,Comunal,31,0.21048903849924125,0,10761,2704,32,1,106,0,0,36,177,35812,571862,866298,6559
seguridad,Seguridad vial,81,C080,PARAGUAY,Comunal,106,0.20984152516318688,0,0,0,61,1,106,0,0,36,273,36085,571862,866298,6620
seguridad,Seguridad vial,82,C088,ÑUBLE,Comunal,79,0.20911972164726653,0,0,0,40,1,106,0,0,36,207,36292,571862,866298,6660
seguridad,Seguridad vial,83,C065,NUEVA SAN MARTIN,Comunal,71,0.20910490036646687,0,0,0,16,1,106,0,0,36,179,36471,571862,866298,6676
seguridad,Seguridad vial,84,C047,VIOLETA PARRA,Comunal,99,0.20547966144732657,0,0,0,96,1,106,0,0,36,240,36711,571862,866298,6772
seguridad,Seguridad vial,85,C037,SAN ALFONSO,Comunal,81,0.20477078489768355,0,0,0,19,1,106,0,0,36,201,36912,571862,866298,6791
seguridad,Seguridad vial,86,C081,SAN GREGORIO - DIEGO MEZA,Comunal,38,0.20452303370000283,0,0,0,36,1,106,0,0,36,246,37158,571862,866298,6827
seguridad,Seguridad vial,87,C071,BARROS ARANA,Comunal,100,0.2042599128534526,0,0,0,15,1,106,0,0,36,177,37335,571862,866298,6842
seguridad,Seguridad vial,88,C082,CAUPOLICAN,Comunal,105,0.20363513360122087,2416,2416,1394,13,1,106,0,0,36,118,37453,574278,867692,6855
seguridad,Seguridad vial,89,C049,FEDERICO ERRÁZURIZ (EX SERRANO),Comunal,54,0.20359084860529475,1527,3911,1747,57,1,106,0,0,36,332,37785,575805,869439,6912
seguridad,Seguridad vial,90,C028,MADRID,Comunal,84,0.20269241090486648,0,0,0,47,1,106,0,0,36,129,37914,575805,869439,6959
seguridad,Seguridad vial,91,C055,ARTURO PRAT,Comunal,119,0.20263337897274367,0,0,0,12,1,106,0,0,36,101,38015,575805,869439,6971
seguridad,Seguridad vial,92,C004,CONSISTORIAL,Comunal,101,0.20245461686260768,0,0,0,49,1,106,0,0,36,563,38578,575805,869439,7020
seguridad,Seguridad vial,93,C034,PEDRO LEON UGALDE,Comunal,86,0.201484751987997,0,0,0,54,1,106,0,0,36,130,38708,575805,869439,7074
seguridad,Seguridad vial,94,C084,EL PINO - UNO SUR,Comunal,117,0.20131964030259508,0,0,0,37,1,106,0,0,36,166,38874,575805,869439,7111
seguridad,Seguridad vial,95,C012,GABRIELA ORIENTE,Comunal,83,0.20100433602672343,0,0,0,22,1,106,0,0,36,134,39008,575805,869439,7133
seguridad,Seguridad vial,96,C032,OBISPO MANUEL UMAÑA,Comunal,56,0.2008296299149531,0,0,0,26,1,106,0,0,36,251,39259,575805,869439,7159
seguridad,Seguridad vial,97,C039,TUPUNGATO,Comunal,115,0.2001340976531466,0,0,0,21,1,106,0,0,36,63,39322,575805,869439,7180
seguridad,Seguridad vial,98,C015,JOSE MANUEL GUZMAN,Comunal,87,0.1998767981089362,2719,2719,1614,20,1,106,0,0,36,202,39524,578524,871053,7200
seguridad,Seguridad vial,99,C036,RIO REFUGIO - SALAR SURIRE,Comunal,104,0.20602339167593495,0,0,0,3,1,106,0,0,36,45,39569,578524,871053,7203
seguridad,Seguridad vial,100,C054,VICTORIA,Comunal,102,0.19957876237532834,0,0,0,29,1,106,0,0,36,249,39818,578524,871053,7232
seguridad,Seguridad vial,101,C077,RICARDO VIAL,Comunal,112,0.19915015265629427,0,0,0,10,1,106,0,0,36,54,39872,578524,871053,7242
seguridad,Seguridad vial,102,C027,LOS PRESIDENTES,Comunal,88,0.19885684316245777,0,0,0,18,1,106,0,0,36,254,40126,578524,871053,7260
seguridad,Seguridad vial,103,C042,PRINCIPE DE GALES,Comunal,89,0.19863640848302574,0,0,0,11,1,106,0,0,36,190,40316,578524,871053,7271
seguridad,Seguridad vial,104,C020,LATINOAMERICA - PINTOR MURILLO - FRANCISCO TOLEDO,Comunal,90,0.198508372062863,0,0,0,32,1,106,0,0,36,144,40460,578524,871053,7303
seguridad,Seguridad vial,105,C057,PADRE VICENTE IRARRAZABAL - MANUEL CHACON,Comunal,37,0.19787400229485205,0,0,0,31,1,106,0,0,36,220,40680,578524,871053,7334
seguridad,Seguridad vial,106,C074,URETA COX,Comunal,70,0.1977954446210253,0,0,0,29,1,106,0,0,36,161,40841,578524,871053,7363
seguridad,Seguridad vial,107,C048,GENERAL ARRIAGADA,Comunal,92,0.19761459527894887,0,0,0,47,1,106,0,0,36,148,40989,578524,871053,7410
seguridad,Seguridad vial,108,C079,LAS AMERICAS,Comunal,113,0.19709099809735203,0,0,0,8,1,106,0,0,36,137,41126,578524,871053,7418
seguridad,Seguridad vial,109,C076,ISLA DECEPCION,Comunal,98,0.1968989290707587,0,0,0,23,1,106,0,0,36,97,41223,578524,871053,7441
seguridad,Seguridad vial,110,C031,NECOCHEA,Comunal,107,0.19571915151208882,0,0,0,10,1,106,0,0,36,56,41279,578524,871053,7451
seguridad,Seguridad vial,111,C038,TALCAHUANO - SANTA INES - LOS EDILES,Comunal,109,0.1938885078298322,0,0,0,21,1,106,0,0,36,90,41369,578524,871053,7472
seguridad,Seguridad vial,112,C008,EL CERRO,Comunal,118,0.1924327576079312,0,0,0,22,1,106,0,0,36,206,41575,578524,871053,7494
seguridad,Seguridad vial,113,C013,HEROES DE LA CONCEPCION,Comunal,95,0.19094151554190542,0,0,0,6,1,106,0,0,36,87,41662,578524,871053,7500
seguridad,Seguridad vial,114,C069,LOS OLMOS,Comunal,96,0.18983260493708284,13970,0,0,40,0,107,1,-1,35,167,41829,592494,871053,7540
seguridad,Seguridad vial,115,C002,CAPITAN IGNACIO CARRERA PINTO,Comunal,103,0.19428420243535618,0,0,0,27,1,107,0,0,35,162,41991,592494,871053,7567
seguridad,Seguridad vial,116,C017,LA PARINACOTA,Comunal,93,0.1772304680370565,2096,0,0,6,1,107,0,0,35,465,42456,594590,871053,7573
seguridad,Seguridad vial,117,C087,SALVADOR GUTIERREZ,Comunal,62,0.17339205738968932,0,0,0,14,1,107,0,0,35,81,42537,594590,871053,7587
seguridad,Seguridad vial,118,C041,VISTA HERMOSA,Comunal,50,0.17103569417449405,0,0,0,13,1,107,0,0,35,114,42651,594590,871053,7600
seguridad,Seguridad vial,119,C045,PORTO ALEGRE,Comunal,116,0.16930099779272995,400,400,200,22,2,106,-1,1,36,125,42776,594990,871253,7622
seguridad,Seguridad vial,120,C073,LOS MORROS,Comunal,120,0.1357569339848902,4670,0,0,17,0,107,1,-1,35,335,43111,599660,871253,7639
seguridad,Seguridad vial,121,C021,LAUTARO,Comunal,121,0.1338334844764037,258,258,129,16,1,107,0,0,35,342,43453,599918,871382,7655
seguridad,Seguridad vial,122,C016,JUANITA,Comunal,124,0.12086349776967209,21,21,11,26,1,107,0,0,35,123,43576,599939,871393,7681
seguridad,Seguridad vial,123,C018,LA PRIMAVERA,Comunal,122,0.19446025131634725,0,0,0,37,1,107,0,0,35,183,43759,599939,871393,7718
seguridad,Seguridad vial,124,C025,LOS DURAZNOS,Comunal,123,0.11472583506850252,238,238,119,2,1,107,0,0,35,128,43887,600177,871512,7720
